Aver_delta,L
-0.612244898,2.306122449
-0.685714286,2.306122449
-0.759183673,2.306122449
-0.832653061,2.306122449
-0.906122449,2.306122449
-0.979591837,2.306122449
-1.053061224,2.306122449
-1.126530612,2.306122449
-1.2,2.306122449
2.4,2.387755102
2.326530612,2.387755102
2.253061224,2.387755102
2.179591837,2.387755102
2.106122449,2.387755102
2.032653061,2.387755102
1.959183673,2.387755102
1.885714286,2.387755102
1.812244898,2.387755102
1.73877551,2.387755102
1.665306122,2.387755102
1.591836735,2.387755102
1.518367347,2.387755102
1.444897959,2.387755102
1.371428571,2.387755102
1.297959184,2.387755102
1.224489796,2.387755102
1.151020408,2.387755102
1.07755102,2.387755102
1.004081633,2.387755102
0.930612245,2.387755102
0.857142857,2.387755102
0.783673469,2.387755102
0.710204082,2.387755102
0.636734694,2.387755102
0.563265306,2.387755102
0.489795918,2.387755102
0.416326531,2.387755102
0.342857143,2.387755102
0.269387755,2.387755102
0.195918367,2.387755102
0.12244898,2.387755102
0.048979592,2.387755102
-0.024489796,2.387755102
-0.097959184,2.387755102
-0.171428571,2.387755102
-0.244897959,2.387755102
-0.318367347,2.387755102
-0.391836735,2.387755102
-0.465306122,2.387755102
-0.53877551,2.387755102
-0.612244898,2.387755102
-0.685714286,2.387755102
-0.759183673,2.387755102
-0.832653061,2.387755102
-0.906122449,2.387755102
-0.979591837,2.387755102
-1.053061224,2.387755102
-1.126530612,2.387755102
-1.2,2.387755102
2.4,2.469387755
2.326530612,2.469387755
2.253061224,2.469387755
2.179591837,2.469387755
2.106122449,2.469387755
2.032653061,2.469387755
1.959183673,2.469387755
1.885714286,2.469387755
1.812244898,2.469387755
1.73877551,2.469387755
1.665306122,2.469387755
1.591836735,2.469387755
1.518367347,2.469387755
1.444897959,2.469387755
1.371428571,2.469387755
1.297959184,2.469387755
1.224489796,2.469387755
1.151020408,2.469387755
1.07755102,2.469387755
1.004081633,2.469387755
0.930612245,2.469387755
0.857142857,2.469387755
0.783673469,2.469387755
0.710204082,2.469387755
0.636734694,2.469387755
0.563265306,2.469387755
0.489795918,2.469387755
0.416326531,2.469387755
0.342857143,2.469387755
0.269387755,2.469387755
0.195918367,2.469387755
0.12244898,2.469387755
0.048979592,2.469387755
-0.024489796,2.469387755
-0.097959184,2.469387755
-0.171428571,2.469387755
-0.244897959,2.469387755
-0.318367347,2.469387755
-0.391836735,2.469387755
-0.465306122,2.469387755
-0.53877551,2.469387755
-0.612244898,2.469387755
-0.685714286,2.469387755
-0.759183673,2.469387755
-0.832653061,2.469387755
-0.906122449,2.469387755
-0.979591837,2.469387755
-1.053061224,2.469387755
-1.126530612,2.469387755
-1.2,2.469387755
2.4,2.551020408
2.326530612,2.551020408
2.253061224,2.551020408
2.179591837,2.551020408
2.106122449,2.551020408
2.032653061,2.551020408
1.959183673,2.551020408
1.885714286,2.551020408
1.812244898,2.551020408
1.73877551,2.551020408
1.665306122,2.551020408
1.591836735,2.551020408
1.518367347,2.551020408
1.444897959,2.551020408
1.371428571,2.551020408
1.297959184,2.551020408
1.224489796,2.551020408
1.151020408,2.551020408
1.07755102,2.551020408
1.004081633,2.551020408
0.930612245,2.551020408
0.857142857,2.551020408
0.783673469,2.551020408
0.710204082,2.551020408
0.636734694,2.551020408
0.563265306,2.551020408
0.489795918,2.551020408
0.416326531,2.551020408
0.342857143,2.551020408
0.269387755,2.551020408
0.195918367,2.551020408
0.12244898,2.551020408
0.048979592,2.551020408
-0.024489796,2.551020408
-0.097959184,2.551020408
-0.171428571,2.551020408
-0.244897959,2.551020408
-0.318367347,2.551020408
-0.391836735,2.551020408
-0.465306122,2.551020408
-0.53877551,2.551020408
-0.612244898,2.551020408
-0.685714286,2.551020408
-0.759183673,2.551020408
-0.832653061,2.551020408
-0.906122449,2.551020408
-0.979591837,2.551020408
-1.053061224,2.551020408
-1.126530612,2.551020408
-1.2,2.551020408
2.4,2.632653061
2.326530612,2.632653061
2.253061224,2.632653061
2.179591837,2.632653061
2.106122449,2.632653061
2.032653061,2.632653061
1.959183673,2.632653061
1.885714286,2.632653061
1.812244898,2.632653061
1.73877551,2.632653061
1.665306122,2.632653061
1.591836735,2.632653061
1.518367347,2.632653061
1.444897959,2.632653061
1.371428571,2.632653061
1.297959184,2.632653061
1.224489796,2.632653061
1.151020408,2.632653061
1.07755102,2.632653061
1.004081633,2.632653061
0.930612245,2.632653061
0.857142857,2.632653061
0.783673469,2.632653061
0.710204082,2.632653061
0.636734694,2.632653061
0.563265306,2.632653061
0.489795918,2.632653061
0.416326531,2.632653061
0.342857143,2.632653061
0.269387755,2.632653061
0.195918367,2.632653061
0.12244898,2.632653061
0.048979592,2.632653061
-0.024489796,2.632653061
-0.097959184,2.632653061
-0.171428571,2.632653061
-0.244897959,2.632653061
-0.318367347,2.632653061
-0.391836735,2.632653061
-0.465306122,2.632653061
-0.53877551,2.632653061
-0.612244898,2.632653061
-0.685714286,2.632653061
-0.759183673,2.632653061
-0.832653061,2.632653061
-0.906122449,2.632653061
-0.979591837,2.632653061
-1.053061224,2.632653061
-1.126530612,2.632653061
-1.2,2.632653061
2.4,2.714285714
2.326530612,2.714285714
2.253061224,2.714285714
2.179591837,2.714285714
2.106122449,2.714285714
2.032653061,2.714285714
1.959183673,2.714285714
1.885714286,2.714285714
1.812244898,2.714285714
1.73877551,2.714285714
1.665306122,2.714285714
1.591836735,2.714285714
1.518367347,2.714285714
1.444897959,2.714285714
1.371428571,2.714285714
1.297959184,2.714285714
1.224489796,2.714285714
1.151020408,2.714285714
1.07755102,2.714285714
1.004081633,2.714285714
0.930612245,2.714285714
0.857142857,2.714285714
0.783673469,2.714285714
0.710204082,2.714285714
0.636734694,2.714285714
0.563265306,2.714285714
0.489795918,2.714285714
0.416326531,2.714285714
0.342857143,2.714285714
0.269387755,2.714285714
0.195918367,2.714285714
0.12244898,2.714285714
0.048979592,2.714285714
-0.024489796,2.714285714
-0.097959184,2.714285714
-0.171428571,2.714285714
-0.244897959,2.714285714
-0.318367347,2.714285714
-0.391836735,2.714285714
-0.465306122,2.714285714
-0.53877551,2.714285714
-0.612244898,2.714285714
-0.685714286,2.714285714
-0.759183673,2.714285714
-0.832653061,2.714285714
-0.906122449,2.714285714
-0.979591837,2.714285714
-1.053061224,2.714285714
-1.126530612,2.714285714
-1.2,2.714285714
2.4,2.795918367
2.326530612,2.795918367
2.253061224,2.795918367
2.179591837,2.795918367
2.106122449,2.795918367
2.032653061,2.795918367
1.959183673,2.795918367
1.885714286,2.795918367
1.812244898,2.795918367
1.73877551,2.795918367
1.665306122,2.795918367
1.591836735,2.795918367
1.518367347,2.795918367
1.444897959,2.795918367
1.371428571,2.795918367
1.297959184,2.795918367
1.224489796,2.795918367
1.151020408,2.795918367
1.07755102,2.795918367
1.004081633,2.795918367
0.930612245,2.795918367
0.857142857,2.795918367
0.783673469,2.795918367
0.710204082,2.795918367
0.636734694,2.795918367
0.563265306,2.795918367
0.489795918,2.795918367
0.416326531,2.795918367
0.342857143,2.795918367
0.269387755,2.795918367
0.195918367,2.795918367
0.12244898,2.795918367
0.048979592,2.795918367
-0.024489796,2.795918367
-0.097959184,2.795918367
-0.171428571,2.795918367
-0.244897959,2.795918367
-0.318367347,2.795918367
-0.391836735,2.795918367
-0.465306122,2.795918367
-0.53877551,2.795918367
-0.612244898,2.795918367
-0.685714286,2.795918367
-0.759183673,2.795918367
-0.832653061,2.795918367
-0.906122449,2.795918367
-0.979591837,2.795918367
-1.053061224,2.795918367
-1.126530612,2.795918367
-1.2,2.795918367
2.4,2.87755102
2.326530612,2.87755102
2.253061224,2.87755102
2.179591837,2.87755102
2.106122449,2.87755102
