Aver_delta,L
2.032653061,2.87755102
1.959183673,2.87755102
1.885714286,2.87755102
1.812244898,2.87755102
1.73877551,2.87755102
1.665306122,2.87755102
1.591836735,2.87755102
1.518367347,2.87755102
1.444897959,2.87755102
1.371428571,2.87755102
1.297959184,2.87755102
1.224489796,2.87755102
1.151020408,2.87755102
1.07755102,2.87755102
1.004081633,2.87755102
0.930612245,2.87755102
0.857142857,2.87755102
0.783673469,2.87755102
0.710204082,2.87755102
0.636734694,2.87755102
0.563265306,2.87755102
0.489795918,2.87755102
0.416326531,2.87755102
0.342857143,2.87755102
0.269387755,2.87755102
0.195918367,2.87755102
0.12244898,2.87755102
0.048979592,2.87755102
-0.024489796,2.87755102
-0.097959184,2.87755102
-0.171428571,2.87755102
-0.244897959,2.87755102
-0.318367347,2.87755102
-0.391836735,2.87755102
-0.465306122,2.87755102
-0.53877551,2.87755102
-0.612244898,2.87755102
-0.685714286,2.87755102
-0.759183673,2.87755102
-0.832653061,2.87755102
-0.906122449,2.87755102
-0.979591837,2.87755102
-1.053061224,2.87755102
-1.126530612,2.87755102
-1.2,2.87755102
2.4,2.959183673
2.326530612,2.959183673
2.253061224,2.959183673
2.179591837,2.959183673
2.106122449,2.959183673
2.032653061,2.959183673
1.959183673,2.959183673
1.885714286,2.959183673
1.812244898,2.959183673
1.73877551,2.959183673
1.665306122,2.959183673
1.591836735,2.959183673
1.518367347,2.959183673
1.444897959,2.959183673
1.371428571,2.959183673
1.297959184,2.959183673
1.224489796,2.959183673
1.151020408,2.959183673
1.07755102,2.959183673
1.004081633,2.959183673
0.930612245,2.959183673
0.857142857,2.959183673
0.783673469,2.959183673
0.710204082,2.959183673
0.636734694,2.959183673
0.563265306,2.959183673
0.489795918,2.959183673
0.416326531,2.959183673
0.342857143,2.959183673
0.269387755,2.959183673
0.195918367,2.959183673
0.12244898,2.959183673
0.048979592,2.959183673
-0.024489796,2.959183673
-0.097959184,2.959183673
-0.171428571,2.959183673
-0.244897959,2.959183673
-0.318367347,2.959183673
-0.391836735,2.959183673
-0.465306122,2.959183673
-0.53877551,2.959183673
-0.612244898,2.959183673
-0.685714286,2.959183673
-0.759183673,2.959183673
-0.832653061,2.959183673
-0.906122449,2.959183673
-0.979591837,2.959183673
-1.053061224,2.959183673
-1.126530612,2.959183673
-1.2,2.959183673
2.4,3.040816327
2.326530612,3.040816327
2.253061224,3.040816327
2.179591837,3.040816327
2.106122449,3.040816327
2.032653061,3.040816327
1.959183673,3.040816327
1.885714286,3.040816327
1.812244898,3.040816327
1.73877551,3.040816327
1.665306122,3.040816327
1.591836735,3.040816327
1.518367347,3.040816327
1.444897959,3.040816327
1.371428571,3.040816327
1.297959184,3.040816327
1.224489796,3.040816327
1.151020408,3.040816327
1.07755102,3.040816327
1.004081633,3.040816327
0.930612245,3.040816327
0.857142857,3.040816327
0.783673469,3.040816327
0.710204082,3.040816327
0.636734694,3.040816327
0.563265306,3.040816327
0.489795918,3.040816327
0.416326531,3.040816327
0.342857143,3.040816327
0.269387755,3.040816327
0.195918367,3.040816327
0.12244898,3.040816327
0.048979592,3.040816327
-0.024489796,3.040816327
-0.097959184,3.040816327
-0.171428571,3.040816327
-0.244897959,3.040816327
-0.318367347,3.040816327
-0.391836735,3.040816327
-0.465306122,3.040816327
-0.53877551,3.040816327
-0.612244898,3.040816327
-0.685714286,3.040816327
-0.759183673,3.040816327
-0.832653061,3.040816327
-0.906122449,3.040816327
-0.979591837,3.040816327
-1.053061224,3.040816327
-1.126530612,3.040816327
-1.2,3.040816327
2.4,3.12244898
2.326530612,3.12244898
2.253061224,3.12244898
2.179591837,3.12244898
2.106122449,3.12244898
2.032653061,3.12244898
1.959183673,3.12244898
1.885714286,3.12244898
1.812244898,3.12244898
1.73877551,3.12244898
1.665306122,3.12244898
1.591836735,3.12244898
1.518367347,3.12244898
1.444897959,3.12244898
1.371428571,3.12244898
1.297959184,3.12244898
1.224489796,3.12244898
1.151020408,3.12244898
1.07755102,3.12244898
1.004081633,3.12244898
0.930612245,3.12244898
0.857142857,3.12244898
0.783673469,3.12244898
0.710204082,3.12244898
0.636734694,3.12244898
0.563265306,3.12244898
0.489795918,3.12244898
0.416326531,3.12244898
0.342857143,3.12244898
0.269387755,3.12244898
0.195918367,3.12244898
0.12244898,3.12244898
0.048979592,3.12244898
-0.024489796,3.12244898
-0.097959184,3.12244898
-0.171428571,3.12244898
-0.244897959,3.12244898
-0.318367347,3.12244898
-0.391836735,3.12244898
-0.465306122,3.12244898
-0.53877551,3.12244898
-0.612244898,3.12244898
-0.685714286,3.12244898
-0.759183673,3.12244898
-0.832653061,3.12244898
-0.906122449,3.12244898
-0.979591837,3.12244898
-1.053061224,3.12244898
-1.126530612,3.12244898
-1.2,3.12244898
2.4,3.204081633
2.326530612,3.204081633
2.253061224,3.204081633
2.179591837,3.204081633
2.106122449,3.204081633
2.032653061,3.204081633
1.959183673,3.204081633
1.885714286,3.204081633
1.812244898,3.204081633
1.73877551,3.204081633
1.665306122,3.204081633
1.591836735,3.204081633
1.518367347,3.204081633
1.444897959,3.204081633
1.371428571,3.204081633
1.297959184,3.204081633
1.224489796,3.204081633
1.151020408,3.204081633
1.07755102,3.204081633
1.004081633,3.204081633
0.930612245,3.204081633
0.857142857,3.204081633
0.783673469,3.204081633
0.710204082,3.204081633
0.636734694,3.204081633
0.563265306,3.204081633
0.489795918,3.204081633
0.416326531,3.204081633
0.342857143,3.204081633
0.269387755,3.204081633
0.195918367,3.204081633
0.12244898,3.204081633
0.048979592,3.204081633
-0.024489796,3.204081633
-0.097959184,3.204081633
-0.171428571,3.204081633
-0.244897959,3.204081633
-0.318367347,3.204081633
-0.391836735,3.204081633
-0.465306122,3.204081633
-0.53877551,3.204081633
-0.612244898,3.204081633
-0.685714286,3.204081633
-0.759183673,3.204081633
-0.832653061,3.204081633
-0.906122449,3.204081633
-0.979591837,3.204081633
-1.053061224,3.204081633
-1.126530612,3.204081633
-1.2,3.204081633
2.4,3.285714286
2.326530612,3.285714286
2.253061224,3.285714286
2.179591837,3.285714286
2.106122449,3.285714286
2.032653061,3.285714286
1.959183673,3.285714286
1.885714286,3.285714286
1.812244898,3.285714286
1.73877551,3.285714286
1.665306122,3.285714286
1.591836735,3.285714286
1.518367347,3.285714286
1.444897959,3.285714286
1.371428571,3.285714286
1.297959184,3.285714286
1.224489796,3.285714286
1.151020408,3.285714286
1.07755102,3.285714286
1.004081633,3.285714286
0.930612245,3.285714286
0.857142857,3.285714286
0.783673469,3.285714286
0.710204082,3.285714286
0.636734694,3.285714286
0.563265306,3.285714286
0.489795918,3.285714286
0.416326531,3.285714286
0.342857143,3.285714286
0.269387755,3.285714286
0.195918367,3.285714286
0.12244898,3.285714286
0.048979592,3.285714286
-0.024489796,3.285714286
-0.097959184,3.285714286
-0.171428571,3.285714286
-0.244897959,3.285714286
-0.318367347,3.285714286
-0.391836735,3.285714286
-0.465306122,3.285714286
-0.53877551,3.285714286
-0.612244898,3.285714286
-0.685714286,3.285714286
-0.759183673,3.285714286
-0.832653061,3.285714286
-0.906122449,3.285714286
-0.979591837,3.285714286
-1.053061224,3.285714286
-1.126530612,3.285714286
-1.2,3.285714286
2.4,3.367346939
2.326530612,3.367346939
2.253061224,3.367346939
2.179591837,3.367346939
2.106122449,3.367346939
2.032653061,3.367346939
1.959183673,3.367346939
1.885714286,3.367346939
1.812244898,3.367346939
1.73877551,3.367346939
1.665306122,3.367346939
1.591836735,3.367346939
1.518367347,3.367346939
1.444897959,3.367346939
1.371428571,3.367346939
1.297959184,3.367346939
1.224489796,3.367346939
1.151020408,3.367346939
1.07755102,3.367346939
1.004081633,3.367346939
0.930612245,3.367346939
0.857142857,3.367346939
0.783673469,3.367346939
0.710204082,3.367346939
0.636734694,3.367346939
0.563265306,3.367346939
0.489795918,3.367346939
0.416326531,3.367346939
0.342857143,3.367346939
0.269387755,3.367346939
0.195918367,3.367346939
0.12244898,3.367346939
0.048979592,3.367346939
-0.024489796,3.367346939
-0.097959184,3.367346939
-0.171428571,3.367346939
-0.244897959,3.367346939
-0.318367347,3.367346939
-0.391836735,3.367346939
-0.465306122,3.367346939
-0.53877551,3.367346939
-0.612244898,3.367346939
-0.685714286,3.367346939
-0.759183673,3.367346939
-0.832653061,3.367346939
-0.906122449,3.367346939
-0.979591837,3.367346939
-1.053061224,3.367346939
-1.126530612,3.367346939
-1.2,3.367346939
2.4,3.448979592
2.326530612,3.448979592
2.253061224,3.448979592
2.179591837,3.448979592
2.106122449,3.448979592
2.032653061,3.448979592
1.959183673,3.448979592
1.885714286,3.448979592
1.812244898,3.448979592
1.73877551,3.448979592
1.665306122,3.448979592
1.591836735,3.448979592
1.518367347,3.448979592
1.444897959,3.448979592
1.371428571,3.448979592
1.297959184,3.448979592
1.224489796,3.448979592
1.151020408,3.448979592
1.07755102,3.448979592
1.004081633,3.448979592
0.930612245,3.448979592
0.857142857,3.448979592
0.783673469,3.448979592
0.710204082,3.448979592
0.636734694,3.448979592
0.563265306,3.448979592
0.489795918,3.448979592
0.416326531,3.448979592
0.342857143,3.448979592
0.269387755,3.448979592
0.195918367,3.448979592
0.12244898,3.448979592
0.048979592,3.448979592
-0.024489796,3.448979592
-0.097959184,3.448979592
-0.171428571,3.448979592
-0.244897959,3.448979592
-0.318367347,3.448979592
-0.391836735,3.448979592
-0.465306122,3.448979592
-0.53877551,3.448979592
-0.612244898,3.448979592
-0.685714286,3.448979592
-0.759183673,3.448979592
-0.832653061,3.448979592
-0.906122449,3.448979592
-0.979591837,3.448979592
-1.053061224,3.448979592
-1.126530612,3.448979592
-1.2,3.448979592
2.4,3.530612245
2.326530612,3.530612245
2.253061224,3.530612245
2.179591837,3.530612245
2.106122449,3.530612245
2.032653061,3.530612245
1.959183673,3.530612245
1.885714286,3.530612245
1.812244898,3.530612245
1.73877551,3.530612245
1.665306122,3.530612245
1.591836735,3.530612245
1.518367347,3.530612245
1.444897959,3.530612245
1.371428571,3.530612245
1.297959184,3.530612245
1.224489796,3.530612245
1.151020408,3.530612245
1.07755102,3.530612245
1.004081633,3.530612245
0.930612245,3.530612245
0.857142857,3.530612245
0.783673469,3.530612245
0.710204082,3.530612245
0.636734694,3.530612245
0.563265306,3.530612245
0.489795918,3.530612245
0.416326531,3.530612245
0.342857143,3.530612245
0.269387755,3.530612245
0.195918367,3.530612245
0.12244898,3.530612245
0.048979592,3.530612245
-0.024489796,3.530612245
-0.097959184,3.530612245
-0.171428571,3.530612245
-0.244897959,3.530612245
-0.318367347,3.530612245
-0.391836735,3.530612245
-0.465306122,3.530612245
-0.53877551,3.530612245
-0.612244898,3.530612245
-0.685714286,3.530612245
-0.759183673,3.530612245
-0.832653061,3.530612245
-0.906122449,3.530612245
-0.979591837,3.530612245
-1.053061224,3.530612245
-1.126530612,3.530612245
-1.2,3.530612245
2.4,3.612244898
2.326530612,3.612244898
2.253061224,3.612244898
2.179591837,3.612244898
2.106122449,3.612244898
2.032653061,3.612244898
1.959183673,3.612244898
1.885714286,3.612244898
1.812244898,3.612244898
1.73877551,3.612244898
1.665306122,3.612244898
1.591836735,3.612244898
1.518367347,3.612244898
1.444897959,3.612244898
1.371428571,3.612244898
1.297959184,3.612244898
1.224489796,3.612244898
1.151020408,3.612244898
1.07755102,3.612244898
1.004081633,3.612244898
0.930612245,3.612244898
0.857142857,3.612244898
0.783673469,3.612244898
0.710204082,3.612244898
0.636734694,3.612244898
0.563265306,3.612244898
0.489795918,3.612244898
0.416326531,3.612244898
0.342857143,3.612244898
0.269387755,3.612244898
0.195918367,3.612244898
0.12244898,3.612244898
0.048979592,3.612244898
-0.024489796,3.612244898
-0.097959184,3.612244898
-0.171428571,3.612244898
-0.244897959,3.612244898
-0.318367347,3.612244898
-0.391836735,3.612244898
-0.465306122,3.612244898
-0.53877551,3.612244898
-0.612244898,3.612244898
-0.685714286,3.612244898
-0.759183673,3.612244898
-0.832653061,3.612244898
-0.906122449,3.612244898
-0.979591837,3.612244898
-1.053061224,3.612244898
-1.126530612,3.612244898
-1.2,3.612244898
2.4,3.693877551
2.326530612,3.693877551
2.253061224,3.693877551
2.179591837,3.693877551
2.106122449,3.693877551
2.032653061,3.693877551
1.959183673,3.693877551
1.885714286,3.693877551
1.812244898,3.693877551
1.73877551,3.693877551
1.665306122,3.693877551
1.591836735,3.693877551
1.518367347,3.693877551
1.444897959,3.693877551
1.371428571,3.693877551
1.297959184,3.693877551
1.224489796,3.693877551
1.151020408,3.693877551
1.07755102,3.693877551
1.004081633,3.693877551
0.930612245,3.693877551
0.857142857,3.693877551
0.783673469,3.693877551
0.710204082,3.693877551
0.636734694,3.693877551
0.563265306,3.693877551
0.489795918,3.693877551
0.416326531,3.693877551
0.342857143,3.693877551
0.269387755,3.693877551
0.195918367,3.693877551
0.12244898,3.693877551
0.048979592,3.693877551
-0.024489796,3.693877551
-0.097959184,3.693877551
-0.171428571,3.693877551
-0.244897959,3.693877551
-0.318367347,3.693877551
-0.391836735,3.693877551
-0.465306122,3.693877551
-0.53877551,3.693877551
-0.612244898,3.693877551
-0.685714286,3.693877551
-0.759183673,3.693877551
-0.832653061,3.693877551
-0.906122449,3.693877551
-0.979591837,3.693877551
-1.053061224,3.693877551
-1.126530612,3.693877551
-1.2,3.693877551
2.4,3.775510204
2.326530612,3.775510204
2.253061224,3.775510204
2.179591837,3.775510204
2.106122449,3.775510204
2.032653061,3.775510204
1.959183673,3.775510204
1.885714286,3.775510204
1.812244898,3.775510204
1.73877551,3.775510204
1.665306122,3.775510204
1.591836735,3.775510204
1.518367347,3.775510204
1.444897959,3.775510204
1.371428571,3.775510204
1.297959184,3.775510204
1.224489796,3.775510204
1.151020408,3.775510204
1.07755102,3.775510204
1.004081633,3.775510204
0.930612245,3.775510204
0.857142857,3.775510204
0.783673469,3.775510204
0.710204082,3.775510204
0.636734694,3.775510204
0.563265306,3.775510204
0.489795918,3.775510204
0.416326531,3.775510204
0.342857143,3.775510204
0.269387755,3.775510204
0.195918367,3.775510204
0.12244898,3.775510204
0.048979592,3.775510204
-0.024489796,3.775510204
-0.097959184,3.775510204
-0.171428571,3.775510204
-0.244897959,3.775510204
-0.318367347,3.775510204
-0.391836735,3.775510204
-0.465306122,3.775510204
-0.53877551,3.775510204
-0.612244898,3.775510204
-0.685714286,3.775510204
-0.759183673,3.775510204
-0.832653061,3.775510204
-0.906122449,3.775510204
-0.979591837,3.775510204
-1.053061224,3.775510204
-1.126530612,3.775510204
-1.2,3.775510204
2.4,3.857142857
2.326530612,3.857142857
2.253061224,3.857142857
2.179591837,3.857142857
2.106122449,3.857142857
2.032653061,3.857142857
1.959183673,3.857142857
1.885714286,3.857142857
1.812244898,3.857142857
1.73877551,3.857142857
1.665306122,3.857142857
1.591836735,3.857142857
1.518367347,3.857142857
1.444897959,3.857142857
1.371428571,3.857142857
1.297959184,3.857142857
1.224489796,3.857142857
1.151020408,3.857142857
1.07755102,3.857142857
1.004081633,3.857142857
0.930612245,3.857142857
0.857142857,3.857142857
0.783673469,3.857142857
0.710204082,3.857142857
0.636734694,3.857142857
0.563265306,3.857142857
0.489795918,3.857142857
0.416326531,3.857142857
0.342857143,3.857142857
0.269387755,3.857142857
0.195918367,3.857142857
0.12244898,3.857142857
0.048979592,3.857142857
-0.024489796,3.857142857
-0.097959184,3.857142857
-0.171428571,3.857142857
-0.244897959,3.857142857
-0.318367347,3.857142857
-0.391836735,3.857142857
-0.465306122,3.857142857
-0.53877551,3.857142857
-0.612244898,3.857142857
-0.685714286,3.857142857
-0.759183673,3.857142857
-0.832653061,3.857142857
-0.906122449,3.857142857
-0.979591837,3.857142857
-1.053061224,3.857142857
-1.126530612,3.857142857
-1.2,3.857142857
2.4,3.93877551
2.326530612,3.93877551
2.253061224,3.93877551
2.179591837,3.93877551
2.106122449,3.93877551
2.032653061,3.93877551
1.959183673,3.93877551
1.885714286,3.93877551
1.812244898,3.93877551
1.73877551,3.93877551
1.665306122,3.93877551
1.591836735,3.93877551
1.518367347,3.93877551
1.444897959,3.93877551
1.371428571,3.93877551
1.297959184,3.93877551
1.224489796,3.93877551
1.151020408,3.93877551
1.07755102,3.93877551
1.004081633,3.93877551
0.930612245,3.93877551
0.857142857,3.93877551
0.783673469,3.93877551
0.710204082,3.93877551
0.636734694,3.93877551
0.563265306,3.93877551
0.489795918,3.93877551
0.416326531,3.93877551
0.342857143,3.93877551
0.269387755,3.93877551
0.195918367,3.93877551
0.12244898,3.93877551
0.048979592,3.93877551
-0.024489796,3.93877551
-0.097959184,3.93877551
-0.171428571,3.93877551
-0.244897959,3.93877551
-0.318367347,3.93877551
-0.391836735,3.93877551
-0.465306122,3.93877551
-0.53877551,3.93877551
-0.612244898,3.93877551
-0.685714286,3.93877551
-0.759183673,3.93877551
-0.832653061,3.93877551
-0.906122449,3.93877551
-0.979591837,3.93877551
-1.053061224,3.93877551
-1.126530612,3.93877551
-1.2,3.93877551
2.4,4.020408163
2.326530612,4.020408163
2.253061224,4.020408163
2.179591837,4.020408163
2.106122449,4.020408163
2.032653061,4.020408163
1.959183673,4.020408163
1.885714286,4.020408163
1.812244898,4.020408163
1.73877551,4.020408163
1.665306122,4.020408163
1.591836735,4.020408163
1.518367347,4.020408163
1.444897959,4.020408163
1.371428571,4.020408163
1.297959184,4.020408163
1.224489796,4.020408163
1.151020408,4.020408163
1.07755102,4.020408163
1.004081633,4.020408163
0.930612245,4.020408163
0.857142857,4.020408163
0.783673469,4.020408163
0.710204082,4.020408163
0.636734694,4.020408163
0.563265306,4.020408163
0.489795918,4.020408163
0.416326531,4.020408163
0.342857143,4.020408163
0.269387755,4.020408163
0.195918367,4.020408163
0.12244898,4.020408163
0.048979592,4.020408163
-0.024489796,4.020408163
-0.097959184,4.020408163
-0.171428571,4.020408163
-0.244897959,4.020408163
-0.318367347,4.020408163
-0.391836735,4.020408163
-0.465306122,4.020408163
-0.53877551,4.020408163
-0.612244898,4.020408163
-0.685714286,4.020408163
-0.759183673,4.020408163
-0.832653061,4.020408163
-0.906122449,4.020408163
-0.979591837,4.020408163
-1.053061224,4.020408163
-1.126530612,4.020408163
-1.2,4.020408163
2.4,4.102040816
2.326530612,4.102040816
2.253061224,4.102040816
2.179591837,4.102040816
2.106122449,4.102040816
2.032653061,4.102040816
1.959183673,4.102040816
1.885714286,4.102040816
1.812244898,4.102040816
1.73877551,4.102040816
1.665306122,4.102040816
1.591836735,4.102040816
1.518367347,4.102040816
1.444897959,4.102040816
1.371428571,4.102040816
1.297959184,4.102040816
1.224489796,4.102040816
1.151020408,4.102040816
1.07755102,4.102040816
1.004081633,4.102040816
0.930612245,4.102040816
0.857142857,4.102040816
0.783673469,4.102040816
0.710204082,4.102040816
0.636734694,4.102040816
0.563265306,4.102040816
0.489795918,4.102040816
0.416326531,4.102040816
0.342857143,4.102040816
0.269387755,4.102040816
0.195918367,4.102040816
0.12244898,4.102040816
0.048979592,4.102040816
-0.024489796,4.102040816
-0.097959184,4.102040816
-0.171428571,4.102040816
-0.244897959,4.102040816
-0.318367347,4.102040816
-0.391836735,4.102040816
-0.465306122,4.102040816
-0.53877551,4.102040816
-0.612244898,4.102040816
-0.685714286,4.102040816
-0.759183673,4.102040816
-0.832653061,4.102040816
-0.906122449,4.102040816
-0.979591837,4.102040816
-1.053061224,4.102040816
-1.126530612,4.102040816
-1.2,4.102040816
2.4,4.183673469
2.326530612,4.183673469
2.253061224,4.183673469
2.179591837,4.183673469
2.106122449,4.183673469
2.032653061,4.183673469
1.959183673,4.183673469
1.885714286,4.183673469
1.812244898,4.183673469
1.73877551,4.183673469
1.665306122,4.183673469
1.591836735,4.183673469
1.518367347,4.183673469
1.444897959,4.183673469
1.371428571,4.183673469
1.297959184,4.183673469
1.224489796,4.183673469
1.151020408,4.183673469
1.07755102,4.183673469
1.004081633,4.183673469
0.930612245,4.183673469
0.857142857,4.183673469
0.783673469,4.183673469
0.710204082,4.183673469
0.636734694,4.183673469
0.563265306,4.183673469
0.489795918,4.183673469
0.416326531,4.183673469
0.342857143,4.183673469
0.269387755,4.183673469
0.195918367,4.183673469
0.12244898,4.183673469
0.048979592,4.183673469
-0.024489796,4.183673469
-0.097959184,4.183673469
-0.171428571,4.183673469
-0.244897959,4.183673469
-0.318367347,4.183673469
-0.391836735,4.183673469
-0.465306122,4.183673469
-0.53877551,4.183673469
-0.612244898,4.183673469
-0.685714286,4.183673469
-0.759183673,4.183673469
-0.832653061,4.183673469
-0.906122449,4.183673469
-0.979591837,4.183673469
-1.053061224,4.183673469
-1.126530612,4.183673469
-1.2,4.183673469
2.4,4.265306122
2.326530612,4.265306122
2.253061224,4.265306122
2.179591837,4.265306122
2.106122449,4.265306122
2.032653061,4.265306122
1.959183673,4.265306122
1.885714286,4.265306122
1.812244898,4.265306122
1.73877551,4.265306122
1.665306122,4.265306122
1.591836735,4.265306122
1.518367347,4.265306122
1.444897959,4.265306122
1.371428571,4.265306122
1.297959184,4.265306122
1.224489796,4.265306122
1.151020408,4.265306122
1.07755102,4.265306122
1.004081633,4.265306122
0.930612245,4.265306122
0.857142857,4.265306122
0.783673469,4.265306122
0.710204082,4.265306122
0.636734694,4.265306122
0.563265306,4.265306122
0.489795918,4.265306122
0.416326531,4.265306122
0.342857143,4.265306122
0.269387755,4.265306122
0.195918367,4.265306122
0.12244898,4.265306122
0.048979592,4.265306122
-0.024489796,4.265306122
-0.097959184,4.265306122
-0.171428571,4.265306122
-0.244897959,4.265306122
-0.318367347,4.265306122
-0.391836735,4.265306122
-0.465306122,4.265306122
-0.53877551,4.265306122
-0.612244898,4.265306122
-0.685714286,4.265306122
-0.759183673,4.265306122
-0.832653061,4.265306122
-0.906122449,4.265306122
-0.979591837,4.265306122
-1.053061224,4.265306122
-1.126530612,4.265306122
-1.2,4.265306122
2.4,4.346938776
2.326530612,4.346938776
2.253061224,4.346938776
2.179591837,4.346938776
2.106122449,4.346938776
2.032653061,4.346938776
1.959183673,4.346938776
1.885714286,4.346938776
1.812244898,4.346938776
1.73877551,4.346938776
1.665306122,4.346938776
1.591836735,4.346938776
1.518367347,4.346938776
1.444897959,4.346938776
1.371428571,4.346938776
1.297959184,4.346938776
1.224489796,4.346938776
1.151020408,4.346938776
1.07755102,4.346938776
1.004081633,4.346938776
0.930612245,4.346938776
0.857142857,4.346938776
0.783673469,4.346938776
0.710204082,4.346938776
0.636734694,4.346938776
0.563265306,4.346938776
0.489795918,4.346938776
0.416326531,4.346938776
0.342857143,4.346938776
0.269387755,4.346938776
0.195918367,4.346938776
0.12244898,4.346938776
0.048979592,4.346938776
-0.024489796,4.346938776
-0.097959184,4.346938776
-0.171428571,4.346938776
-0.244897959,4.346938776
-0.318367347,4.346938776
-0.391836735,4.346938776
-0.465306122,4.346938776
-0.53877551,4.346938776
-0.612244898,4.346938776
-0.685714286,4.346938776
-0.759183673,4.346938776
-0.832653061,4.346938776
-0.906122449,4.346938776
-0.979591837,4.346938776
-1.053061224,4.346938776
-1.126530612,4.346938776
-1.2,4.346938776
2.4,4.428571429
2.326530612,4.428571429
2.253061224,4.428571429
2.179591837,4.428571429
2.106122449,4.428571429
2.032653061,4.428571429
1.959183673,4.428571429
1.885714286,4.428571429
1.812244898,4.428571429
1.73877551,4.428571429
1.665306122,4.428571429
1.591836735,4.428571429
1.518367347,4.428571429
1.444897959,4.428571429
1.371428571,4.428571429
1.297959184,4.428571429
1.224489796,4.428571429
1.151020408,4.428571429
1.07755102,4.428571429
1.004081633,4.428571429
0.930612245,4.428571429
0.857142857,4.428571429
0.783673469,4.428571429
0.710204082,4.428571429
0.636734694,4.428571429
0.563265306,4.428571429
0.489795918,4.428571429
0.416326531,4.428571429
0.342857143,4.428571429
0.269387755,4.428571429
0.195918367,4.428571429
0.12244898,4.428571429
0.048979592,4.428571429
-0.024489796,4.428571429
-0.097959184,4.428571429
-0.171428571,4.428571429
-0.244897959,4.428571429
-0.318367347,4.428571429
-0.391836735,4.428571429
-0.465306122,4.428571429
-0.53877551,4.428571429
-0.612244898,4.428571429
-0.685714286,4.428571429
-0.759183673,4.428571429
-0.832653061,4.428571429
-0.906122449,4.428571429
-0.979591837,4.428571429
-1.053061224,4.428571429
-1.126530612,4.428571429
-1.2,4.428571429
2.4,4.510204082
2.326530612,4.510204082
2.253061224,4.510204082
2.179591837,4.510204082
2.106122449,4.510204082
2.032653061,4.510204082
1.959183673,4.510204082
1.885714286,4.510204082
1.812244898,4.510204082
1.73877551,4.510204082
1.665306122,4.510204082
1.591836735,4.510204082
1.518367347,4.510204082
1.444897959,4.510204082
1.371428571,4.510204082
1.297959184,4.510204082
1.224489796,4.510204082
1.151020408,4.510204082
1.07755102,4.510204082
1.004081633,4.510204082
0.930612245,4.510204082
0.857142857,4.510204082
0.783673469,4.510204082
0.710204082,4.510204082
0.636734694,4.510204082
0.563265306,4.510204082
0.489795918,4.510204082
0.416326531,4.510204082
0.342857143,4.510204082
0.269387755,4.510204082
0.195918367,4.510204082
0.12244898,4.510204082
0.048979592,4.510204082
-0.024489796,4.510204082
-0.097959184,4.510204082
-0.171428571,4.510204082
-0.244897959,4.510204082
-0.318367347,4.510204082
-0.391836735,4.510204082
-0.465306122,4.510204082
-0.53877551,4.510204082
-0.612244898,4.510204082
-0.685714286,4.510204082
-0.759183673,4.510204082
-0.832653061,4.510204082
-0.906122449,4.510204082
-0.979591837,4.510204082
-1.053061224,4.510204082
-1.126530612,4.510204082
-1.2,4.510204082
2.4,4.591836735
2.326530612,4.591836735
2.253061224,4.591836735
2.179591837,4.591836735
2.106122449,4.591836735
2.032653061,4.591836735
1.959183673,4.591836735
1.885714286,4.591836735
1.812244898,4.591836735
1.73877551,4.591836735
1.665306122,4.591836735
1.591836735,4.591836735
1.518367347,4.591836735
1.444897959,4.591836735
1.371428571,4.591836735
1.297959184,4.591836735
1.224489796,4.591836735
1.151020408,4.591836735
1.07755102,4.591836735
1.004081633,4.591836735
0.930612245,4.591836735
0.857142857,4.591836735
0.783673469,4.591836735
0.710204082,4.591836735
0.636734694,4.591836735
0.563265306,4.591836735
0.489795918,4.591836735
0.416326531,4.591836735
0.342857143,4.591836735
0.269387755,4.591836735
0.195918367,4.591836735
0.12244898,4.591836735
0.048979592,4.591836735
-0.024489796,4.591836735
-0.097959184,4.591836735
-0.171428571,4.591836735
-0.244897959,4.591836735
-0.318367347,4.591836735
-0.391836735,4.591836735
-0.465306122,4.591836735
-0.53877551,4.591836735
-0.612244898,4.591836735
-0.685714286,4.591836735
-0.759183673,4.591836735
-0.832653061,4.591836735
-0.906122449,4.591836735
-0.979591837,4.591836735
-1.053061224,4.591836735
-1.126530612,4.591836735
-1.2,4.591836735
2.4,4.673469388
2.326530612,4.673469388
2.253061224,4.673469388
2.179591837,4.673469388
2.106122449,4.673469388
2.032653061,4.673469388
1.959183673,4.673469388
1.885714286,4.673469388
1.812244898,4.673469388
1.73877551,4.673469388
1.665306122,4.673469388
1.591836735,4.673469388
1.518367347,4.673469388
1.444897959,4.673469388
1.371428571,4.673469388
1.297959184,4.673469388
1.224489796,4.673469388
1.151020408,4.673469388
1.07755102,4.673469388
1.004081633,4.673469388
0.930612245,4.673469388
0.857142857,4.673469388
0.783673469,4.673469388
0.710204082,4.673469388
0.636734694,4.673469388
0.563265306,4.673469388
0.489795918,4.673469388
0.416326531,4.673469388
0.342857143,4.673469388
0.269387755,4.673469388
0.195918367,4.673469388
0.12244898,4.673469388
0.048979592,4.673469388
-0.024489796,4.673469388
-0.097959184,4.673469388
-0.171428571,4.673469388
-0.244897959,4.673469388
-0.318367347,4.673469388
-0.391836735,4.673469388
-0.465306122,4.673469388
-0.53877551,4.673469388
-0.612244898,4.673469388
-0.685714286,4.673469388
-0.759183673,4.673469388
-0.832653061,4.673469388
-0.906122449,4.673469388
