Aver_delta,R
-0.391836735,265.9183673
-0.465306122,265.9183673
-0.53877551,265.9183673
-0.612244898,265.9183673
-0.685714286,265.9183673
-0.759183673,265.9183673
-0.832653061,265.9183673
-0.906122449,265.9183673
-0.979591837,265.9183673
-1.053061224,265.9183673
-1.126530612,265.9183673
-1.2,265.9183673
2.4,308.5714286
2.326530612,308.5714286
2.253061224,308.5714286
2.179591837,308.5714286
2.106122449,308.5714286
2.032653061,308.5714286
1.959183673,308.5714286
1.885714286,308.5714286
1.812244898,308.5714286
1.73877551,308.5714286
1.665306122,308.5714286
1.591836735,308.5714286
1.518367347,308.5714286
1.444897959,308.5714286
1.371428571,308.5714286
1.297959184,308.5714286
1.224489796,308.5714286
1.151020408,308.5714286
1.07755102,308.5714286
1.004081633,308.5714286
0.930612245,308.5714286
0.857142857,308.5714286
0.783673469,308.5714286
0.710204082,308.5714286
0.636734694,308.5714286
0.563265306,308.5714286
0.489795918,308.5714286
0.416326531,308.5714286
0.342857143,308.5714286
0.269387755,308.5714286
0.195918367,308.5714286
0.12244898,308.5714286
0.048979592,308.5714286
-0.024489796,308.5714286
-0.097959184,308.5714286
-0.171428571,308.5714286
-0.244897959,308.5714286
-0.318367347,308.5714286
-0.391836735,308.5714286
-0.465306122,308.5714286
-0.53877551,308.5714286
-0.612244898,308.5714286
-0.685714286,308.5714286
-0.759183673,308.5714286
-0.832653061,308.5714286
-0.906122449,308.5714286
-0.979591837,308.5714286
-1.053061224,308.5714286
-1.126530612,308.5714286
-1.2,308.5714286
2.4,351.2244898
2.326530612,351.2244898
2.253061224,351.2244898
2.179591837,351.2244898
2.106122449,351.2244898
2.032653061,351.2244898
1.959183673,351.2244898
1.885714286,351.2244898
1.812244898,351.2244898
1.73877551,351.2244898
1.665306122,351.2244898
1.591836735,351.2244898
1.518367347,351.2244898
1.444897959,351.2244898
1.371428571,351.2244898
1.297959184,351.2244898
1.224489796,351.2244898
1.151020408,351.2244898
1.07755102,351.2244898
1.004081633,351.2244898
0.930612245,351.2244898
0.857142857,351.2244898
0.783673469,351.2244898
0.710204082,351.2244898
0.636734694,351.2244898
0.563265306,351.2244898
0.489795918,351.2244898
0.416326531,351.2244898
0.342857143,351.2244898
0.269387755,351.2244898
0.195918367,351.2244898
0.12244898,351.2244898
0.048979592,351.2244898
-0.024489796,351.2244898
-0.097959184,351.2244898
-0.171428571,351.2244898
-0.244897959,351.2244898
-0.318367347,351.2244898
-0.391836735,351.2244898
-0.465306122,351.2244898
-0.53877551,351.2244898
-0.612244898,351.2244898
-0.685714286,351.2244898
-0.759183673,351.2244898
-0.832653061,351.2244898
-0.906122449,351.2244898
-0.979591837,351.2244898
-1.053061224,351.2244898
-1.126530612,351.2244898
-1.2,351.2244898
2.4,393.877551
2.326530612,393.877551
2.253061224,393.877551
2.179591837,393.877551
2.106122449,393.877551
2.032653061,393.877551
1.959183673,393.877551
1.885714286,393.877551
1.812244898,393.877551
1.73877551,393.877551
1.665306122,393.877551
1.591836735,393.877551
1.518367347,393.877551
1.444897959,393.877551
1.371428571,393.877551
1.297959184,393.877551
1.224489796,393.877551
1.151020408,393.877551
1.07755102,393.877551
1.004081633,393.877551
0.930612245,393.877551
0.857142857,393.877551
0.783673469,393.877551
0.710204082,393.877551
0.636734694,393.877551
0.563265306,393.877551
0.489795918,393.877551
0.416326531,393.877551
0.342857143,393.877551
0.269387755,393.877551
0.195918367,393.877551
0.12244898,393.877551
0.048979592,393.877551
-0.024489796,393.877551
-0.097959184,393.877551
-0.171428571,393.877551
-0.244897959,393.877551
-0.318367347,393.877551
-0.391836735,393.877551
-0.465306122,393.877551
-0.53877551,393.877551
-0.612244898,393.877551
-0.685714286,393.877551
-0.759183673,393.877551
-0.832653061,393.877551
-0.906122449,393.877551
-0.979591837,393.877551
-1.053061224,393.877551
-1.126530612,393.877551
-1.2,393.877551
2.4,436.5306122
2.326530612,436.5306122
2.253061224,436.5306122
2.179591837,436.5306122
2.106122449,436.5306122
2.032653061,436.5306122
1.959183673,436.5306122
1.885714286,436.5306122
1.812244898,436.5306122
1.73877551,436.5306122
1.665306122,436.5306122
1.591836735,436.5306122
1.518367347,436.5306122
1.444897959,436.5306122
1.371428571,436.5306122
1.297959184,436.5306122
1.224489796,436.5306122
1.151020408,436.5306122
1.07755102,436.5306122
1.004081633,436.5306122
0.930612245,436.5306122
0.857142857,436.5306122
0.783673469,436.5306122
0.710204082,436.5306122
0.636734694,436.5306122
0.563265306,436.5306122
0.489795918,436.5306122
0.416326531,436.5306122
0.342857143,436.5306122
0.269387755,436.5306122
0.195918367,436.5306122
0.12244898,436.5306122
0.048979592,436.5306122
-0.024489796,436.5306122
-0.097959184,436.5306122
-0.171428571,436.5306122
-0.244897959,436.5306122
-0.318367347,436.5306122
-0.391836735,436.5306122
-0.465306122,436.5306122
-0.53877551,436.5306122
-0.612244898,436.5306122
-0.685714286,436.5306122
-0.759183673,436.5306122
-0.832653061,436.5306122
-0.906122449,436.5306122
-0.979591837,436.5306122
-1.053061224,436.5306122
-1.126530612,436.5306122
-1.2,436.5306122
2.4,479.1836735
2.326530612,479.1836735
2.253061224,479.1836735
2.179591837,479.1836735
2.106122449,479.1836735
2.032653061,479.1836735
1.959183673,479.1836735
1.885714286,479.1836735
1.812244898,479.1836735
1.73877551,479.1836735
1.665306122,479.1836735
1.591836735,479.1836735
1.518367347,479.1836735
1.444897959,479.1836735
1.371428571,479.1836735
1.297959184,479.1836735
1.224489796,479.1836735
1.151020408,479.1836735
1.07755102,479.1836735
1.004081633,479.1836735
0.930612245,479.1836735
0.857142857,479.1836735
0.783673469,479.1836735
0.710204082,479.1836735
0.636734694,479.1836735
0.563265306,479.1836735
0.489795918,479.1836735
0.416326531,479.1836735
0.342857143,479.1836735
0.269387755,479.1836735
0.195918367,479.1836735
0.12244898,479.1836735
0.048979592,479.1836735
-0.024489796,479.1836735
-0.097959184,479.1836735
-0.171428571,479.1836735
-0.244897959,479.1836735
-0.318367347,479.1836735
-0.391836735,479.1836735
-0.465306122,479.1836735
-0.53877551,479.1836735
-0.612244898,479.1836735
-0.685714286,479.1836735
-0.759183673,479.1836735
-0.832653061,479.1836735
-0.906122449,479.1836735
-0.979591837,479.1836735
-1.053061224,479.1836735
-1.126530612,479.1836735
-1.2,479.1836735
2.4,521.8367347
2.326530612,521.8367347
2.253061224,521.8367347
2.179591837,521.8367347
2.106122449,521.8367347
2.032653061,521.8367347
1.959183673,521.8367347
1.885714286,521.8367347
1.812244898,521.8367347
1.73877551,521.8367347
1.665306122,521.8367347
1.591836735,521.8367347
1.518367347,521.8367347
1.444897959,521.8367347
1.371428571,521.8367347
1.297959184,521.8367347
1.224489796,521.8367347
1.151020408,521.8367347
1.07755102,521.8367347
1.004081633,521.8367347
0.930612245,521.8367347
0.857142857,521.8367347
0.783673469,521.8367347
0.710204082,521.8367347
0.636734694,521.8367347
0.563265306,521.8367347
0.489795918,521.8367347
0.416326531,521.8367347
0.342857143,521.8367347
0.269387755,521.8367347
0.195918367,521.8367347
0.12244898,521.8367347
0.048979592,521.8367347
-0.024489796,521.8367347
-0.097959184,521.8367347
-0.171428571,521.8367347
-0.244897959,521.8367347
-0.318367347,521.8367347
-0.391836735,521.8367347
-0.465306122,521.8367347
-0.53877551,521.8367347
-0.612244898,521.8367347
-0.685714286,521.8367347
-0.759183673,521.8367347
-0.832653061,521.8367347
-0.906122449,521.8367347
-0.979591837,521.8367347
-1.053061224,521.8367347
-1.126530612,521.8367347
-1.2,521.8367347
2.4,564.4897959
2.326530612,564.4897959
2.253061224,564.4897959
2.179591837,564.4897959
2.106122449,564.4897959
2.032653061,564.4897959
1.959183673,564.4897959
1.885714286,564.4897959
1.812244898,564.4897959
1.73877551,564.4897959
1.665306122,564.4897959
1.591836735,564.4897959
1.518367347,564.4897959
1.444897959,564.4897959
1.371428571,564.4897959
1.297959184,564.4897959
1.224489796,564.4897959
1.151020408,564.4897959
1.07755102,564.4897959
1.004081633,564.4897959
0.930612245,564.4897959
0.857142857,564.4897959
0.783673469,564.4897959
0.710204082,564.4897959
0.636734694,564.4897959
0.563265306,564.4897959
0.489795918,564.4897959
0.416326531,564.4897959
0.342857143,564.4897959
0.269387755,564.4897959
0.195918367,564.4897959
0.12244898,564.4897959
0.048979592,564.4897959
-0.024489796,564.4897959
-0.097959184,564.4897959
-0.171428571,564.4897959
-0.244897959,564.4897959
-0.318367347,564.4897959
-0.391836735,564.4897959
-0.465306122,564.4897959
-0.53877551,564.4897959
-0.612244898,564.4897959
-0.685714286,564.4897959
-0.759183673,564.4897959
-0.832653061,564.4897959
-0.906122449,564.4897959
-0.979591837,564.4897959
-1.053061224,564.4897959
-1.126530612,564.4897959
-1.2,564.4897959
2.4,607.1428571
2.326530612,607.1428571
2.253061224,607.1428571
2.179591837,607.1428571
2.106122449,607.1428571
2.032653061,607.1428571
1.959183673,607.1428571
1.885714286,607.1428571
1.812244898,607.1428571
1.73877551,607.1428571
1.665306122,607.1428571
1.591836735,607.1428571
1.518367347,607.1428571
1.444897959,607.1428571
1.371428571,607.1428571
1.297959184,607.1428571
1.224489796,607.1428571
1.151020408,607.1428571
1.07755102,607.1428571
1.004081633,607.1428571
0.930612245,607.1428571
0.857142857,607.1428571
0.783673469,607.1428571
0.710204082,607.1428571
0.636734694,607.1428571
0.563265306,607.1428571
0.489795918,607.1428571
0.416326531,607.1428571
0.342857143,607.1428571
0.269387755,607.1428571
0.195918367,607.1428571
0.12244898,607.1428571
0.048979592,607.1428571
-0.024489796,607.1428571
-0.097959184,607.1428571
-0.171428571,607.1428571
-0.244897959,607.1428571
-0.318367347,607.1428571
-0.391836735,607.1428571
-0.465306122,607.1428571
-0.53877551,607.1428571
-0.612244898,607.1428571
-0.685714286,607.1428571
-0.759183673,607.1428571
-0.832653061,607.1428571
-0.906122449,607.1428571
-0.979591837,607.1428571
-1.053061224,607.1428571
-1.126530612,607.1428571
-1.2,607.1428571
2.4,649.7959184
2.326530612,649.7959184
2.253061224,649.7959184
2.179591837,649.7959184
2.106122449,649.7959184
2.032653061,649.7959184
1.959183673,649.7959184
1.885714286,649.7959184
1.812244898,649.7959184
1.73877551,649.7959184
1.665306122,649.7959184
1.591836735,649.7959184
1.518367347,649.7959184
1.444897959,649.7959184
1.371428571,649.7959184
1.297959184,649.7959184
1.224489796,649.7959184
1.151020408,649.7959184
1.07755102,649.7959184
1.004081633,649.7959184
0.930612245,649.7959184
0.857142857,649.7959184
0.783673469,649.7959184
0.710204082,649.7959184
0.636734694,649.7959184
0.563265306,649.7959184
0.489795918,649.7959184
0.416326531,649.7959184
0.342857143,649.7959184
0.269387755,649.7959184
0.195918367,649.7959184
0.12244898,649.7959184
0.048979592,649.7959184
-0.024489796,649.7959184
-0.097959184,649.7959184
-0.171428571,649.7959184
-0.244897959,649.7959184
-0.318367347,649.7959184
-0.391836735,649.7959184
-0.465306122,649.7959184
-0.53877551,649.7959184
-0.612244898,649.7959184
-0.685714286,649.7959184
-0.759183673,649.7959184
-0.832653061,649.7959184
-0.906122449,649.7959184
-0.979591837,649.7959184
-1.053061224,649.7959184
-1.126530612,649.7959184
-1.2,649.7959184
2.4,692.4489796
2.326530612,692.4489796
2.253061224,692.4489796
2.179591837,692.4489796
2.106122449,692.4489796
2.032653061,692.4489796
1.959183673,692.4489796
1.885714286,692.4489796
1.812244898,692.4489796
1.73877551,692.4489796
1.665306122,692.4489796
1.591836735,692.4489796
1.518367347,692.4489796
1.444897959,692.4489796
1.371428571,692.4489796
1.297959184,692.4489796
1.224489796,692.4489796
1.151020408,692.4489796
1.07755102,692.4489796
1.004081633,692.4489796
0.930612245,692.4489796
0.857142857,692.4489796
0.783673469,692.4489796
0.710204082,692.4489796
0.636734694,692.4489796
0.563265306,692.4489796
0.489795918,692.4489796
0.416326531,692.4489796
0.342857143,692.4489796
0.269387755,692.4489796
0.195918367,692.4489796
0.12244898,692.4489796
0.048979592,692.4489796
-0.024489796,692.4489796
-0.097959184,692.4489796
-0.171428571,692.4489796
-0.244897959,692.4489796
-0.318367347,692.4489796
-0.391836735,692.4489796
-0.465306122,692.4489796
-0.53877551,692.4489796
-0.612244898,692.4489796
-0.685714286,692.4489796
-0.759183673,692.4489796
-0.832653061,692.4489796
-0.906122449,692.4489796
-0.979591837,692.4489796
-1.053061224,692.4489796
-1.126530612,692.4489796
-1.2,692.4489796
2.4,735.1020408
2.326530612,735.1020408
2.253061224,735.1020408
2.179591837,735.1020408
2.106122449,735.1020408
2.032653061,735.1020408
1.959183673,735.1020408
1.885714286,735.1020408
1.812244898,735.1020408
1.73877551,735.1020408
1.665306122,735.1020408
1.591836735,735.1020408
1.518367347,735.1020408
1.444897959,735.1020408
1.371428571,735.1020408
1.297959184,735.1020408
1.224489796,735.1020408
1.151020408,735.1020408
1.07755102,735.1020408
1.004081633,735.1020408
0.930612245,735.1020408
0.857142857,735.1020408
0.783673469,735.1020408
0.710204082,735.1020408
0.636734694,735.1020408
0.563265306,735.1020408
0.489795918,735.1020408
0.416326531,735.1020408
0.342857143,735.1020408
0.269387755,735.1020408
0.195918367,735.1020408
0.12244898,735.1020408
0.048979592,735.1020408
-0.024489796,735.1020408
-0.097959184,735.1020408
-0.171428571,735.1020408
-0.244897959,735.1020408
-0.318367347,735.1020408
-0.391836735,735.1020408
-0.465306122,735.1020408
-0.53877551,735.1020408
-0.612244898,735.1020408
-0.685714286,735.1020408
-0.759183673,735.1020408
-0.832653061,735.1020408
-0.906122449,735.1020408
-0.979591837,735.1020408
-1.053061224,735.1020408
-1.126530612,735.1020408
-1.2,735.1020408
2.4,777.755102
2.326530612,777.755102
2.253061224,777.755102
2.179591837,777.755102
2.106122449,777.755102
2.032653061,777.755102
1.959183673,777.755102
1.885714286,777.755102
1.812244898,777.755102
1.73877551,777.755102
1.665306122,777.755102
1.591836735,777.755102
1.518367347,777.755102
1.444897959,777.755102
1.371428571,777.755102
1.297959184,777.755102
1.224489796,777.755102
1.151020408,777.755102
1.07755102,777.755102
1.004081633,777.755102
0.930612245,777.755102
0.857142857,777.755102
0.783673469,777.755102
0.710204082,777.755102
0.636734694,777.755102
0.563265306,777.755102
0.489795918,777.755102
0.416326531,777.755102
0.342857143,777.755102
0.269387755,777.755102
0.195918367,777.755102
0.12244898,777.755102
0.048979592,777.755102
-0.024489796,777.755102
-0.097959184,777.755102
-0.171428571,777.755102
-0.244897959,777.755102
-0.318367347,777.755102
-0.391836735,777.755102
-0.465306122,777.755102
-0.53877551,777.755102
-0.612244898,777.755102
-0.685714286,777.755102
-0.759183673,777.755102
-0.832653061,777.755102
-0.906122449,777.755102
-0.979591837,777.755102
-1.053061224,777.755102
-1.126530612,777.755102
-1.2,777.755102
2.4,820.4081633
2.326530612,820.4081633
2.253061224,820.4081633
2.179591837,820.4081633
2.106122449,820.4081633
2.032653061,820.4081633
1.959183673,820.4081633
1.885714286,820.4081633
1.812244898,820.4081633
1.73877551,820.4081633
1.665306122,820.4081633
1.591836735,820.4081633
1.518367347,820.4081633
1.444897959,820.4081633
1.371428571,820.4081633
1.297959184,820.4081633
1.224489796,820.4081633
1.151020408,820.4081633
1.07755102,820.4081633
1.004081633,820.4081633
0.930612245,820.4081633
0.857142857,820.4081633
0.783673469,820.4081633
0.710204082,820.4081633
0.636734694,820.4081633
0.563265306,820.4081633
0.489795918,820.4081633
0.416326531,820.4081633
0.342857143,820.4081633
0.269387755,820.4081633
0.195918367,820.4081633
0.12244898,820.4081633
0.048979592,820.4081633
-0.024489796,820.4081633
-0.097959184,820.4081633
-0.171428571,820.4081633
-0.244897959,820.4081633
-0.318367347,820.4081633
-0.391836735,820.4081633
-0.465306122,820.4081633
-0.53877551,820.4081633
-0.612244898,820.4081633
-0.685714286,820.4081633
-0.759183673,820.4081633
-0.832653061,820.4081633
-0.906122449,820.4081633
-0.979591837,820.4081633
-1.053061224,820.4081633
-1.126530612,820.4081633
-1.2,820.4081633
2.4,863.0612245
2.326530612,863.0612245
2.253061224,863.0612245
2.179591837,863.0612245
2.106122449,863.0612245
2.032653061,863.0612245
1.959183673,863.0612245
1.885714286,863.0612245
1.812244898,863.0612245
1.73877551,863.0612245
1.665306122,863.0612245
1.591836735,863.0612245
1.518367347,863.0612245
1.444897959,863.0612245
1.371428571,863.0612245
1.297959184,863.0612245
1.224489796,863.0612245
1.151020408,863.0612245
1.07755102,863.0612245
1.004081633,863.0612245
0.930612245,863.0612245
0.857142857,863.0612245
0.783673469,863.0612245
0.710204082,863.0612245
0.636734694,863.0612245
0.563265306,863.0612245
0.489795918,863.0612245
0.416326531,863.0612245
0.342857143,863.0612245
0.269387755,863.0612245
0.195918367,863.0612245
0.12244898,863.0612245
0.048979592,863.0612245
-0.024489796,863.0612245
-0.097959184,863.0612245
-0.171428571,863.0612245
-0.244897959,863.0612245
-0.318367347,863.0612245
-0.391836735,863.0612245
-0.465306122,863.0612245
-0.53877551,863.0612245
-0.612244898,863.0612245
-0.685714286,863.0612245
-0.759183673,863.0612245
-0.832653061,863.0612245
-0.906122449,863.0612245
-0.979591837,863.0612245
-1.053061224,863.0612245
-1.126530612,863.0612245
-1.2,863.0612245
2.4,905.7142857
2.326530612,905.7142857
2.253061224,905.7142857
2.179591837,905.7142857
2.106122449,905.7142857
2.032653061,905.7142857
1.959183673,905.7142857
1.885714286,905.7142857
1.812244898,905.7142857
1.73877551,905.7142857
1.665306122,905.7142857
1.591836735,905.7142857
1.518367347,905.7142857
1.444897959,905.7142857
1.371428571,905.7142857
1.297959184,905.7142857
1.224489796,905.7142857
1.151020408,905.7142857
1.07755102,905.7142857
1.004081633,905.7142857
0.930612245,905.7142857
0.857142857,905.7142857
0.783673469,905.7142857
0.710204082,905.7142857
0.636734694,905.7142857
0.563265306,905.7142857
0.489795918,905.7142857
0.416326531,905.7142857
0.342857143,905.7142857
0.269387755,905.7142857
0.195918367,905.7142857
0.12244898,905.7142857
0.048979592,905.7142857
-0.024489796,905.7142857
-0.097959184,905.7142857
-0.171428571,905.7142857
-0.244897959,905.7142857
-0.318367347,905.7142857
-0.391836735,905.7142857
-0.465306122,905.7142857
-0.53877551,905.7142857
-0.612244898,905.7142857
-0.685714286,905.7142857
-0.759183673,905.7142857
-0.832653061,905.7142857
-0.906122449,905.7142857
-0.979591837,905.7142857
-1.053061224,905.7142857
-1.126530612,905.7142857
-1.2,905.7142857
2.4,948.3673469
2.326530612,948.3673469
2.253061224,948.3673469
2.179591837,948.3673469
2.106122449,948.3673469
2.032653061,948.3673469
1.959183673,948.3673469
1.885714286,948.3673469
1.812244898,948.3673469
1.73877551,948.3673469
1.665306122,948.3673469
1.591836735,948.3673469
1.518367347,948.3673469
1.444897959,948.3673469
1.371428571,948.3673469
1.297959184,948.3673469
1.224489796,948.3673469
1.151020408,948.3673469
1.07755102,948.3673469
1.004081633,948.3673469
0.930612245,948.3673469
0.857142857,948.3673469
0.783673469,948.3673469
0.710204082,948.3673469
0.636734694,948.3673469
0.563265306,948.3673469
0.489795918,948.3673469
0.416326531,948.3673469
0.342857143,948.3673469
0.269387755,948.3673469
0.195918367,948.3673469
0.12244898,948.3673469
0.048979592,948.3673469
-0.024489796,948.3673469
-0.097959184,948.3673469
-0.171428571,948.3673469
-0.244897959,948.3673469
-0.318367347,948.3673469
-0.391836735,948.3673469
-0.465306122,948.3673469
-0.53877551,948.3673469
-0.612244898,948.3673469
-0.685714286,948.3673469
-0.759183673,948.3673469
-0.832653061,948.3673469
-0.906122449,948.3673469
-0.979591837,948.3673469
-1.053061224,948.3673469
-1.126530612,948.3673469
-1.2,948.3673469
2.4,991.0204082
2.326530612,991.0204082
2.253061224,991.0204082
2.179591837,991.0204082
2.106122449,991.0204082
2.032653061,991.0204082
1.959183673,991.0204082
1.885714286,991.0204082
1.812244898,991.0204082
1.73877551,991.0204082
1.665306122,991.0204082
1.591836735,991.0204082
1.518367347,991.0204082
1.444897959,991.0204082
