R,L
2100,2.87755102
10,2.959183673
52.65306122,2.959183673
95.30612244,2.959183673
137.9591837,2.959183673
180.6122449,2.959183673
223.2653061,2.959183673
265.9183673,2.959183673
308.5714285,2.959183673
351.2244898,2.959183673
393.877551,2.959183673
436.5306122,2.959183673
479.1836734,2.959183673
521.8367346,2.959183673
564.4897959,2.959183673
607.1428571,2.959183673
649.7959183,2.959183673
692.4489795,2.959183673
735.1020407,2.959183673
777.755102,2.959183673
820.4081632,2.959183673
863.0612244,2.959183673
905.7142856,2.959183673
948.3673468,2.959183673
991.0204081,2.959183673
1033.673469,2.959183673
1076.326531,2.959183673
1118.979592,2.959183673
1161.632653,2.959183673
1204.285714,2.959183673
1246.938775,2.959183673
1289.591837,2.959183673
1332.244898,2.959183673
1374.897959,2.959183673
1417.55102,2.959183673
1460.204081,2.959183673
1502.857143,2.959183673
1545.510204,2.959183673
1588.163265,2.959183673
1630.816326,2.959183673
1673.469388,2.959183673
1716.122449,2.959183673
1758.77551,2.959183673
1801.428571,2.959183673
1844.081632,2.959183673
1886.734694,2.959183673
1929.387755,2.959183673
1972.040816,2.959183673
2014.693877,2.959183673
2057.346939,2.959183673
2100,2.959183673
10,3.040816327
52.65306122,3.040816327
95.30612244,3.040816327
137.9591837,3.040816327
180.6122449,3.040816327
223.2653061,3.040816327
265.9183673,3.040816327
308.5714285,3.040816327
351.2244898,3.040816327
393.877551,3.040816327
436.5306122,3.040816327
479.1836734,3.040816327
521.8367346,3.040816327
564.4897959,3.040816327
607.1428571,3.040816327
649.7959183,3.040816327
692.4489795,3.040816327
735.1020407,3.040816327
777.755102,3.040816327
820.4081632,3.040816327
863.0612244,3.040816327
905.7142856,3.040816327
948.3673468,3.040816327
991.0204081,3.040816327
1033.673469,3.040816327
1076.326531,3.040816327
1118.979592,3.040816327
1161.632653,3.040816327
1204.285714,3.040816327
1246.938775,3.040816327
1289.591837,3.040816327
1332.244898,3.040816327
1374.897959,3.040816327
1417.55102,3.040816327
1460.204081,3.040816327
1502.857143,3.040816327
1545.510204,3.040816327
1588.163265,3.040816327
1630.816326,3.040816327
1673.469388,3.040816327
1716.122449,3.040816327
1758.77551,3.040816327
1801.428571,3.040816327
1844.081632,3.040816327
1886.734694,3.040816327
1929.387755,3.040816327
1972.040816,3.040816327
2014.693877,3.040816327
2057.346939,3.040816327
2100,3.040816327
10,3.12244898
52.65306122,3.12244898
95.30612244,3.12244898
137.9591837,3.12244898
180.6122449,3.12244898
223.2653061,3.12244898
265.9183673,3.12244898
308.5714285,3.12244898
351.2244898,3.12244898
393.877551,3.12244898
436.5306122,3.12244898
479.1836734,3.12244898
521.8367346,3.12244898
564.4897959,3.12244898
607.1428571,3.12244898
649.7959183,3.12244898
692.4489795,3.12244898
735.1020407,3.12244898
777.755102,3.12244898
820.4081632,3.12244898
863.0612244,3.12244898
905.7142856,3.12244898
948.3673468,3.12244898
991.0204081,3.12244898
1033.673469,3.12244898
1076.326531,3.12244898
1118.979592,3.12244898
1161.632653,3.12244898
1204.285714,3.12244898
1246.938775,3.12244898
1289.591837,3.12244898
1332.244898,3.12244898
1374.897959,3.12244898
1417.55102,3.12244898
1460.204081,3.12244898
1502.857143,3.12244898
1545.510204,3.12244898
1588.163265,3.12244898
1630.816326,3.12244898
1673.469388,3.12244898
1716.122449,3.12244898
1758.77551,3.12244898
1801.428571,3.12244898
1844.081632,3.12244898
1886.734694,3.12244898
1929.387755,3.12244898
1972.040816,3.12244898
2014.693877,3.12244898
2057.346939,3.12244898
2100,3.12244898
10,3.204081633
52.65306122,3.204081633
95.30612244,3.204081633
137.9591837,3.204081633
180.6122449,3.204081633
223.2653061,3.204081633
265.9183673,3.204081633
308.5714285,3.204081633
351.2244898,3.204081633
393.877551,3.204081633
436.5306122,3.204081633
479.1836734,3.204081633
521.8367346,3.204081633
564.4897959,3.204081633
607.1428571,3.204081633
649.7959183,3.204081633
692.4489795,3.204081633
735.1020407,3.204081633
777.755102,3.204081633
820.4081632,3.204081633
863.0612244,3.204081633
905.7142856,3.204081633
948.3673468,3.204081633
991.0204081,3.204081633
1033.673469,3.204081633
1076.326531,3.204081633
1118.979592,3.204081633
1161.632653,3.204081633
1204.285714,3.204081633
1246.938775,3.204081633
1289.591837,3.204081633
1332.244898,3.204081633
1374.897959,3.204081633
1417.55102,3.204081633
1460.204081,3.204081633
1502.857143,3.204081633
1545.510204,3.204081633
1588.163265,3.204081633
1630.816326,3.204081633
1673.469388,3.204081633
1716.122449,3.204081633
1758.77551,3.204081633
1801.428571,3.204081633
1844.081632,3.204081633
1886.734694,3.204081633
1929.387755,3.204081633
1972.040816,3.204081633
2014.693877,3.204081633
2057.346939,3.204081633
2100,3.204081633
10,3.285714286
52.65306122,3.285714286
95.30612244,3.285714286
137.9591837,3.285714286
180.6122449,3.285714286
223.2653061,3.285714286
265.9183673,3.285714286
308.5714285,3.285714286
351.2244898,3.285714286
393.877551,3.285714286
436.5306122,3.285714286
479.1836734,3.285714286
521.8367346,3.285714286
564.4897959,3.285714286
607.1428571,3.285714286
649.7959183,3.285714286
692.4489795,3.285714286
735.1020407,3.285714286
777.755102,3.285714286
820.4081632,3.285714286
863.0612244,3.285714286
905.7142856,3.285714286
948.3673468,3.285714286
991.0204081,3.285714286
1033.673469,3.285714286
1076.326531,3.285714286
1118.979592,3.285714286
1161.632653,3.285714286
1204.285714,3.285714286
1246.938775,3.285714286
1289.591837,3.285714286
1332.244898,3.285714286
1374.897959,3.285714286
1417.55102,3.285714286
1460.204081,3.285714286
1502.857143,3.285714286
1545.510204,3.285714286
1588.163265,3.285714286
1630.816326,3.285714286
1673.469388,3.285714286
1716.122449,3.285714286
1758.77551,3.285714286
1801.428571,3.285714286
1844.081632,3.285714286
1886.734694,3.285714286
1929.387755,3.285714286
1972.040816,3.285714286
2014.693877,3.285714286
2057.346939,3.285714286
2100,3.285714286
10,3.367346939
52.65306122,3.367346939
95.30612244,3.367346939
137.9591837,3.367346939
180.6122449,3.367346939
223.2653061,3.367346939
265.9183673,3.367346939
308.5714285,3.367346939
351.2244898,3.367346939
393.877551,3.367346939
436.5306122,3.367346939
479.1836734,3.367346939
521.8367346,3.367346939
564.4897959,3.367346939
607.1428571,3.367346939
649.7959183,3.367346939
692.4489795,3.367346939
735.1020407,3.367346939
777.755102,3.367346939
820.4081632,3.367346939
863.0612244,3.367346939
905.7142856,3.367346939
948.3673468,3.367346939
991.0204081,3.367346939
1033.673469,3.367346939
1076.326531,3.367346939
1118.979592,3.367346939
1161.632653,3.367346939
1204.285714,3.367346939
1246.938775,3.367346939
1289.591837,3.367346939
1332.244898,3.367346939
1374.897959,3.367346939
1417.55102,3.367346939
1460.204081,3.367346939
1502.857143,3.367346939
1545.510204,3.367346939
1588.163265,3.367346939
1630.816326,3.367346939
1673.469388,3.367346939
1716.122449,3.367346939
1758.77551,3.367346939
1801.428571,3.367346939
1844.081632,3.367346939
1886.734694,3.367346939
1929.387755,3.367346939
1972.040816,3.367346939
2014.693877,3.367346939
2057.346939,3.367346939
2100,3.367346939
10,3.448979592
52.65306122,3.448979592
95.30612244,3.448979592
137.9591837,3.448979592
180.6122449,3.448979592
223.2653061,3.448979592
265.9183673,3.448979592
308.5714285,3.448979592
351.2244898,3.448979592
393.877551,3.448979592
436.5306122,3.448979592
479.1836734,3.448979592
521.8367346,3.448979592
564.4897959,3.448979592
607.1428571,3.448979592
649.7959183,3.448979592
692.4489795,3.448979592
735.1020407,3.448979592
777.755102,3.448979592
820.4081632,3.448979592
863.0612244,3.448979592
905.7142856,3.448979592
948.3673468,3.448979592
991.0204081,3.448979592
1033.673469,3.448979592
1076.326531,3.448979592
1118.979592,3.448979592
1161.632653,3.448979592
1204.285714,3.448979592
1246.938775,3.448979592
1289.591837,3.448979592
1332.244898,3.448979592
1374.897959,3.448979592
1417.55102,3.448979592
1460.204081,3.448979592
1502.857143,3.448979592
1545.510204,3.448979592
1588.163265,3.448979592
1630.816326,3.448979592
1673.469388,3.448979592
1716.122449,3.448979592
1758.77551,3.448979592
1801.428571,3.448979592
1844.081632,3.448979592
1886.734694,3.448979592
1929.387755,3.448979592
1972.040816,3.448979592
2014.693877,3.448979592
2057.346939,3.448979592
2100,3.448979592
10,3.530612245
52.65306122,3.530612245
95.30612244,3.530612245
137.9591837,3.530612245
180.6122449,3.530612245
223.2653061,3.530612245
265.9183673,3.530612245
308.5714285,3.530612245
351.2244898,3.530612245
393.877551,3.530612245
436.5306122,3.530612245
479.1836734,3.530612245
521.8367346,3.530612245
564.4897959,3.530612245
607.1428571,3.530612245
649.7959183,3.530612245
692.4489795,3.530612245
735.1020407,3.530612245
777.755102,3.530612245
820.4081632,3.530612245
863.0612244,3.530612245
905.7142856,3.530612245
948.3673468,3.530612245
991.0204081,3.530612245
1033.673469,3.530612245
1076.326531,3.530612245
1118.979592,3.530612245
1161.632653,3.530612245
1204.285714,3.530612245
1246.938775,3.530612245
1289.591837,3.530612245
1332.244898,3.530612245
1374.897959,3.530612245
1417.55102,3.530612245
1460.204081,3.530612245
1502.857143,3.530612245
1545.510204,3.530612245
1588.163265,3.530612245
1630.816326,3.530612245
1673.469388,3.530612245
1716.122449,3.530612245
1758.77551,3.530612245
1801.428571,3.530612245
1844.081632,3.530612245
1886.734694,3.530612245
1929.387755,3.530612245
1972.040816,3.530612245
2014.693877,3.530612245
2057.346939,3.530612245
2100,3.530612245
10,3.612244898
52.65306122,3.612244898
95.30612244,3.612244898
137.9591837,3.612244898
180.6122449,3.612244898
223.2653061,3.612244898
265.9183673,3.612244898
308.5714285,3.612244898
351.2244898,3.612244898
393.877551,3.612244898
436.5306122,3.612244898
479.1836734,3.612244898
521.8367346,3.612244898
564.4897959,3.612244898
607.1428571,3.612244898
649.7959183,3.612244898
692.4489795,3.612244898
735.1020407,3.612244898
777.755102,3.612244898
820.4081632,3.612244898
863.0612244,3.612244898
905.7142856,3.612244898
948.3673468,3.612244898
991.0204081,3.612244898
1033.673469,3.612244898
1076.326531,3.612244898
1118.979592,3.612244898
1161.632653,3.612244898
1204.285714,3.612244898
1246.938775,3.612244898
1289.591837,3.612244898
1332.244898,3.612244898
1374.897959,3.612244898
1417.55102,3.612244898
1460.204081,3.612244898
1502.857143,3.612244898
1545.510204,3.612244898
1588.163265,3.612244898
1630.816326,3.612244898
1673.469388,3.612244898
1716.122449,3.612244898
1758.77551,3.612244898
1801.428571,3.612244898
1844.081632,3.612244898
1886.734694,3.612244898
1929.387755,3.612244898
1972.040816,3.612244898
2014.693877,3.612244898
2057.346939,3.612244898
2100,3.612244898
10,3.693877551
52.65306122,3.693877551
95.30612244,3.693877551
137.9591837,3.693877551
180.6122449,3.693877551
223.2653061,3.693877551
265.9183673,3.693877551
308.5714285,3.693877551
351.2244898,3.693877551
393.877551,3.693877551
436.5306122,3.693877551
479.1836734,3.693877551
521.8367346,3.693877551
564.4897959,3.693877551
607.1428571,3.693877551
649.7959183,3.693877551
692.4489795,3.693877551
735.1020407,3.693877551
777.755102,3.693877551
820.4081632,3.693877551
863.0612244,3.693877551
905.7142856,3.693877551
948.3673468,3.693877551
991.0204081,3.693877551
1033.673469,3.693877551
1076.326531,3.693877551
1118.979592,3.693877551
1161.632653,3.693877551
1204.285714,3.693877551
1246.938775,3.693877551
1289.591837,3.693877551
1332.244898,3.693877551
1374.897959,3.693877551
1417.55102,3.693877551
1460.204081,3.693877551
1502.857143,3.693877551
1545.510204,3.693877551
1588.163265,3.693877551
1630.816326,3.693877551
1673.469388,3.693877551
1716.122449,3.693877551
1758.77551,3.693877551
1801.428571,3.693877551
1844.081632,3.693877551
1886.734694,3.693877551
1929.387755,3.693877551
1972.040816,3.693877551
2014.693877,3.693877551
2057.346939,3.693877551
2100,3.693877551
10,3.775510204
52.65306122,3.775510204
95.30612244,3.775510204
137.9591837,3.775510204
180.6122449,3.775510204
223.2653061,3.775510204
265.9183673,3.775510204
308.5714285,3.775510204
351.2244898,3.775510204
393.877551,3.775510204
436.5306122,3.775510204
479.1836734,3.775510204
521.8367346,3.775510204
564.4897959,3.775510204
607.1428571,3.775510204
649.7959183,3.775510204
692.4489795,3.775510204
735.1020407,3.775510204
777.755102,3.775510204
820.4081632,3.775510204
863.0612244,3.775510204
905.7142856,3.775510204
948.3673468,3.775510204
991.0204081,3.775510204
1033.673469,3.775510204
1076.326531,3.775510204
1118.979592,3.775510204
1161.632653,3.775510204
1204.285714,3.775510204
1246.938775,3.775510204
1289.591837,3.775510204
1332.244898,3.775510204
1374.897959,3.775510204
1417.55102,3.775510204
1460.204081,3.775510204
1502.857143,3.775510204
1545.510204,3.775510204
1588.163265,3.775510204
1630.816326,3.775510204
1673.469388,3.775510204
1716.122449,3.775510204
1758.77551,3.775510204
1801.428571,3.775510204
1844.081632,3.775510204
1886.734694,3.775510204
1929.387755,3.775510204
1972.040816,3.775510204
2014.693877,3.775510204
2057.346939,3.775510204
2100,3.775510204
10,3.857142857
52.65306122,3.857142857
95.30612244,3.857142857
137.9591837,3.857142857
180.6122449,3.857142857
223.2653061,3.857142857
265.9183673,3.857142857
308.5714285,3.857142857
351.2244898,3.857142857
393.877551,3.857142857
436.5306122,3.857142857
479.1836734,3.857142857
521.8367346,3.857142857
564.4897959,3.857142857
607.1428571,3.857142857
649.7959183,3.857142857
692.4489795,3.857142857
735.1020407,3.857142857
777.755102,3.857142857
820.4081632,3.857142857
863.0612244,3.857142857
905.7142856,3.857142857
948.3673468,3.857142857
991.0204081,3.857142857
1033.673469,3.857142857
1076.326531,3.857142857
1118.979592,3.857142857
1161.632653,3.857142857
1204.285714,3.857142857
1246.938775,3.857142857
1289.591837,3.857142857
1332.244898,3.857142857
1374.897959,3.857142857
1417.55102,3.857142857
1460.204081,3.857142857
1502.857143,3.857142857
1545.510204,3.857142857
1588.163265,3.857142857
1630.816326,3.857142857
1673.469388,3.857142857
1716.122449,3.857142857
1758.77551,3.857142857
1801.428571,3.857142857
1844.081632,3.857142857
1886.734694,3.857142857
1929.387755,3.857142857
1972.040816,3.857142857
2014.693877,3.857142857
2057.346939,3.857142857
2100,3.857142857
10,3.93877551
52.65306122,3.93877551
95.30612244,3.93877551
137.9591837,3.93877551
180.6122449,3.93877551
223.2653061,3.93877551
265.9183673,3.93877551
308.5714285,3.93877551
351.2244898,3.93877551
393.877551,3.93877551
436.5306122,3.93877551
479.1836734,3.93877551
521.8367346,3.93877551
564.4897959,3.93877551
607.1428571,3.93877551
649.7959183,3.93877551
692.4489795,3.93877551
735.1020407,3.93877551
777.755102,3.93877551
820.4081632,3.93877551
863.0612244,3.93877551
905.7142856,3.93877551
948.3673468,3.93877551
991.0204081,3.93877551
1033.673469,3.93877551
1076.326531,3.93877551
1118.979592,3.93877551
1161.632653,3.93877551
1204.285714,3.93877551
1246.938775,3.93877551
1289.591837,3.93877551
1332.244898,3.93877551
1374.897959,3.93877551
1417.55102,3.93877551
1460.204081,3.93877551
1502.857143,3.93877551
1545.510204,3.93877551
1588.163265,3.93877551
1630.816326,3.93877551
1673.469388,3.93877551
1716.122449,3.93877551
1758.77551,3.93877551
1801.428571,3.93877551
1844.081632,3.93877551
1886.734694,3.93877551
1929.387755,3.93877551
1972.040816,3.93877551
2014.693877,3.93877551
2057.346939,3.93877551
2100,3.93877551
10,4.020408163
52.65306122,4.020408163
95.30612244,4.020408163
137.9591837,4.020408163
180.6122449,4.020408163
223.2653061,4.020408163
265.9183673,4.020408163
308.5714285,4.020408163
351.2244898,4.020408163
393.877551,4.020408163
436.5306122,4.020408163
479.1836734,4.020408163
521.8367346,4.020408163
564.4897959,4.020408163
607.1428571,4.020408163
649.7959183,4.020408163
692.4489795,4.020408163
735.1020407,4.020408163
777.755102,4.020408163
820.4081632,4.020408163
863.0612244,4.020408163
905.7142856,4.020408163
948.3673468,4.020408163
991.0204081,4.020408163
1033.673469,4.020408163
1076.326531,4.020408163
1118.979592,4.020408163
1161.632653,4.020408163
1204.285714,4.020408163
1246.938775,4.020408163
1289.591837,4.020408163
1332.244898,4.020408163
1374.897959,4.020408163
1417.55102,4.020408163
1460.204081,4.020408163
1502.857143,4.020408163
1545.510204,4.020408163
1588.163265,4.020408163
1630.816326,4.020408163
1673.469388,4.020408163
1716.122449,4.020408163
1758.77551,4.020408163
1801.428571,4.020408163
1844.081632,4.020408163
1886.734694,4.020408163
1929.387755,4.020408163
1972.040816,4.020408163
2014.693877,4.020408163
2057.346939,4.020408163
2100,4.020408163
10,4.102040816
52.65306122,4.102040816
95.30612244,4.102040816
137.9591837,4.102040816
180.6122449,4.102040816
223.2653061,4.102040816
265.9183673,4.102040816
308.5714285,4.102040816
351.2244898,4.102040816
393.877551,4.102040816
436.5306122,4.102040816
479.1836734,4.102040816
521.8367346,4.102040816
564.4897959,4.102040816
607.1428571,4.102040816
649.7959183,4.102040816
692.4489795,4.102040816
735.1020407,4.102040816
777.755102,4.102040816
820.4081632,4.102040816
863.0612244,4.102040816
905.7142856,4.102040816
948.3673468,4.102040816
991.0204081,4.102040816
1033.673469,4.102040816
1076.326531,4.102040816
1118.979592,4.102040816
1161.632653,4.102040816
1204.285714,4.102040816
1246.938775,4.102040816
1289.591837,4.102040816
1332.244898,4.102040816
1374.897959,4.102040816
1417.55102,4.102040816
1460.204081,4.102040816
1502.857143,4.102040816
1545.510204,4.102040816
1588.163265,4.102040816
1630.816326,4.102040816
1673.469388,4.102040816
1716.122449,4.102040816
1758.77551,4.102040816
1801.428571,4.102040816
1844.081632,4.102040816
1886.734694,4.102040816
1929.387755,4.102040816
1972.040816,4.102040816
2014.693877,4.102040816
2057.346939,4.102040816
2100,4.102040816
10,4.183673469
52.65306122,4.183673469
95.30612244,4.183673469
137.9591837,4.183673469
180.6122449,4.183673469
223.2653061,4.183673469
265.9183673,4.183673469
308.5714285,4.183673469
351.2244898,4.183673469
393.877551,4.183673469
436.5306122,4.183673469
479.1836734,4.183673469
521.8367346,4.183673469
564.4897959,4.183673469
607.1428571,4.183673469
649.7959183,4.183673469
692.4489795,4.183673469
735.1020407,4.183673469
777.755102,4.183673469
820.4081632,4.183673469
863.0612244,4.183673469
905.7142856,4.183673469
948.3673468,4.183673469
991.0204081,4.183673469
1033.673469,4.183673469
1076.326531,4.183673469
1118.979592,4.183673469
1161.632653,4.183673469
1204.285714,4.183673469
1246.938775,4.183673469
1289.591837,4.183673469
1332.244898,4.183673469
1374.897959,4.183673469
1417.55102,4.183673469
1460.204081,4.183673469
1502.857143,4.183673469
1545.510204,4.183673469
1588.163265,4.183673469
1630.816326,4.183673469
1673.469388,4.183673469
1716.122449,4.183673469
1758.77551,4.183673469
1801.428571,4.183673469
1844.081632,4.183673469
1886.734694,4.183673469
1929.387755,4.183673469
1972.040816,4.183673469
2014.693877,4.183673469
2057.346939,4.183673469
2100,4.183673469
10,4.265306122
52.65306122,4.265306122
95.30612244,4.265306122
137.9591837,4.265306122
180.6122449,4.265306122
223.2653061,4.265306122
265.9183673,4.265306122
308.5714285,4.265306122
351.2244898,4.265306122
393.877551,4.265306122
436.5306122,4.265306122
479.1836734,4.265306122
521.8367346,4.265306122
564.4897959,4.265306122
607.1428571,4.265306122
649.7959183,4.265306122
692.4489795,4.265306122
735.1020407,4.265306122
777.755102,4.265306122
820.4081632,4.265306122
863.0612244,4.265306122
905.7142856,4.265306122
948.3673468,4.265306122
991.0204081,4.265306122
1033.673469,4.265306122
1076.326531,4.265306122
1118.979592,4.265306122
1161.632653,4.265306122
1204.285714,4.265306122
1246.938775,4.265306122
1289.591837,4.265306122
1332.244898,4.265306122
1374.897959,4.265306122
1417.55102,4.265306122
1460.204081,4.265306122
1502.857143,4.265306122
1545.510204,4.265306122
1588.163265,4.265306122
1630.816326,4.265306122
1673.469388,4.265306122
1716.122449,4.265306122
1758.77551,4.265306122
1801.428571,4.265306122
1844.081632,4.265306122
1886.734694,4.265306122
1929.387755,4.265306122
1972.040816,4.265306122
2014.693877,4.265306122
2057.346939,4.265306122
2100,4.265306122
10,4.346938776
52.65306122,4.346938776
95.30612244,4.346938776
137.9591837,4.346938776
180.6122449,4.346938776
223.2653061,4.346938776
265.9183673,4.346938776
308.5714285,4.346938776
351.2244898,4.346938776
393.877551,4.346938776
436.5306122,4.346938776
479.1836734,4.346938776
521.8367346,4.346938776
564.4897959,4.346938776
607.1428571,4.346938776
649.7959183,4.346938776
692.4489795,4.346938776
735.1020407,4.346938776
777.755102,4.346938776
820.4081632,4.346938776
863.0612244,4.346938776
905.7142856,4.346938776
948.3673468,4.346938776
991.0204081,4.346938776
1033.673469,4.346938776
1076.326531,4.346938776
1118.979592,4.346938776
1161.632653,4.346938776
1204.285714,4.346938776
1246.938775,4.346938776
1289.591837,4.346938776
1332.244898,4.346938776
1374.897959,4.346938776
1417.55102,4.346938776
1460.204081,4.346938776
1502.857143,4.346938776
1545.510204,4.346938776
1588.163265,4.346938776
1630.816326,4.346938776
1673.469388,4.346938776
1716.122449,4.346938776
1758.77551,4.346938776
1801.428571,4.346938776
1844.081632,4.346938776
1886.734694,4.346938776
1929.387755,4.346938776
1972.040816,4.346938776
2014.693877,4.346938776
2057.346939,4.346938776
2100,4.346938776
10,4.428571429
52.65306122,4.428571429
95.30612244,4.428571429
137.9591837,4.428571429
180.6122449,4.428571429
223.2653061,4.428571429
265.9183673,4.428571429
308.5714285,4.428571429
351.2244898,4.428571429
393.877551,4.428571429
436.5306122,4.428571429
479.1836734,4.428571429
521.8367346,4.428571429
564.4897959,4.428571429
607.1428571,4.428571429
649.7959183,4.428571429
692.4489795,4.428571429
735.1020407,4.428571429
777.755102,4.428571429
820.4081632,4.428571429
863.0612244,4.428571429
905.7142856,4.428571429
948.3673468,4.428571429
991.0204081,4.428571429
1033.673469,4.428571429
1076.326531,4.428571429
1118.979592,4.428571429
1161.632653,4.428571429
1204.285714,4.428571429
1246.938775,4.428571429
1289.591837,4.428571429
1332.244898,4.428571429
1374.897959,4.428571429
1417.55102,4.428571429
1460.204081,4.428571429
1502.857143,4.428571429
1545.510204,4.428571429
1588.163265,4.428571429
1630.816326,4.428571429
1673.469388,4.428571429
1716.122449,4.428571429
1758.77551,4.428571429
1801.428571,4.428571429
1844.081632,4.428571429
1886.734694,4.428571429
1929.387755,4.428571429
1972.040816,4.428571429
2014.693877,4.428571429
2057.346939,4.428571429
2100,4.428571429
10,4.510204082
52.65306122,4.510204082
95.30612244,4.510204082
137.9591837,4.510204082
180.6122449,4.510204082
223.2653061,4.510204082
265.9183673,4.510204082
308.5714285,4.510204082
351.2244898,4.510204082
393.877551,4.510204082
436.5306122,4.510204082
479.1836734,4.510204082
521.8367346,4.510204082
564.4897959,4.510204082
607.1428571,4.510204082
649.7959183,4.510204082
692.4489795,4.510204082
735.1020407,4.510204082
777.755102,4.510204082
820.4081632,4.510204082
863.0612244,4.510204082
905.7142856,4.510204082
948.3673468,4.510204082
991.0204081,4.510204082
1033.673469,4.510204082
1076.326531,4.510204082
1118.979592,4.510204082
1161.632653,4.510204082
1204.285714,4.510204082
1246.938775,4.510204082
1289.591837,4.510204082
1332.244898,4.510204082
1374.897959,4.510204082
1417.55102,4.510204082
1460.204081,4.510204082
1502.857143,4.510204082
1545.510204,4.510204082
1588.163265,4.510204082
1630.816326,4.510204082
1673.469388,4.510204082
1716.122449,4.510204082
1758.77551,4.510204082
1801.428571,4.510204082
1844.081632,4.510204082
1886.734694,4.510204082
1929.387755,4.510204082
1972.040816,4.510204082
2014.693877,4.510204082
2057.346939,4.510204082
2100,4.510204082
10,4.591836735
52.65306122,4.591836735
95.30612244,4.591836735
137.9591837,4.591836735
180.6122449,4.591836735
223.2653061,4.591836735
265.9183673,4.591836735
308.5714285,4.591836735
351.2244898,4.591836735
393.877551,4.591836735
436.5306122,4.591836735
479.1836734,4.591836735
521.8367346,4.591836735
564.4897959,4.591836735
607.1428571,4.591836735
649.7959183,4.591836735
692.4489795,4.591836735
735.1020407,4.591836735
777.755102,4.591836735
820.4081632,4.591836735
863.0612244,4.591836735
905.7142856,4.591836735
948.3673468,4.591836735
991.0204081,4.591836735
1033.673469,4.591836735
1076.326531,4.591836735
1118.979592,4.591836735
1161.632653,4.591836735
1204.285714,4.591836735
1246.938775,4.591836735
1289.591837,4.591836735
1332.244898,4.591836735
1374.897959,4.591836735
1417.55102,4.591836735
1460.204081,4.591836735
1502.857143,4.591836735
1545.510204,4.591836735
1588.163265,4.591836735
1630.816326,4.591836735
1673.469388,4.591836735
1716.122449,4.591836735
1758.77551,4.591836735
1801.428571,4.591836735
1844.081632,4.591836735
1886.734694,4.591836735
1929.387755,4.591836735
1972.040816,4.591836735
2014.693877,4.591836735
2057.346939,4.591836735
2100,4.591836735
10,4.673469388
52.65306122,4.673469388
95.30612244,4.673469388
137.9591837,4.673469388
180.6122449,4.673469388
223.2653061,4.673469388
265.9183673,4.673469388
308.5714285,4.673469388
351.2244898,4.673469388
393.877551,4.673469388
436.5306122,4.673469388
479.1836734,4.673469388
521.8367346,4.673469388
564.4897959,4.673469388
607.1428571,4.673469388
649.7959183,4.673469388
692.4489795,4.673469388
735.1020407,4.673469388
777.755102,4.673469388
820.4081632,4.673469388
863.0612244,4.673469388
905.7142856,4.673469388
948.3673468,4.673469388
991.0204081,4.673469388
1033.673469,4.673469388
1076.326531,4.673469388
1118.979592,4.673469388
1161.632653,4.673469388
1204.285714,4.673469388
1246.938775,4.673469388
1289.591837,4.673469388
1332.244898,4.673469388
1374.897959,4.673469388
1417.55102,4.673469388
1460.204081,4.673469388
1502.857143,4.673469388
1545.510204,4.673469388
1588.163265,4.673469388
1630.816326,4.673469388
1673.469388,4.673469388
1716.122449,4.673469388
1758.77551,4.673469388
1801.428571,4.673469388
1844.081632,4.673469388
1886.734694,4.673469388
1929.387755,4.673469388
1972.040816,4.673469388
2014.693877,4.673469388
2057.346939,4.673469388
2100,4.673469388
10,4.755102041
52.65306122,4.755102041
95.30612244,4.755102041
137.9591837,4.755102041
180.6122449,4.755102041
223.2653061,4.755102041
265.9183673,4.755102041
308.5714285,4.755102041
351.2244898,4.755102041
393.877551,4.755102041
436.5306122,4.755102041
479.1836734,4.755102041
521.8367346,4.755102041
564.4897959,4.755102041
607.1428571,4.755102041
649.7959183,4.755102041
692.4489795,4.755102041
735.1020407,4.755102041
777.755102,4.755102041
820.4081632,4.755102041
863.0612244,4.755102041
905.7142856,4.755102041
948.3673468,4.755102041
991.0204081,4.755102041
1033.673469,4.755102041
1076.326531,4.755102041
1118.979592,4.755102041
1161.632653,4.755102041
1204.285714,4.755102041
1246.938775,4.755102041
1289.591837,4.755102041
1332.244898,4.755102041
1374.897959,4.755102041
1417.55102,4.755102041
1460.204081,4.755102041
1502.857143,4.755102041
1545.510204,4.755102041
1588.163265,4.755102041
1630.816326,4.755102041
1673.469388,4.755102041
1716.122449,4.755102041
1758.77551,4.755102041
1801.428571,4.755102041
1844.081632,4.755102041
1886.734694,4.755102041
1929.387755,4.755102041
1972.040816,4.755102041
2014.693877,4.755102041
2057.346939,4.755102041
2100,4.755102041
10,4.836734694
52.65306122,4.836734694
95.30612244,4.836734694
137.9591837,4.836734694
180.6122449,4.836734694
223.2653061,4.836734694
265.9183673,4.836734694
308.5714285,4.836734694
351.2244898,4.836734694
393.877551,4.836734694
436.5306122,4.836734694
479.1836734,4.836734694
521.8367346,4.836734694
564.4897959,4.836734694
607.1428571,4.836734694
649.7959183,4.836734694
692.4489795,4.836734694
735.1020407,4.836734694
777.755102,4.836734694
820.4081632,4.836734694
863.0612244,4.836734694
905.7142856,4.836734694
948.3673468,4.836734694
991.0204081,4.836734694
1033.673469,4.836734694
1076.326531,4.836734694
1118.979592,4.836734694
1161.632653,4.836734694
1204.285714,4.836734694
1246.938775,4.836734694
1289.591837,4.836734694
1332.244898,4.836734694
1374.897959,4.836734694
