R,L
2014.693877,1.897959184
2057.346939,1.897959184
2100,1.897959184
10,1.979591837
52.65306122,1.979591837
95.30612244,1.979591837
137.9591837,1.979591837
180.6122449,1.979591837
223.2653061,1.979591837
265.9183673,1.979591837
308.5714285,1.979591837
351.2244898,1.979591837
393.877551,1.979591837
436.5306122,1.979591837
479.1836734,1.979591837
521.8367346,1.979591837
564.4897959,1.979591837
607.1428571,1.979591837
649.7959183,1.979591837
692.4489795,1.979591837
735.1020407,1.979591837
777.755102,1.979591837
820.4081632,1.979591837
863.0612244,1.979591837
905.7142856,1.979591837
948.3673468,1.979591837
991.0204081,1.979591837
1033.673469,1.979591837
1076.326531,1.979591837
1118.979592,1.979591837
1161.632653,1.979591837
1204.285714,1.979591837
1246.938775,1.979591837
1289.591837,1.979591837
1332.244898,1.979591837
1374.897959,1.979591837
1417.55102,1.979591837
1460.204081,1.979591837
1502.857143,1.979591837
1545.510204,1.979591837
1588.163265,1.979591837
1630.816326,1.979591837
1673.469388,1.979591837
1716.122449,1.979591837
1758.77551,1.979591837
1801.428571,1.979591837
1844.081632,1.979591837
1886.734694,1.979591837
1929.387755,1.979591837
1972.040816,1.979591837
2014.693877,1.979591837
2057.346939,1.979591837
2100,1.979591837
10,2.06122449
52.65306122,2.06122449
95.30612244,2.06122449
137.9591837,2.06122449
180.6122449,2.06122449
223.2653061,2.06122449
265.9183673,2.06122449
308.5714285,2.06122449
351.2244898,2.06122449
393.877551,2.06122449
436.5306122,2.06122449
479.1836734,2.06122449
521.8367346,2.06122449
564.4897959,2.06122449
607.1428571,2.06122449
649.7959183,2.06122449
692.4489795,2.06122449
735.1020407,2.06122449
777.755102,2.06122449
820.4081632,2.06122449
863.0612244,2.06122449
905.7142856,2.06122449
948.3673468,2.06122449
991.0204081,2.06122449
1033.673469,2.06122449
1076.326531,2.06122449
1118.979592,2.06122449
1161.632653,2.06122449
1204.285714,2.06122449
1246.938775,2.06122449
1289.591837,2.06122449
1332.244898,2.06122449
1374.897959,2.06122449
1417.55102,2.06122449
1460.204081,2.06122449
1502.857143,2.06122449
1545.510204,2.06122449
1588.163265,2.06122449
1630.816326,2.06122449
1673.469388,2.06122449
1716.122449,2.06122449
1758.77551,2.06122449
1801.428571,2.06122449
1844.081632,2.06122449
1886.734694,2.06122449
1929.387755,2.06122449
1972.040816,2.06122449
2014.693877,2.06122449
2057.346939,2.06122449
2100,2.06122449
10,2.142857143
52.65306122,2.142857143
95.30612244,2.142857143
137.9591837,2.142857143
180.6122449,2.142857143
223.2653061,2.142857143
265.9183673,2.142857143
308.5714285,2.142857143
351.2244898,2.142857143
393.877551,2.142857143
436.5306122,2.142857143
479.1836734,2.142857143
521.8367346,2.142857143
564.4897959,2.142857143
607.1428571,2.142857143
649.7959183,2.142857143
692.4489795,2.142857143
735.1020407,2.142857143
777.755102,2.142857143
820.4081632,2.142857143
863.0612244,2.142857143
905.7142856,2.142857143
948.3673468,2.142857143
991.0204081,2.142857143
1033.673469,2.142857143
1076.326531,2.142857143
1118.979592,2.142857143
1161.632653,2.142857143
1204.285714,2.142857143
1246.938775,2.142857143
1289.591837,2.142857143
1332.244898,2.142857143
1374.897959,2.142857143
1417.55102,2.142857143
1460.204081,2.142857143
1502.857143,2.142857143
1545.510204,2.142857143
1588.163265,2.142857143
1630.816326,2.142857143
1673.469388,2.142857143
1716.122449,2.142857143
1758.77551,2.142857143
1801.428571,2.142857143
1844.081632,2.142857143
1886.734694,2.142857143
1929.387755,2.142857143
1972.040816,2.142857143
2014.693877,2.142857143
2057.346939,2.142857143
2100,2.142857143
10,2.224489796
52.65306122,2.224489796
95.30612244,2.224489796
137.9591837,2.224489796
180.6122449,2.224489796
223.2653061,2.224489796
265.9183673,2.224489796
308.5714285,2.224489796
351.2244898,2.224489796
393.877551,2.224489796
436.5306122,2.224489796
479.1836734,2.224489796
521.8367346,2.224489796
564.4897959,2.224489796
607.1428571,2.224489796
649.7959183,2.224489796
692.4489795,2.224489796
735.1020407,2.224489796
777.755102,2.224489796
820.4081632,2.224489796
863.0612244,2.224489796
905.7142856,2.224489796
948.3673468,2.224489796
991.0204081,2.224489796
1033.673469,2.224489796
1076.326531,2.224489796
1118.979592,2.224489796
1161.632653,2.224489796
1204.285714,2.224489796
1246.938775,2.224489796
1289.591837,2.224489796
1332.244898,2.224489796
1374.897959,2.224489796
1417.55102,2.224489796
1460.204081,2.224489796
1502.857143,2.224489796
1545.510204,2.224489796
1588.163265,2.224489796
1630.816326,2.224489796
1673.469388,2.224489796
1716.122449,2.224489796
1758.77551,2.224489796
1801.428571,2.224489796
1844.081632,2.224489796
1886.734694,2.224489796
1929.387755,2.224489796
1972.040816,2.224489796
2014.693877,2.224489796
2057.346939,2.224489796
2100,2.224489796
10,2.306122449
52.65306122,2.306122449
95.30612244,2.306122449
137.9591837,2.306122449
180.6122449,2.306122449
223.2653061,2.306122449
265.9183673,2.306122449
308.5714285,2.306122449
351.2244898,2.306122449
393.877551,2.306122449
436.5306122,2.306122449
479.1836734,2.306122449
521.8367346,2.306122449
564.4897959,2.306122449
607.1428571,2.306122449
649.7959183,2.306122449
692.4489795,2.306122449
735.1020407,2.306122449
777.755102,2.306122449
820.4081632,2.306122449
863.0612244,2.306122449
905.7142856,2.306122449
948.3673468,2.306122449
991.0204081,2.306122449
1033.673469,2.306122449
1076.326531,2.306122449
1118.979592,2.306122449
1161.632653,2.306122449
1204.285714,2.306122449
1246.938775,2.306122449
1289.591837,2.306122449
1332.244898,2.306122449
1374.897959,2.306122449
1417.55102,2.306122449
1460.204081,2.306122449
1502.857143,2.306122449
1545.510204,2.306122449
1588.163265,2.306122449
1630.816326,2.306122449
1673.469388,2.306122449
1716.122449,2.306122449
1758.77551,2.306122449
1801.428571,2.306122449
1844.081632,2.306122449
1886.734694,2.306122449
1929.387755,2.306122449
1972.040816,2.306122449
2014.693877,2.306122449
2057.346939,2.306122449
2100,2.306122449
10,2.387755102
52.65306122,2.387755102
95.30612244,2.387755102
137.9591837,2.387755102
180.6122449,2.387755102
223.2653061,2.387755102
265.9183673,2.387755102
308.5714285,2.387755102
351.2244898,2.387755102
393.877551,2.387755102
436.5306122,2.387755102
479.1836734,2.387755102
521.8367346,2.387755102
564.4897959,2.387755102
607.1428571,2.387755102
649.7959183,2.387755102
692.4489795,2.387755102
735.1020407,2.387755102
777.755102,2.387755102
820.4081632,2.387755102
863.0612244,2.387755102
905.7142856,2.387755102
948.3673468,2.387755102
991.0204081,2.387755102
1033.673469,2.387755102
1076.326531,2.387755102
1118.979592,2.387755102
1161.632653,2.387755102
1204.285714,2.387755102
1246.938775,2.387755102
1289.591837,2.387755102
1332.244898,2.387755102
1374.897959,2.387755102
1417.55102,2.387755102
1460.204081,2.387755102
1502.857143,2.387755102
1545.510204,2.387755102
1588.163265,2.387755102
1630.816326,2.387755102
1673.469388,2.387755102
1716.122449,2.387755102
1758.77551,2.387755102
1801.428571,2.387755102
1844.081632,2.387755102
1886.734694,2.387755102
1929.387755,2.387755102
1972.040816,2.387755102
2014.693877,2.387755102
2057.346939,2.387755102
2100,2.387755102
10,2.469387755
52.65306122,2.469387755
95.30612244,2.469387755
137.9591837,2.469387755
180.6122449,2.469387755
223.2653061,2.469387755
265.9183673,2.469387755
308.5714285,2.469387755
351.2244898,2.469387755
393.877551,2.469387755
436.5306122,2.469387755
479.1836734,2.469387755
521.8367346,2.469387755
564.4897959,2.469387755
607.1428571,2.469387755
649.7959183,2.469387755
692.4489795,2.469387755
735.1020407,2.469387755
777.755102,2.469387755
820.4081632,2.469387755
863.0612244,2.469387755
905.7142856,2.469387755
948.3673468,2.469387755
991.0204081,2.469387755
1033.673469,2.469387755
1076.326531,2.469387755
1118.979592,2.469387755
1161.632653,2.469387755
1204.285714,2.469387755
1246.938775,2.469387755
1289.591837,2.469387755
1332.244898,2.469387755
1374.897959,2.469387755
1417.55102,2.469387755
1460.204081,2.469387755
1502.857143,2.469387755
1545.510204,2.469387755
1588.163265,2.469387755
1630.816326,2.469387755
1673.469388,2.469387755
1716.122449,2.469387755
1758.77551,2.469387755
1801.428571,2.469387755
1844.081632,2.469387755
1886.734694,2.469387755
1929.387755,2.469387755
1972.040816,2.469387755
2014.693877,2.469387755
2057.346939,2.469387755
2100,2.469387755
10,2.551020408
52.65306122,2.551020408
95.30612244,2.551020408
137.9591837,2.551020408
180.6122449,2.551020408
223.2653061,2.551020408
265.9183673,2.551020408
308.5714285,2.551020408
351.2244898,2.551020408
393.877551,2.551020408
436.5306122,2.551020408
479.1836734,2.551020408
521.8367346,2.551020408
564.4897959,2.551020408
607.1428571,2.551020408
649.7959183,2.551020408
692.4489795,2.551020408
735.1020407,2.551020408
777.755102,2.551020408
820.4081632,2.551020408
863.0612244,2.551020408
905.7142856,2.551020408
948.3673468,2.551020408
991.0204081,2.551020408
1033.673469,2.551020408
1076.326531,2.551020408
1118.979592,2.551020408
1161.632653,2.551020408
1204.285714,2.551020408
1246.938775,2.551020408
1289.591837,2.551020408
1332.244898,2.551020408
1374.897959,2.551020408
1417.55102,2.551020408
1460.204081,2.551020408
1502.857143,2.551020408
1545.510204,2.551020408
1588.163265,2.551020408
1630.816326,2.551020408
1673.469388,2.551020408
1716.122449,2.551020408
1758.77551,2.551020408
1801.428571,2.551020408
1844.081632,2.551020408
1886.734694,2.551020408
1929.387755,2.551020408
1972.040816,2.551020408
2014.693877,2.551020408
2057.346939,2.551020408
2100,2.551020408
10,2.632653061
52.65306122,2.632653061
95.30612244,2.632653061
137.9591837,2.632653061
180.6122449,2.632653061
223.2653061,2.632653061
265.9183673,2.632653061
308.5714285,2.632653061
351.2244898,2.632653061
393.877551,2.632653061
436.5306122,2.632653061
479.1836734,2.632653061
521.8367346,2.632653061
564.4897959,2.632653061
607.1428571,2.632653061
649.7959183,2.632653061
692.4489795,2.632653061
735.1020407,2.632653061
777.755102,2.632653061
820.4081632,2.632653061
863.0612244,2.632653061
905.7142856,2.632653061
948.3673468,2.632653061
991.0204081,2.632653061
1033.673469,2.632653061
1076.326531,2.632653061
1118.979592,2.632653061
1161.632653,2.632653061
1204.285714,2.632653061
1246.938775,2.632653061
1289.591837,2.632653061
1332.244898,2.632653061
1374.897959,2.632653061
1417.55102,2.632653061
1460.204081,2.632653061
1502.857143,2.632653061
1545.510204,2.632653061
1588.163265,2.632653061
1630.816326,2.632653061
1673.469388,2.632653061
1716.122449,2.632653061
1758.77551,2.632653061
1801.428571,2.632653061
1844.081632,2.632653061
1886.734694,2.632653061
1929.387755,2.632653061
1972.040816,2.632653061
2014.693877,2.632653061
2057.346939,2.632653061
2100,2.632653061
10,2.714285714
52.65306122,2.714285714
95.30612244,2.714285714
137.9591837,2.714285714
180.6122449,2.714285714
223.2653061,2.714285714
265.9183673,2.714285714
308.5714285,2.714285714
351.2244898,2.714285714
393.877551,2.714285714
436.5306122,2.714285714
479.1836734,2.714285714
521.8367346,2.714285714
564.4897959,2.714285714
607.1428571,2.714285714
649.7959183,2.714285714
692.4489795,2.714285714
735.1020407,2.714285714
777.755102,2.714285714
820.4081632,2.714285714
863.0612244,2.714285714
905.7142856,2.714285714
948.3673468,2.714285714
991.0204081,2.714285714
1033.673469,2.714285714
1076.326531,2.714285714
1118.979592,2.714285714
1161.632653,2.714285714
1204.285714,2.714285714
1246.938775,2.714285714
1289.591837,2.714285714
1332.244898,2.714285714
1374.897959,2.714285714
1417.55102,2.714285714
1460.204081,2.714285714
1502.857143,2.714285714
1545.510204,2.714285714
1588.163265,2.714285714
1630.816326,2.714285714
1673.469388,2.714285714
1716.122449,2.714285714
1758.77551,2.714285714
1801.428571,2.714285714
1844.081632,2.714285714
1886.734694,2.714285714
1929.387755,2.714285714
1972.040816,2.714285714
2014.693877,2.714285714
2057.346939,2.714285714
2100,2.714285714
10,2.795918367
52.65306122,2.795918367
95.30612244,2.795918367
137.9591837,2.795918367
180.6122449,2.795918367
223.2653061,2.795918367
265.9183673,2.795918367
308.5714285,2.795918367
351.2244898,2.795918367
393.877551,2.795918367
436.5306122,2.795918367
479.1836734,2.795918367
521.8367346,2.795918367
564.4897959,2.795918367
607.1428571,2.795918367
649.7959183,2.795918367
692.4489795,2.795918367
735.1020407,2.795918367
777.755102,2.795918367
820.4081632,2.795918367
863.0612244,2.795918367
905.7142856,2.795918367
948.3673468,2.795918367
991.0204081,2.795918367
1033.673469,2.795918367
1076.326531,2.795918367
1118.979592,2.795918367
1161.632653,2.795918367
1204.285714,2.795918367
1246.938775,2.795918367
1289.591837,2.795918367
1332.244898,2.795918367
1374.897959,2.795918367
1417.55102,2.795918367
1460.204081,2.795918367
1502.857143,2.795918367
1545.510204,2.795918367
1588.163265,2.795918367
1630.816326,2.795918367
1673.469388,2.795918367
1716.122449,2.795918367
1758.77551,2.795918367
1801.428571,2.795918367
1844.081632,2.795918367
1886.734694,2.795918367
1929.387755,2.795918367
1972.040816,2.795918367
2014.693877,2.795918367
2057.346939,2.795918367
2100,2.795918367
10,2.87755102
52.65306122,2.87755102
95.30612244,2.87755102
137.9591837,2.87755102
180.6122449,2.87755102
223.2653061,2.87755102
265.9183673,2.87755102
308.5714285,2.87755102
351.2244898,2.87755102
393.877551,2.87755102
436.5306122,2.87755102
479.1836734,2.87755102
521.8367346,2.87755102
564.4897959,2.87755102
607.1428571,2.87755102
649.7959183,2.87755102
692.4489795,2.87755102
735.1020407,2.87755102
777.755102,2.87755102
820.4081632,2.87755102
863.0612244,2.87755102
905.7142856,2.87755102
948.3673468,2.87755102
991.0204081,2.87755102
1033.673469,2.87755102
1076.326531,2.87755102
1118.979592,2.87755102
1161.632653,2.87755102
1204.285714,2.87755102
1246.938775,2.87755102
1289.591837,2.87755102
1332.244898,2.87755102
1374.897959,2.87755102
1417.55102,2.87755102
1460.204081,2.87755102
1502.857143,2.87755102
1545.510204,2.87755102
1588.163265,2.87755102
1630.816326,2.87755102
1673.469388,2.87755102
1716.122449,2.87755102
1758.77551,2.87755102
1801.428571,2.87755102
1844.081632,2.87755102
1886.734694,2.87755102
1929.387755,2.87755102
1972.040816,2.87755102
2014.693877,2.87755102
2057.346939,2.87755102
