time,slip velocity (m/s),accumlated slip (m),axial shortening (mm),normal stress (MPa),shear stress (MPa),temp (¢ªC),friction
14481,0.005401167,44.54889095,0.76963851,3.912203116,3.22330979,62.3,0.823911667
14482,0.001908541,44.55079949,0.76713806,3.904093224,3.17449208,56.75,0.813118924
14483,0.002714532,44.55351402,0.76813824,3.921934988,3.214433843,55.2,0.819604061
14484,0.001908541,44.55542256,0.76863833,3.925178945,3.204289903,57.65,0.816342375
14485,0.002445868,44.55786843,0.77213896,3.933288838,3.264519545,55.85,0.829971985
14486,0.002445868,44.5603143,0.78114058,3.94302071,3.239159696,54.9,0.821491931
14487,0.002177205,44.5624915,0.78214076,3.939776753,3.208093881,55.55,0.814283164
14488,0.003520522,44.56601203,0.78464121,3.951130603,3.264519545,56.6,0.826224155
14489,0.003520522,44.56953255,0.78414112,3.934910817,3.216969828,56.4,0.817545804
14490,0.005401167,44.57493372,0.77563959,3.921934988,3.232819734,54.85,0.824292025
14491,0.003251859,44.57818557,0.77063869,3.923556967,3.229015756,54.05,0.822981744
14492,0.003520522,44.5817061,0.77163887,3.925178945,3.22838176,53.35,0.822480148
14493,0.003520522,44.58522662,0.77313914,3.928422902,3.255643598,52.85,0.828740611
14494,0.002177205,44.58740382,0.77063869,3.910581138,3.196681948,52.85,0.81744422
14495,0.005132503,44.59253633,0.76913842,3.910581138,3.175760073,56.75,0.812094152
14496,0.002983195,44.59551952,0.77113878,3.912203116,3.172590091,57.2,0.810947182
14497,0.00566983,44.60118935,0.77113878,3.921934988,3.180832043,55.65,0.811036402
14498,0.002177205,44.60336656,0.77063869,3.933288838,3.226479771,57.25,0.820300747
14499,0.003520522,44.60688708,0.77463941,3.928422902,3.216969828,56.8,0.818896007
14500,0.003251859,44.61013894,0.78064049,3.949508624,3.175760073,55,0.80408992
14501,0.002445868,44.61258481,0.78164067,3.949508624,3.170688103,53.6,0.802805717
14502,0.003789186,44.61637399,0.78464121,3.955996539,3.19477996,55.9,0.807579058
14503,0.003520522,44.61989452,0.78364103,3.946264667,3.171956095,56.2,0.803786964
14504,0.002445868,44.62234038,0.77814004,3.928422902,3.121870393,54.2,0.794687963
14505,0.003520522,44.62586091,0.77413932,3.925178945,3.153570204,53.55,0.803420748
14506,0.00566983,44.63153074,0.77313914,3.944642688,3.178930054,52.75,0.805885426
14507,0.003789186,44.63531992,0.77463941,3.944642688,3.177662061,52.35,0.805563979
14508,0.003520522,44.63884045,0.7751395,3.944642688,3.181466039,52.45,0.80652832
14509,0.002983195,44.64182364,0.77563959,3.934910817,3.190341986,52.9,0.810778728
14510,0.003251859,44.6450755,0.77964031,3.938154774,3.19477996,56.85,0.811237786
14511,0.002714532,44.64779003,0.77413932,3.920313009,3.166884125,54.95,0.8078141
14512,0.003251859,44.65104189,0.77563959,3.95437456,3.230917745,54.6,0.817048991
14513,0.005132503,44.65617439,0.77363923,3.941398731,3.235989715,55.05,0.821025716
14514,0.002714532,44.65888893,0.78214076,3.959240496,3.212531854,54.5,0.81140104
14515,0.00486384,44.66375277,0.78764175,3.944642688,3.163080148,53.75,0.801867342
14516,0.002983195,44.66673596,0.78914202,3.962484453,3.17449208,53.25,0.801136791
14517,0.002983195,44.66971916,0.78864193,3.964106432,3.204289903,53.9,0.808325901
14518,0.003520522,44.67323968,0.78564139,3.941398731,3.119334408,54.65,0.791428277
14519,0.00029656,44.67353624,0.7801404,3.941398731,3.156740186,53.9,0.80091876
14520,0.00486384,44.67840008,0.77113878,3.936532795,3.163080148,53.15,0.803519318
14521,0.003520522,44.6819206,0.77263905,3.938154774,3.204289903,52.75,0.813652608
14522,0.004057849,44.68597845,0.77413932,3.944642688,3.18970799,52.05,0.808617723
14523,0.004326513,44.69030496,0.77563959,3.938154774,3.183368027,52.6,0.808339999
14524,0.002445868,44.69275083,0.77313914,3.933288838,3.192243975,53.2,0.811596632
14525,0.005401167,44.698152,0.78364103,3.94302071,3.203655907,56.25,0.81248772
14526,0.002983195,44.70113519,0.77613968,3.925178945,3.130112344,55.15,0.797444496
14527,0.001639878,44.70277507,0.77563959,3.930044881,3.144060261,54.95,0.800006197
14528,0.002177205,44.70495228,0.77113878,3.93166686,3.216335832,55,0.818059095
14529,0.002983195,44.70793547,0.77763995,3.923556967,3.227113768,55.05,0.822496983
14530,0.002445868,44.71038134,0.78164067,3.930044881,3.205557896,54.85,0.815654272
14531,0.002177205,44.71255855,0.78264085,3.938154774,3.204289903,54.5,0.813652608
14532,0.003520522,44.71607907,0.78364103,3.926800924,3.186538009,55.25,0.811484481
14533,0.002714532,44.7187936,0.77713986,3.915447074,3.191609979,54.65,0.815132964
14534,0.002983195,44.7217768,0.77563959,3.910581138,3.197315945,53.85,0.817606343
14535,0.002714532,44.72449133,0.77213896,3.930044881,3.263885549,53.3,0.830495744
14536,0.005938494,44.73042982,0.77263905,3.920313009,3.227113768,52.6,0.823177578
14537,0.003251859,44.73368168,0.77413932,3.926800924,3.251205625,51.85,0.82795275
14538,0.00566983,44.73935151,0.77263905,3.913825095,3.229015756,51.7,0.825028119
14539,0.002714532,44.74206604,0.77113878,3.925178945,3.260081572,54.95,0.830556165
14540,0.00486384,44.74692988,0.7701386,3.913825095,3.227113768,55.15,0.824542152
14541,0.001639878,44.74856976,0.77163887,3.917069052,3.193511967,54.65,0.815280998
14542,0.002714532,44.75128429,0.77213896,3.928422902,3.175760073,56.05,0.808405854
14543,0.002445868,44.75373016,0.77363923,3.933288838,3.239793692,54.95,0.82368568
14544,0.002714532,44.75644469,0.77713986,3.918691031,3.234087726,54.2,0.825297963
14545,0.00566983,44.76211452,0.78314094,3.938154774,3.144694257,53.55,0.798519722
14546,0.003251859,44.76536638,0.78914202,3.949508624,3.230283749,54.95,0.817895099
14547,0.002177205,44.76754359,0.78464121,3.920313009,3.152936208,54.8,0.804256242
14548,0.002714532,44.77025812,0.7801404,3.921934988,3.175760073,54.05,0.809743171
14549,0.004057849,44.77431597,0.77814004,3.920313009,3.171956095,53.95,0.809107867
14550,0.002983195,44.77729916,0.77713986,3.925178945,3.18463602,53.15,0.811335245
14551,0.002177205,44.77947637,0.77563959,3.912203116,3.144060261,52.65,0.803654659
14552,0.002983195,44.78245956,0.77713986,3.913825095,3.222041798,52.6,0.823246241
14553,0.003520522,44.78598009,0.77663977,3.913825095,3.268957519,52.35,0.83523342
14554,0.005401167,44.79138125,0.77563959,3.920313009,3.239793692,53.65,0.826411994
14555,0.002714532,44.79409578,0.77713986,3.917069052,3.225211779,54.4,0.823373736
14556,0.00566983,44.79976562,0.77413932,3.939776753,3.258179583,54.25,0.826995992
14557,0.003520522,44.80328614,0.77814004,3.941398731,3.282905436,55,0.832929034
14558,0.002714532,44.80600067,0.78314094,3.933288838,3.251205625,54.2,0.826587052
14559,0.003520522,44.80952119,0.78964211,3.944642688,3.244865662,53.95,0.822600656
14560,0.002445868,44.81196706,0.78764175,3.930044881,3.223943786,54.65,0.820332562
14561,0.005132503,44.81709956,0.78214076,3.921934988,3.137086302,55.45,0.799882281
14562,0.002177205,44.81927677,0.78114058,3.925178945,3.121870393,55.05,0.795344731
14563,0.005401167,44.82467794,0.77814004,3.925178945,3.180832043,53.95,0.810366123
14564,0.002445868,44.8271238,0.77163887,3.938154774,3.216969828,53.35,0.816872371
14565,0.002445868,44.82956967,0.77263905,3.93166686,3.142792268,53,0.799353653
14566,0.003251859,44.83282153,0.77463941,3.944642688,3.220139809,52.9,0.816332445
14567,0.003789186,44.83661072,0.7751395,3.934910817,3.195413956,52.65,0.812067695
14568,0.005401167,44.84201188,0.77463941,3.938154774,3.167518122,53.25,0.804315296
14569,0.002714532,44.84472642,0.77463941,3.94302071,3.196681948,54.15,0.810719036
14570,0.005938494,44.85066491,0.77663977,3.926800924,3.171956095,53.65,0.807771047
14571,0.002983195,44.8536481,0.77663977,3.944642688,3.223943786,53.65,0.817296785
14572,0.003251859,44.85689996,0.77814004,3.941398731,3.220139809,53.95,0.817004325
14573,0.003520522,44.86042049,0.78264085,3.933288838,3.244865662,53.75,0.824975179
14574,0.003789186,44.86420967,0.78114058,3.949508624,3.191609979,53,0.808103053
14575,0.002445868,44.86665554,0.78414112,3.949508624,3.196681948,54.35,0.809387256
14576,0.003251859,44.8699074,0.7851413,3.96572841,3.219505813,54.05,0.811832148
14577,0.005401167,44.87530857,0.78214076,3.928422902,3.14596225,53.4,0.800820667
14578,0.002983195,44.87829176,0.77964031,3.933288838,3.204289903,53.35,0.814659191
14579,0.005938494,44.88423026,0.77713986,3.936532795,3.242329677,52.65,0.823651128
14580,0.003520522,44.88775078,0.7751395,3.926800924,3.220139809,52.35,0.820041523
14581,0.002445868,44.89019665,0.77463941,3.920313009,3.260715568,51.9,0.831748781
14582,0.003520522,44.89371717,0.77663977,3.915447074,3.210629866,51.75,0.819990618
14583,0.002714532,44.8964317,0.77313914,3.920313009,3.216969828,52.7,0.820590045
14584,0.003251859,44.89968356,0.77413932,3.920313009,3.214433843,54.15,0.819943161
14585,0.003520522,44.90320408,0.7751395,3.925178945,3.200485926,54,0.815373253
14586,0.00566983,44.90887391,0.77413932,3.920313009,3.204289903,53.4,0.817355628
14587,0.000833887,44.9097078,0.77663977,3.925178945,3.232819734,53.15,0.82361079
14588,0.00566983,44.91537763,0.78914202,3.925178945,3.227113768,53.3,0.822157107
14589,0.002714532,44.91809216,0.78814184,3.934910817,3.17956405,54.25,0.808039673
14590,0.002445868,44.92053803,0.78664157,3.933288838,3.144060261,54.75,0.799346397
14591,0.002983195,44.92352123,0.78864193,3.94302071,3.156740186,54.5,0.800589299
14592,0.002177205,44.92569843,0.78564139,3.946264667,3.17449208,53.4,0.804429593
14593,0.002983195,44.92868163,0.78114058,3.933288838,3.167518122,53.05,0.805310327
14594,0.002714532,44.93139616,0.77964031,3.955996539,3.234087726,52.6,0.817515307
14595,0.00566983,44.93706599,0.77663977,3.949508624,3.212531854,52.3,0.81340039
14596,0.002714532,44.93978052,0.77663977,3.934910817,3.201119922,52.4,0.813517783
14597,0.002445868,44.94222639,0.77663977,3.930044881,3.221407802,52.1,0.819687281
14598,0.003251859,44.94547825,0.77663977,3.933288838,3.201119922,53.8,0.813853255
14599,0.00486384,44.95034209,0.77463941,3.938154774,3.241061685,53.55,0.822989921
14600,0.003520522,44.95386261,0.77713986,3.946264667,3.24866964,53.4,0.823226497
14601,0.002714532,44.95657714,0.77563959,3.934910817,3.270859508,53.15,0.831241078
14602,0.002983195,44.95956034,0.78314094,3.936532795,3.362788962,53.55,0.854251479
14603,0.002983195,44.96254353,0.78464121,3.936532795,3.262617557,53.4,0.828804871
14604,0.00566983,44.96821336,0.78464121,3.934910817,3.278467463,56.65,0.833174528
14605,0.002983195,44.97119656,0.78464121,3.938154774,3.249937632,56.25,0.825243755
14606,0.00566983,44.97686639,0.78214076,3.921934988,3.208093881,54.6,0.817987522
14607,0.002445868,44.97931226,0.77814004,3.928422902,3.216969828,53.55,0.818896007
14608,0.002983195,44.98229545,0.77763995,3.913825095,3.190341986,52.9,0.815146796
14609,0.005401167,44.98769662,0.77613968,3.908959159,3.225211779,53.1,0.825081984
14610,0.003520522,44.99121714,0.77914022,3.933288838,3.239793692,52.9,0.82368568
14611,0.00566983,44.99688697,0.77763995,3.912203116,3.262617557,52.3,0.833959143
14612,0.002983195,44.99987017,0.77563959,3.923556967,3.253741609,52.35,0.829283642
14613,0.00566983,45.00554,0.77413932,3.910581138,3.208093881,53.75,0.820362439
14614,0.003520522,45.00906052,0.77663977,3.928422902,3.229015756,53.8,0.821962359
14615,0.003789186,45.01284971,0.77713986,3.930044881,3.242329677,53,0.825010852
14616,0.002714532,45.01556424,0.77413932,3.925178945,3.305729301,52.9,0.842185629
14617,0.002177205,45.01774144,0.78164067,3.936532795,3.315239244,52.9,0.842172393
14618,0.003520522,45.02126196,0.7851413,3.936532795,3.234087726,53.25,0.82155742
14619,0.002714532,45.0239765,0.78314094,3.930044881,3.235355719,56.4,0.823236328
14620,0.003789186,45.02776568,0.78464121,3.946264667,3.244231666,55.15,0.822101896
14621,0.004057849,45.03182353,0.78264085,3.934910817,3.19477996,54.15,0.811906574
14622,0.005132503,45.03695604,0.77563959,3.920313009,3.235355719,53.55,0.825279949
14623,0.002983195,45.03993923,0.77563959,3.933288838,3.253741609,53.25,0.827231801
14624,0.002714532,45.04265376,0.77613968,3.933288838,3.211263862,52.55,0.816432251
14625,0.002714532,45.04536829,0.77663977,3.941398731,3.301291327,52.45,0.837593847
14626,0.002714532,45.04808283,0.77663977,3.938154774,3.260715568,52.05,0.827980553
14627,0.002445868,45.05052869,0.77563959,3.930044881,3.253741609,52.75,0.827914619
14628,0.002983195,45.05351189,0.77613968,3.94302071,3.281637444,53.65,0.832264826
14629,0.003789186,45.05730108,0.77864013,3.952752581,3.314605248,53.45,0.838556216
14630,0.003789186,45.06109026,0.77864013,3.947886646,3.29241538,52.8,0.833969076
14631,0.000833887,45.06192415,0.77914022,3.951130603,3.270859508,52.65,0.82782875
14632,0.000565224,45.06248937,0.77914022,3.934910817,3.204289903,51.65,0.814323387
14633,0.001102551,45.06359192,0.77864013,3.934910817,3.206191892,51,0.814806749
14634,0.00029656,45.06388848,0.77914022,3.934910817,3.334259131,50.15,0.847353164
14635,0.001639878,45.06552836,0.77964031,3.93166686,3.315239244,49.55,0.843214688
14636,0.000027897,45.06555626,0.77663977,3.930044881,3.167518122,48.9,0.805975051
14637,0.00029656,45.06585282,0.77763995,3.93166686,3.274029489,48.3,0.832733191
14638,0.000027897,45.06588072,0.77713986,3.926800924,3.34123309,47.8,0.850879165
14639,0.000027897,45.06590861,0.77663977,3.928422902,3.239793692,47.3,0.824705937
14640,0.000027897,45.06593651,0.77763995,3.928422902,3.230283749,46.85,0.822285133
14641,0.001371214,45.06730773,0.77914022,3.933288838,3.309533278,46.6,0.841416284
14642,0.000833887,45.06814161,0.77713986,3.930044881,3.244865662,46.1,0.825656134
14643,0.000565224,45.06870684,0.77763995,3.928422902,3.216969828,45.7,0.818896007
14644,0.001102551,45.06980939,0.77914022,3.933288838,3.321579207,45.4,0.844478843
14645,0.000833887,45.07064328,0.77914022,3.933288838,3.334259131,45.05,0.847702589
14646,0.001102551,45.07174583,0.77814004,3.933288838,3.18970799,44.65,0.810951883
14647,0.00029656,45.07204239,0.77663977,3.926800924,3.262617557,44.3,0.830858915
14648,0.000027897,45.07207028,0.77663977,3.921934988,3.339331101,43.95,0.851449887
14649,0.001639878,45.07371016,0.77814004,3.925178945,3.229015756,43.7,0.822641668
14650,0.000565224,45.07427539,0.77763995,3.917069052,3.225211779,43.3,0.823373736
14651,0.001371214,45.0756466,0.77814004,3.920313009,3.315239244,43.05,0.845656772
14652,0.000565224,45.07621182,0.77663977,3.913825095,3.262617557,42.7,0.833613531
14653,-0.000240767,45.07597106,0.77363923,3.908959159,3.216969828,42.55,0.822973507
14654,0.001102551,45.07707361,0.77613968,3.915447074,3.307631289,42.2,0.844764653
14655,0.000027897,45.07710151,0.77413932,3.905715202,3.251205625,41.8,0.832422605
14656,0.001102551,45.07820406,0.77563959,3.913825095,3.163714144,41.7,0.808343262
14657,0.000833887,45.07903794,0.77563959,3.912203116,3.268957519,41.5,0.835579703
14658,0.00029656,45.0793345,0.77463941,3.908959159,3.246133655,41.3,0.830434272
14659,0.001371214,45.08070572,0.77864013,4.132792205,3.21316585,41,0.777480621
14660,0.00029656,45.08100228,0.77914022,4.337161508,3.191609979,40.65,0.735875289
14661,0.000565224,45.0815675,0.77914022,4.47340771,3.327919169,40.5,0.743933794
14662,0.000833887,45.08240139,0.78064049,4.56586049,3.263885549,40.3,0.714845659
14663,0.000833887,45.08323528,0.78214076,4.595056105,3.208093881,40.1,0.69816207
14664,0.000565224,45.0838005,0.78164067,4.598300062,3.304461308,39.75,0.718626724
14665,0.001102551,45.08490305,0.78364103,4.608031934,3.327285173,39.7,0.722062091
14666,0.000833887,45.08573694,0.78214076,4.611275891,3.22330979,39.5,0.69900606
14667,-0.000240767,45.08549617,0.7801404,4.611275891,3.275931478,39.1,0.710417584
14668,0.001371214,45.08686739,0.78314094,4.622629741,3.338063109,39,0.72211345
14669,0.001371214,45.0882386,0.78214076,4.629117655,3.248035643,38.85,0.701653292
14670,0.018297015,45.10653562,0.78864193,4.653447334,3.943529512,38.95,0.847442601
14671,0.01023711,45.11677273,0.78664157,4.638849527,3.908659719,41.3,0.842592478
14672,0.0110431,45.12781583,0.78664157,4.645337441,4.038628947,44.55,0.869394096
14673,0.003520522,45.13133635,0.78714166,4.671289099,4.035458966,46.65,0.86388551
14674,0.003520522,45.13485687,0.79864373,4.668045142,4.086178665,47,0.875351146
14675,0.008625129,45.143482,0.79764355,4.655069313,4.033556978,49.75,0.866486986
14676,0.006475821,45.14995782,0.79714346,4.666423163,3.951137467,49.45,0.846716495
14677,0.003520522,45.15347834,0.79764355,4.666423163,3.949235478,47.4,0.846308905
14678,0.009162456,45.1626408,0.79914382,4.671289099,3.965085384,48.9,0.848820379
14679,0.002714532,45.16535533,0.79714346,4.659935249,3.948601482,49.65,0.847351148
14680,0.007819138,45.17317447,0.79664337,4.66966712,3.970157354,50.2,0.850201364
14681,0.003251859,45.17642633,0.79714346,4.684264928,3.94226152,50.6,0.841596618
14682,0.005132503,45.18155883,0.79714346,4.66966712,3.953039456,49.55,0.8465356
14683,0.002714532,45.18427336,0.79764355,4.689130863,3.935287561,48.65,0.839236028
14684,0.005401167,45.18967453,0.79764355,4.674533056,3.925777618,47.95,0.83982241
14685,0.002714532,45.19238906,0.79814364,4.684264928,3.927679606,49.05,0.838483661
14686,0.003520522,45.19590959,0.80064409,4.682642949,3.933385573,49.85,0.839992631
14687,0.00486384,45.20077343,0.79664337,4.663179206,3.876959908,48.95,0.831398438
14688,0.002177205,45.20295063,0.78914202,4.659935249,3.838286137,48.85,0.823677998
14689,0.006207157,45.20915779,0.78714166,4.679398992,3.885835855,49.7,0.830413449
14690,0.002177205,45.21133499,0.78664157,4.692374821,3.934653565,49.3,0.838520731
14691,0.004057849,45.21539284,0.78864193,4.684264928,3.961281407,49.5,0.845656996
14692,0.003251859,45.2186447,0.79314274,4.702106692,3.968255365,49.8,0.843931375
14693,0.00486384,45.22350854,0.79414292,4.690752842,3.987275252,49.7,0.850028852
14694,0.001371214,45.22487975,0.79564319,4.703728671,3.977131313,51,0.845527366
14695,0.00566983,45.23054959,0.79714346,4.671289099,3.914365686,50.15,0.837962627
14696,0.000833887,45.23138347,0.79664337,4.684264928,3.948601482,50.5,0.842950077
14697,0.00566983,45.2370533,0.79564319,4.687508885,3.939725535,51.35,0.840473188
14698,0.000565224,45.23761853,0.7951431,4.672911077,3.929581595,50.55,0.840927963
14699,0.006207157,45.24382568,0.79464301,4.698862735,3.935287561,51.05,0.837497876
14700,0.000833887,45.24465957,0.79464301,4.700484714,3.946065497,51.4,0.839501825
14701,0.005401167,45.25006074,0.79564319,4.66966712,3.914365686,50.05,0.838253688
14702,0.002445868,45.25250661,0.78564139,4.666423163,3.866181972,50.05,0.828510797
14703,0.006207157,45.25871376,0.78414112,4.668045142,3.862377994,50.7,0.827408021
14704,0.002983195,45.26169696,0.78264085,4.65831327,3.783128465,50.7,0.812124099
14705,0.00566983,45.26736679,0.78214076,4.655069313,3.808488314,50.7,0.818137832
14706,0.003789186,45.27115598,0.78414112,4.664801184,3.815462273,51.25,0.817926021
14707,0.002714532,45.27387051,0.78214076,4.672911077,3.901051765,51.05,0.834822598
14708,0.001371214,45.27524172,0.78364103,4.676155035,3.887737844,51.75,0.831396268
14709,0.004057849,45.27929957,0.78714166,4.677777013,3.890907825,51.2,0.831785657
14710,0.000833887,45.28013346,0.78714166,4.685886906,3.923875629,51.5,0.837381633
14711,0.002983195,45.28311665,0.78614148,4.674533056,3.875057919,51.6,0.828972193
14712,0.002177205,45.28529386,0.78714166,4.676155035,3.899783772,51,0.833972301
14713,0.002983195,45.28827705,0.78864193,4.65831327,3.935287561,50.55,0.844788088
14714,0.003520522,45.29179758,0.78964211,4.685886906,3.920705648,51.05,0.836705137
14715,0.002983195,45.29478077,0.78914202,4.655069313,3.869351953,51.25,0.831212533
14716,0.006207157,45.30098793,0.78814184,4.648581398,3.830678183,51,0.824053158
14717,0.003520522,45.30450845,0.78314094,4.64695942,3.855404036,50.75,0.829661653
14718,0.005132503,45.30964096,0.78064049,4.651825356,3.846528088,51.25,0.826885748
14719,0.002714532,45.31235549,0.78114058,4.64695942,3.76537657,51.3,0.81028824
14720,0.006475821,45.31883131,0.78214076,4.663179206,3.792004412,52.3,0.813180074
14721,0.002983195,45.3218145,0.78214076,4.671289099,3.799612367,52.1,0.813396963
14722,0.00486384,45.32667834,0.78164067,4.674533056,3.78566445,51.9,0.809848685
14723,0.000833887,45.32751223,0.78464121,4.676155035,3.857306024,52.45,0.824888396
14724,0.00566983,45.33318206,0.79064229,4.65831327,3.767278559,52,0.8087216
14725,0.002983195,45.33616526,0.78914202,4.651825356,3.794540397,51.55,0.815709986
14726,0.007013148,45.3431784,0.78964211,4.661557227,3.845260096,51.8,0.824887459
14727,0.003520522,45.34669893,0.78864193,4.671289099,3.841456119,51.75,0.822354609
14728,0.002983195,45.34968212,0.78914202,4.684264928,3.930215591,51.9,0.839025045
14729,0.002983195,45.35266532,0.78864193,4.659935249,3.883933866,52.3,0.833473784
14730,0.00486384,45.35752916,0.78764175,4.653447334,3.837652141,52.2,0.824690142
14731,0.002445868,45.35997503,0.78214076,4.638849527,3.787566439,51.8,0.816488316
14732,0.006475821,45.36645085,0.78464121,4.633983591,3.710852894,51.95,0.800791117
14733,0.002445868,45.36889672,0.78164067,4.642093484,3.740016721,52.25,0.805674581
14734,0.005938494,45.37483521,0.78464121,4.651825356,3.769180548,52.6,0.810258395
14735,0.003251859,45.37808707,0.78564139,4.630739634,3.700708955,53.2,0.799161526
14736,0.005938494,45.38402556,0.78814184,4.642093484,3.75206265,53.15,0.808269515
14737,0.003789186,45.38781475,0.78814184,4.64695942,3.725434808,52.85,0.801692993
14738,0.003789186,45.39160393,0.78964211,4.63560557,3.787566439,53.1,0.817059688
14739,0.002177205,45.39378114,0.78714166,4.617763805,3.749526665,53.1,0.811978876
14740,0.00566983,45.39945097,0.78814184,4.632361613,3.781860473,52.55,0.816400098
14741,0.002714532,45.4021655,0.78714166,4.643715463,3.828776194,52.55,0.824507062
14742,0.005401167,45.40756667,0.78914202,4.637227548,3.818632254,52.55,0.823473124
14743,0.002714532,45.4102812,0.78814184,4.637227548,3.78566445,52.9,0.816363745
14744,0.005401167,45.41568237,0.78714166,4.640471506,3.852234055,52.7,0.8301385
14745,0.002714532,45.4183969,0.78264085,4.611275891,3.76537657,52.5,0.81655851
14746,0.00566983,45.42406673,0.78264085,4.616141827,3.749526665,52.3,0.812264182
14747,0.002983195,45.42704992,0.7851413,4.612897869,3.723532819,52.7,0.80720036
14748,0.006475821,45.43352574,0.78564139,4.640471506,3.704512932,52.7,0.798305286
14749,0.002445868,45.43597161,0.78764175,4.640471506,3.689931019,53.1,0.795162951
14750,0.002714532,45.43868615,0.79114238,4.630739634,3.717826853,53.65,0.802858106
14751,0.001908541,45.44059469,0.79314274,4.633983591,3.731140774,53.4,0.805169181
14752,0.006475821,45.44707051,0.79714346,4.633983591,3.80088036,53.6,0.820218778
14753,0.002445868,45.44951638,0.79564319,4.637227548,3.753330642,53.1,0.809391086
14754,0.005401167,45.45491754,0.79564319,4.619385784,3.738114732,53,0.809223327
14755,0.002983195,45.45790074,0.79564319,4.633983591,3.772984525,53.1,0.814198939
14756,0.006207157,45.4641079,0.79664337,4.625873698,3.783762461,52.95,0.817956284
14757,0.00029656,45.46440446,0.79564319,4.63560557,3.788834431,54,0.817333221
14758,0.005401167,45.46980562,0.79564319,4.627495677,3.783128465,53.6,0.817532577
14759,0.002983195,45.47278882,0.79214256,4.621007762,3.729238785,53.15,0.807018507
14760,0.006207157,45.47899598,0.78964211,4.612897869,3.718460849,52.8,0.80610084
14761,0.002714532,45.48171051,0.78414112,4.619385784,3.67788509,53.65,0.796184874
14762,0.005401167,45.48711167,0.78464121,4.629117655,3.700708955,53.4,0.799441542
14763,0.003251859,45.49036353,0.78564139,4.633983591,3.68802903,53.5,0.795865794
14764,0.002983195,45.49334673,0.78714166,4.64695942,3.740016721,53.8,0.804830941
14765,0.001102551,45.49444928,0.78964211,4.64695942,3.746356683,53.75,0.806195266
14766,0.00566983,45.50011911,0.78864193,4.633983591,3.712754883,53.65,0.80120156
14767,0.001371214,45.50149032,0.79264265,4.650203377,3.781226476,53.6,0.81313142
14768,0.005938494,45.50742882,0.79464301,4.627495677,3.759036608,53.4,0.812326336
14769,0.002983195,45.51041201,0.79314274,4.625873698,3.774252518,54.2,0.815900469
14770,0.005401167,45.51581318,0.79314274,4.627495677,3.822436232,53.8,0.82602697
14771,-0.000240767,45.51557241,0.79114238,4.642093484,3.827508201,53.4,0.824522
14772,0.005132503,45.52070492,0.79264265,4.637227548,3.805952329,53.65,0.820738747
14773,0.00029656,45.52100148,0.79314274,4.640471506,3.816730265,53.35,0.822487599
14774,0.005401167,45.52640264,0.79214256,4.616141827,3.811658296,52.85,0.825723827
14775,0.003251859,45.5296545,0.78564139,4.616141827,3.724166815,53.15,0.806770449
14776,0.003251859,45.53290636,0.78464121,4.616141827,3.7267028,53.65,0.807319823
14777,0.002983195,45.53588956,0.78464121,4.609653912,3.702610943,53.6,0.803229703
14778,0.005132503,45.54102206,0.78764175,4.642093484,3.750160661,53.65,0.807859789
14779,0.002177205,45.54319927,0.78964211,4.632361613,3.68295706,53.6,0.79504956
14780,0.003520522,45.54671979,0.79214256,4.64695942,3.76537657,53.75,0.81028824
14781,0.002983195,45.54970298,0.79564319,4.63560557,3.746356683,53.6,0.808169856
14782,0.005132503,45.55483549,0.79464301,4.642093484,3.797076382,53.3,0.817966376
14783,0.000027897,45.55486338,0.79414292,4.63560557,3.75206265,53.05,0.809400755
14784,0.00566983,45.56053321,0.79464301,4.621007762,3.755232631,53.7,0.812643653
14785,0.002177205,45.56271042,0.79214256,4.625873698,3.793906401,53.85,0.820149154
14786,0.002714532,45.56542495,0.79064229,4.645337441,3.850966062,54.55,0.828995979
14787,0.002445868,45.56787082,0.7901422,4.625873698,3.817364262,53.7,0.825220166
14788,0.00566983,45.57354065,0.78964211,4.622629741,3.848430077,53.45,0.832519646
14789,0.003520522,45.57706117,0.78864193,4.614519848,3.769814544,53.3,0.816946219
14790,0.005401167,45.58246234,0.78564139,4.617763805,3.762840586,53.15,0.814862073
14791,0.002983195,45.58544553,0.78714166,4.627495677,3.753964638,53.45,0.811230285
14792,0.005938494,45.59138403,0.78764175,4.640471506,3.725434808,53.7,0.802813853
14793,0.002714532,45.59409856,0.79114238,4.645337441,3.771716533,54.55,0.811935964
14794,0.002983195,45.59708176,0.79814364,4.650203377,3.814828277,54.35,0.820357298
14795,0.002445868,45.59952762,0.79964391,4.63560557,3.797710378,53.9,0.819247954
14796,0.001908541,45.60143617,0.80114418,4.643715463,3.83448216,54.1,0.825735812
14797,0.002714532,45.6041507,0.80064409,4.621007762,3.778056495,54.2,0.817582806
14798,0.002983195,45.60713389,0.800144,4.62425172,3.799612367,53.9,0.821670748
14799,0.002983195,45.61011709,0.79464301,4.637227548,3.79073642,53.95,0.817457496
14800,0.005401167,45.61551825,0.79564319,4.63560557,3.774886514,54.35,0.814324355
14801,0.000565224,45.61608348,0.79364283,4.63560557,3.797710378,54.5,0.819247954
14802,0.002445868,45.61852935,0.78914202,4.633983591,3.799612367,54.15,0.819945149
14803,0.002714532,45.62124388,0.78414112,4.617763805,3.733676759,53.85,0.808546499
14804,0.003789186,45.62503306,0.78864193,4.627495677,3.731140774,53.7,0.806298057
14805,0.002714532,45.6277476,0.78714166,4.629117655,3.711486891,54,0.801769833
