time,slip velocity (m/s),accumlated slip (m),axial shortening (mm),normal stress (MPa),shear stress (MPa),temp (¢ªC),friction
2518,0.002714532,6.42334051,0.4750855,0.679599777,0.843921923,28.85,1.241792525
2519,0.002714532,6.426055042,0.48158667,0.681221756,0.833143987,28.6,1.223014356
2520,0.002983195,6.429038237,0.48758775,0.689331649,0.838849953,28.5,1.216903293
2521,0.002983195,6.432021433,0.48908802,0.694197584,0.858503837,28.4,1.236685139
2522,0.002177205,6.434198638,0.48408712,0.694197584,0.873719746,28.5,1.258603841
2523,0.001371214,6.435569852,0.47808604,0.655270098,0.81919607,29.05,1.2501655
2524,0.002445868,6.438015721,0.4750855,0.655270098,0.824902036,28.65,1.258873308
2525,0.002445868,6.440461589,0.47108478,0.648782184,0.828706014,28.55,1.277325479
2526,0.002983195,6.443444784,0.47308514,0.661758013,0.842653931,28.6,1.273356597
2527,0.002983195,6.44642798,0.47258505,0.668245927,0.869281773,28.45,1.300841109
2528,0.002177205,6.448605185,0.47208496,0.671489884,0.870549765,28.4,1.296445093
2529,0.002714532,6.451319717,0.47308514,0.67635582,0.868647776,28.45,1.284305909
2530,0.00566983,6.456989547,0.47308514,0.658514055,0.830608002,28.85,1.261336786
2531,0.002177205,6.459166752,0.47058469,0.656892077,0.823634044,29.6,1.253834645
2532,0.002177205,6.461343957,0.47208496,0.668245927,0.838849953,29.45,1.255301259
2533,0.002714532,6.464058489,0.47658577,0.67635582,0.835679972,28.85,1.235562625
2534,0.001639878,6.465698367,0.48158667,0.677977799,0.829974006,28.6,1.224190538
2535,0.002714532,6.468412899,0.48758775,0.68770967,0.833777983,28.4,1.212398225
2536,0.003251859,6.471664757,0.48708766,0.69906352,0.868647776,28.45,1.242587764
2537,0.002714532,6.474379289,0.48208676,0.66500197,0.837581961,29.4,1.259518015
2538,0.001639878,6.476019167,0.47458541,0.656892077,0.812856108,28.85,1.237427176
2539,0.001908541,6.477927709,0.47258505,0.655270098,0.826170029,28.55,1.260808376
2540,0.001908541,6.47983625,0.47158487,0.652026141,0.828706014,28.55,1.270970535
2541,0.001908541,6.481744792,0.47208496,0.661758013,0.844555919,28.4,1.276230742
2542,0.002983195,6.484727987,0.47258505,0.677977799,0.868647776,28.4,1.281233365
2543,0.002714532,6.487442519,0.47358523,0.677977799,0.867379784,28.4,1.279363108
2544,0.002983195,6.490425714,0.47408532,0.65364812,0.842019934,28.55,1.288185354
2545,0.002714532,6.493140246,0.47208496,0.652026141,0.836947965,29.85,1.283611058
2546,0.001908541,6.495048788,0.47058469,0.648782184,0.830608002,29.7,1.280257108
2547,0.003251859,6.498300647,0.47458541,0.66500197,0.842653931,29.25,1.267145015
2548,0.002983195,6.501283842,0.48058649,0.673111863,0.842653931,28.85,1.251877997
2549,0.002177205,6.503461047,0.48308694,0.663379991,0.823634044,28.5,1.241572032
2550,0.004595176,6.508056223,0.48658757,0.669867906,0.847725901,28.45,1.265512041
2551,0.001908541,6.509964765,0.48158667,0.67635582,0.872451754,28.6,1.289930134
2552,0.003251859,6.513216624,0.47808604,0.647160205,0.828706014,29.5,1.280526841
2553,0.001371214,6.514587838,0.46908442,0.632562398,0.810320123,28.75,1.281012159
2554,0.001639878,6.516227716,0.47058469,0.637428334,0.81919607,28.65,1.285157918
2555,0.001639878,6.517867594,0.46858433,0.627696462,0.81919607,28.6,1.30508314
2556,0.002714532,6.520582126,0.47058469,0.645538227,0.848993893,28.55,1.315172143
2557,0.001371214,6.52195334,0.46908442,0.652026141,0.85786984,28.35,1.315698538
2558,0.002177205,6.524130545,0.47058469,0.655270098,0.85786984,28.5,1.309185087
2559,0.002714532,6.526845077,0.47058469,0.637428334,0.821732055,28.85,1.289136381
2560,0.002445868,6.529290945,0.47058469,0.639050312,0.817928078,29.75,1.279911866
2561,0.002983195,6.532274141,0.47058469,0.652026141,0.835679972,29.65,1.281666362
2562,0.002177205,6.534451346,0.47458541,0.65364812,0.826804025,29.1,1.264906912
2563,0.002983195,6.537434541,0.48158667,0.661758013,0.829974006,28.65,1.254195628
2564,0.003251859,6.5406864,0.48558739,0.674733841,0.831875995,28.5,1.232895023
2565,0.002445868,6.543132268,0.48608748,0.67635582,0.853431867,28.35,1.261809009
2566,0.002445868,6.545578137,0.48158667,0.658514055,0.833143987,28.6,1.265187858
2567,0.002714532,6.548292669,0.47658577,0.656892077,0.817928078,29.2,1.245148338
2568,0.002445868,6.550738537,0.47258505,0.656892077,0.823634044,28.75,1.253834645
2569,0.002445868,6.553184406,0.47208496,0.650404162,0.826804025,28.55,1.271215765
2570,0.002714532,6.555898937,0.47358523,0.663379991,0.846457908,28.65,1.275977448
2571,0.002983195,6.558882133,0.47358523,0.674733841,0.869281773,28.55,1.28833285
2572,0.002983195,6.561865328,0.47408532,0.677977799,0.876255731,28.5,1.292454905
2573,0.002177205,6.564042533,0.47208496,0.656892077,0.842653931,28.6,1.282789001
2574,0.003789186,6.567831719,0.47358523,0.661758013,0.838849953,29.7,1.267608306
2575,0.001639878,6.569471597,0.47108478,0.655270098,0.823634044,29.6,1.25693824
2576,0.002445868,6.571917465,0.47408532,0.66500197,0.842019934,29.5,1.26619164
2577,0.002177205,6.57409467,0.47908622,0.674733841,0.842653931,28.8,1.248868634
2578,0.003251859,6.577346529,0.4850873,0.679599777,0.831875995,28.7,1.224067492
2579,0.001371214,6.578717744,0.48658757,0.673111863,0.844555919,28.4,1.254703662
2580,0.002445868,6.581163612,0.48308694,0.684465713,0.880693705,28.65,1.286687833
2581,0.002177205,6.583340817,0.47708586,0.648782184,0.8141241,29.45,1.254849656
2582,0.003251859,6.586592676,0.47358523,0.645538227,0.824902036,29.1,1.27785157
2583,0.002714532,6.589307208,0.47158487,0.640672291,0.826170029,28.65,1.289536071
2584,0.002177205,6.591484413,0.46958451,0.637428334,0.826804025,28.65,1.297093306
2585,0.002983195,6.594467608,0.47158487,0.645538227,0.842653931,28.65,1.30535094
2586,0.002983195,6.597450804,0.47208496,0.658514055,0.870549765,28.55,1.321991168
2587,0.005401167,6.60285197,0.47058469,0.658514055,0.866745788,28.45,1.31621456
2588,0.002177205,6.605029175,0.46958451,0.632562398,0.816026089,28.8,1.290032559
2589,0.002714532,6.607743707,0.47058469,0.647160205,0.835679972,30.15,1.291303089
2590,0.002177205,6.609920912,0.47058469,0.647160205,0.828706014,29.45,1.280526841
2591,0.002983195,6.612904108,0.47358523,0.660136034,0.835679972,29.2,1.265920854
2592,0.001639878,6.614543985,0.47908622,0.655270098,0.828706014,28.8,1.264678513
2593,0.001639878,6.616183863,0.48358703,0.658514055,0.828706014,28.5,1.258448482
2594,0.001639878,6.617823741,0.48358703,0.66500197,0.846457908,28.4,1.272865264
2595,0.002714532,6.620538273,0.48208676,0.656892077,0.831875995,28.85,1.266381532
2596,0.002983195,6.623521469,0.47458541,0.643916248,0.814758096,29.3,1.265316878
2597,0.002445868,6.625967337,0.47158487,0.635806355,0.817294081,28.85,1.28544497
2598,0.001639878,6.627607215,0.47058469,0.632562398,0.821732055,28.65,1.299052959
2599,0.002983195,6.63059041,0.47308514,0.645538227,0.842019934,28.6,1.304368819
2600,0.002714532,6.633304942,0.47158487,0.661758013,0.865477795,28.6,1.307846341
2601,0.003251859,6.636556801,0.47208496,0.661758013,0.863575806,28.5,1.304972195
2602,0.004326513,6.640883314,0.46958451,0.632562398,0.826170029,28.45,1.306068826
2603,0.002983195,6.643866509,0.46958451,0.640672291,0.823634044,29.65,1.285577752
2604,0.002714532,6.646581041,0.47058469,0.639050312,0.823000047,29.75,1.287848596
2605,0.002714532,6.649295573,0.47208496,0.648782184,0.828706014,29.5,1.277325479
2606,0.002714532,6.652010105,0.47758595,0.660136034,0.830608002,29.05,1.258237635
2607,0.002714532,6.654724637,0.48308694,0.663379991,0.824902036,28.6,1.243483444
2608,0.002983195,6.657707832,0.48758775,0.669867906,0.847725901,28.45,1.265512041
2609,0.002983195,6.660691028,0.48408712,0.673111863,0.870549765,28.55,1.293321085
2610,0.002983195,6.663674223,0.47558559,0.645538227,0.817928078,29.25,1.267048246
2611,0.002445868,6.666120092,0.47208496,0.637428334,0.802078172,29.05,1.258303294
2612,0.002983195,6.669103287,0.47308514,0.640672291,0.810320123,28.65,1.264796581
2613,0.002983195,6.672086482,0.47258505,0.637428334,0.824902036,28.65,1.294109459
2614,0.001908541,6.673995024,0.47158487,0.645538227,0.842019934,28.4,1.304368819
2615,0.002714532,6.676709556,0.47208496,0.65364812,0.859771829,28.5,1.315343536
2616,0.002714532,6.679424088,0.47158487,0.652026141,0.854699859,28.5,1.310836798
2617,0.002983195,6.682407283,0.47058469,0.630940419,0.826170029,28.6,1.309426379
2618,0.002177205,6.684584488,0.46958451,0.637428334,0.831875995,30.05,1.305050232
2619,0.002445868,6.687030356,0.47058469,0.645538227,0.842653931,29.75,1.30535094
2620,0.003520522,6.690550879,0.47408532,0.660136034,0.843921923,29.35,1.278406086
2621,0.001908541,6.69245942,0.47908622,0.656892077,0.833777983,28.8,1.269276968
2622,0.002714532,6.695173952,0.48558739,0.663379991,0.833777983,28.65,1.256863328
2623,0.002177205,6.697351157,0.48658757,0.668245927,0.845823912,28.4,1.265737474
2624,0.002177205,6.699528362,0.48208676,0.65364812,0.840751942,29.15,1.286245484
2625,0.001639878,6.70116824,0.47158487,0.637428334,0.810320123,29.2,1.271233298
2626,0.002177205,6.703345445,0.47058469,0.634184376,0.821732055,28.8,1.295730525
2627,0.001908541,6.705253986,0.46908442,0.632562398,0.810954119,28.7,1.282014425
2628,0.002714532,6.707968518,0.46958451,0.640672291,0.835045976,28.65,1.303390185
2629,0.002714532,6.71068305,0.47058469,0.656892077,0.85786984,28.6,1.305952485
2630,0.002445868,6.713128918,0.47058469,0.656892077,0.85786984,28.45,1.305952485
2631,0.001639878,6.714768796,0.46908442,0.645538227,0.85279787,28.45,1.321064865
2632,0.001908541,6.716677338,0.4700846,0.635806355,0.81919607,29.35,1.28843643
2633,0.002177205,6.718854543,0.46908442,0.643916248,0.840751942,30.2,1.305685242
2634,0.002714532,6.721569075,0.47108478,0.647160205,0.831875995,29.9,1.285425136
2635,0.002445868,6.724014943,0.47458541,0.655270098,0.830608002,29.3,1.267581116
2636,0.001639878,6.725654821,0.48058649,0.656892077,0.824902036,28.7,1.255764935
2637,0.002714532,6.728369353,0.48708766,0.66500197,0.829974006,28.65,1.248077515
2638,0.001639878,6.730009231,0.48308694,0.668245927,0.85786984,28.4,1.283763665
2639,0.00029656,6.730305791,0.47458541,0.637428334,0.817928078,29.3,1.283168686
2640,0.002445868,6.73275166,0.47208496,0.637428334,0.807784138,29.2,1.267254835
2641,0.001639878,6.734391538,0.47058469,0.635806355,0.814758096,28.8,1.281456358
2642,0.002983195,6.737374733,0.47158487,0.640672291,0.828706014,28.7,1.293494389
2643,0.002177205,6.739551938,0.47108478,0.642294269,0.840751942,28.65,1.308982474
2644,0.001639878,6.741191816,0.46908442,0.65364812,0.85786984,28.55,1.312433731
2645,0.001639878,6.742831694,0.4700846,0.65364812,0.856601848,28.55,1.310493861
2646,0.001639878,6.744471572,0.46908442,0.635806355,0.829974006,28.65,1.305388031
2647,0.003789186,6.748260758,0.47158487,0.643916248,0.829974006,29.95,1.28894714
2648,0.001639878,6.749900636,0.46958451,0.642294269,0.826804025,29.85,1.2872667
2649,0.001639878,6.751540514,0.47058469,0.648782184,0.828072017,29.4,1.276348269
2650,0.002177205,6.753717718,0.47858613,0.655270098,0.830608002,28.95,1.267581116
2651,0.001639878,6.755357596,0.48358703,0.660136034,0.817928078,28.7,1.239029587
2652,0.002177205,6.757534801,0.48658757,0.666623948,0.837581961,28.45,1.256453452
2653,0.002983195,6.760517997,0.48208676,0.679599777,0.869281773,28.65,1.279108384
2654,0.002714532,6.763232529,0.47458541,0.640672291,0.821732055,29.45,1.282609014
2655,0.003251859,6.766484387,0.47258505,0.642294269,0.817928078,29.4,1.273447571
2656,0.002714532,6.769198919,0.47058469,0.635806355,0.819830066,28.75,1.289433583
2657,0.001908541,6.771107461,0.46958451,0.635806355,0.826804025,28.7,1.300402266
2658,0.002445868,6.773553329,0.47058469,0.652026141,0.849627889,28.65,1.303058015
2659,0.001908541,6.775461871,0.47058469,0.647160205,0.850895882,28.45,1.314814902
2660,0.002714532,6.778176403,0.47058469,0.65364812,0.860405825,28.55,1.316313471
2661,0.002177205,6.780353607,0.46958451,0.637428334,0.81919607,29.3,1.285157918
2662,0.002714532,6.783068139,0.47058469,0.652026141,0.851529878,30.1,1.305975059
2663,0.002983195,6.786051335,0.47058469,0.650404162,0.837581961,29.8,1.287786901
2664,0.002445868,6.788497203,0.47408532,0.652026141,0.829974006,29.3,1.272915231
2665,0.002983195,6.791480399,0.48208676,0.66500197,0.828706014,28.95,1.246170765
2666,0.002983195,6.794463594,0.48708766,0.671489884,0.835679972,28.65,1.2445161
2667,0.002445868,6.796909462,0.48458721,0.67635582,0.851529878,28.55,1.258996896
2668,0.002445868,6.799355331,0.4750855,0.645538227,0.826170029,29.35,1.27981581
2669,0.001908541,6.801263872,0.47208496,0.645538227,0.817928078,29.25,1.267048246
2670,0.002177205,6.803441077,0.47058469,0.640672291,0.810954119,28.95,1.26578616
2671,0.002983195,6.806424273,0.47158487,0.645538227,0.81919607,28.7,1.269012486
2672,0.002445868,6.808870141,0.47058469,0.645538227,0.833143987,28.55,1.290619134
2673,0.003520522,6.812390663,0.47258505,0.658514055,0.861673818,28.6,1.308512416
2674,0.002177205,6.814567868,0.46958451,0.658514055,0.862307814,28.5,1.309475184
2675,0.002177205,6.816745073,0.46958451,0.65364812,0.835045976,28.6,1.277516068
2676,0.002445868,6.819190942,0.46958451,0.656892077,0.836947965,30.25,1.274102694
2677,0.002714532,6.821905474,0.46958451,0.663379991,0.85786984,29.75,1.293180156
2678,0.002177205,6.824082678,0.46908442,0.65364812,0.826804025,29.3,1.264906912
2679,0.002445868,6.826528547,0.47658577,0.658514055,0.826804025,29.1,1.255560178
2680,0.002983195,6.829511742,0.48358703,0.669867906,0.828706014,28.65,1.237118552
2681,0.001908541,6.831420284,0.48558739,0.666623948,0.835045976,28.4,1.25264923
2682,0.002177205,6.833597489,0.47958631,0.679599777,0.864843799,28.6,1.272578108
2683,0.002714532,6.836312021,0.47858613,0.652026141,0.833777983,29.65,1.278749318
2684,0.002445868,6.838757889,0.47358523,0.645538227,0.817928078,29.4,1.267048246
2685,0.002714532,6.841472421,0.47058469,0.643916248,0.821098059,28.85,1.27516282
2686,0.002983195,6.844455616,0.47058469,0.645538227,0.829974006,28.65,1.285708532
2687,0.002445868,6.846901485,0.47058469,0.650404162,0.847725901,28.65,1.303383265
2688,0.001639878,6.848541363,0.46908442,0.652026141,0.855333855,28.65,1.311809146
2689,0.002983195,6.851524558,0.47108478,0.660136034,0.862307814,28.65,1.306257755
2690,0.004595176,6.856119734,0.46858433,0.637428334,0.812222111,28.95,1.274217145
2691,0.002177205,6.858296939,0.4700846,0.656892077,0.843921923,30.05,1.284719291
2692,0.002714532,6.861011471,0.47208496,0.658514055,0.840751942,29.6,1.276741073
2693,0.001908541,6.862920013,0.47308514,0.652026141,0.819830066,29.05,1.257357665
2694,0.001639878,6.864559891,0.47958631,0.658514055,0.826170029,28.7,1.25459741
2695,0.002714532,6.867274422,0.48708766,0.66500197,0.829974006,28.65,1.248077515
2696,0.001639878,6.8689143,0.48558739,0.66500197,0.850895882,28.4,1.279538889
2697,0.002177205,6.871091505,0.48358703,0.652026141,0.842019934,29.3,1.291389841
2698,0.001639878,6.872731383,0.47758595,0.645538227,0.823000047,29.65,1.274905208
2699,0.002177205,6.874908588,0.47408532,0.637428334,0.814758096,29.3,1.278195608
2700,0.001639878,6.876548466,0.47058469,0.635806355,0.821098059,28.85,1.291427889
2701,0.003520522,6.880068988,0.47308514,0.643916248,0.836947965,28.85,1.299777676
2702,0.001639878,6.881708866,0.47108478,0.645538227,0.85279787,28.6,1.321064865
2703,0.002983195,6.884692062,0.47258505,0.668245927,0.866745788,28.65,1.297046121
2704,0.002177205,6.886869267,0.47208496,0.634184376,0.823634044,28.7,1.298729635
2705,0.002983195,6.889852462,0.47258505,0.647160205,0.824902036,29.8,1.274648888
2706,0.002177205,6.892029667,0.47158487,0.658514055,0.845823912,30.35,1.284443217
2707,0.002177205,6.894206872,0.47058469,0.645538227,0.81919607,29.45,1.269012486
2708,0.002177205,6.896384077,0.47858613,0.658514055,0.826804025,29.05,1.255560178
2709,0.003251859,6.899635936,0.48608748,0.668245927,0.831875995,28.8,1.244865043
2710,0.002177205,6.901813141,0.48908802,0.669867906,0.835679972,28.6,1.247529498
2711,0.002983195,6.904796336,0.48308694,0.686087692,0.872451754,28.6,1.271633006
2712,0.002445868,6.907242204,0.4800864,0.660136034,0.828072017,29.8,1.254396025
2713,0.002177205,6.909419409,0.47758595,0.652026141,0.81919607,29.75,1.256385317
2714,0.002983195,6.912402605,0.47558559,0.655270098,0.823634044,29.3,1.25693824
2715,0.002177205,6.91457981,0.47258505,0.652026141,0.829974006,28.65,1.272915231
2716,0.002714532,6.917294342,0.47358523,0.668245927,0.850895882,28.75,1.273327449
2717,0.002445868,6.91974021,0.47408532,0.671489884,0.865477795,28.55,1.288891785
2718,0.002177205,6.921917415,0.47208496,0.677977799,0.853431867,28.5,1.258790286
2719,0.006207157,6.928124572,0.47458541,0.656892077,0.817928078,28.75,1.245148338
2720,0.001639878,6.92976445,0.47208496,0.684465713,0.862307814,30.5,1.259826165
2721,0.002445868,6.932210319,0.47358523,0.673111863,0.838849953,29.8,1.246226667
2722,0.002177205,6.934387524,0.47408532,0.663379991,0.826804025,29.15,1.246350562
2723,0.002714532,6.937102055,0.48308694,0.681221756,0.842653931,28.8,1.236974485
2724,0.002983195,6.940085251,0.48808784,0.684465713,0.835679972,28.65,1.220923059
2725,0.002714532,6.942799783,0.48908802,0.68770967,0.860405825,28.55,1.251117823
2726,0.00566983,6.948469613,0.48208676,0.669867906,0.833777983,28.75,1.244690149
2727,0.002714532,6.951184145,0.47708586,0.663379991,0.826804025,29.7,1.246350562
2728,0.002714532,6.953898677,0.47458541,0.660136034,0.817928078,29.5,1.239029587
2729,0.002177205,6.956075882,0.47258505,0.65364812,0.819830066,28.85,1.254237627
2730,0.002177205,6.958253087,0.47358523,0.658514055,0.837581961,28.7,1.271927234
2731,0.001639878,6.959892965,0.47208496,0.663379991,0.85279787,28.6,1.285534508
2732,0.002714532,6.962607497,0.47358523,0.677977799,0.85786984,28.55,1.265336184
2733,0.002983195,6.965590692,0.47458541,0.677977799,0.860405825,28.45,1.269076697
2734,0.002983195,6.968573887,0.47308514,0.66500197,0.826170029,29,1.242357265
2735,0.002983195,6.971557083,0.47458541,0.686087692,0.870549765,30.45,1.268860782
2736,0.002714532,6.974271615,0.47358523,0.661758013,0.838849953,29.65,1.267608306
2737,0.002983195,6.97725481,0.47908622,0.660136034,0.829974006,29.1,1.257277233
2738,0.001639878,6.978894688,0.48258685,0.66500197,0.828706014,28.7,1.246170765
2739,0.002445868,6.981340556,0.48958811,0.674733841,0.849627889,28.6,1.2592045
2740,0.002714532,6.984055088,0.48558739,0.681221756,0.858503837,28.45,1.260241367
2741,0.00566983,6.989724919,0.47608568,0.652026141,0.821098059,29,1.259302361
2742,0.002983195,6.992708114,0.47258505,0.640672291,0.810320123,29.4,1.264796581
2743,0.002983195,6.995691309,0.47458541,0.642294269,0.823000047,29.1,1.281344216
2744,0.003251859,6.998943168,0.47308514,0.642294269,0.826804025,28.7,1.2872667
2745,0.002983195,7.001926364,0.47308514,0.658514055,0.85279787,28.65,1.295033665
2746,0.002714532,7.004640896,0.47608568,0.668245927,0.85786984,28.55,1.283763665
2747,0.002177205,7.006818101,0.47458541,0.65364812,0.828706014,28.5,1.267816718
2748,0.002445868,7.009263969,0.47208496,0.634184376,0.812222111,28.6,1.280734975
2749,0.002714532,7.011978501,0.47158487,0.656892077,0.853431867,29.9,1.299196469
2750,0.001639878,7.013618379,0.47058469,0.655270098,0.862307814,29.9,1.315957826
2751,0.001639878,7.015258257,0.47058469,0.639050312,0.833143987,29.55,1.303722056
2752,0.001639878,7.016898135,0.48208676,0.656892077,0.858503837,29.05,1.306917631
2753,0.002714532,7.019612667,0.49058829,0.666623948,0.850895882,28.8,1.276425613
2754,0.002177205,7.021789872,0.48958811,0.669867906,0.85786984,28.55,1.280655235
2755,0.002714532,7.024504403,0.48258685,0.67635582,0.866745788,28.45,1.281493797
2756,0.002714532,7.027218935,0.47458541,0.648782184,0.810320123,28.8,1.248986398
2757,0.002177205,7.02939614,0.47308514,0.640672291,0.805882149,29.35,1.257869523
2758,0.003251859,7.032647999,0.47308514,0.643916248,0.828072017,28.95,1.285993357
2759,0.002177205,7.034825204,0.47258505,0.645538227,0.837581961,28.7,1.297493977
2760,0.002714532,7.037539736,0.47608568,0.66500197,0.859771829,28.75,1.292886139
2761,0.002177205,7.039716941,0.47758595,0.677977799,0.862307814,28.6,1.271882082
2762,0.002714532,7.042431473,0.47858613,0.677977799,0.859771829,28.55,1.268141569
2763,0.002177205,7.044608678,0.47308514,0.65364812,0.85279787,28.65,1.30467425
2764,0.002714532,7.04732321,0.47308514,0.674733841,0.874353742,29.6,1.295849843
2765,0.002983195,7.050306405,0.47458541,0.666623948,0.858503837,29.45,1.287838276
2766,0.001639878,7.051946283,0.47908622,0.67635582,0.863575806,29.25,1.276806942
2767,0.002714532,7.054660815,0.49058829,0.684465713,0.866745788,28.8,1.266310016
2768,0.002983195,7.05764401,0.49308874,0.684465713,0.863575806,28.6,1.261678693
2769,0.002177205,7.059821215,0.48808784,0.692575606,0.861673818,28.5,1.244158487
2770,0.002445868,7.062267084,0.47708586,0.660136034,0.814758096,28.6,1.234227575
2771,0.002177205,7.064444288,0.47458541,0.656892077,0.817928078,28.95,1.245148338
2772,0.002983195,7.067427484,0.47408532,0.658514055,0.826170029,29.3,1.25459741
2773,0.002983195,7.070410679,0.47358523,0.660136034,0.844555919,29.05,1.279366488
2774,0.001639878,7.072050557,0.4750855,0.668245927,0.860405825,28.75,1.287558652
2775,0.002983195,7.075033753,0.47958631,0.684465713,0.871183761,28.65,1.272793866
2776,0.002983195,7.078016948,0.48058649,0.692575606,0.863575806,28.6,1.246904741
2777,0.002445868,7.080462816,0.47708586,0.673111863,0.85786984,28.5,1.274483318
2778,0.002445868,7.082908685,0.47308514,0.661758013,0.85279787,28.8,1.288685372
2779,0.003520522,7.086429207,0.47458541,0.673111863,0.866745788,29.5,1.287669755
2780,0.002177205,7.088606412,0.47158487,0.661758013,0.865477795,29.9,1.307846341
2781,0.002177205,7.090783617,0.48258685,0.674733841,0.870549765,29.35,1.290212098
2782,0.001908541,7.092692159,0.49058829,0.67635582,0.873719746,28.75,1.291804876
2783,0.002983195,7.095675354,0.49308874,0.689331649,0.870549765,28.65,1.262889593
2784,0.001639878,7.097315232,0.47408532,0.652026141,0.807784138,28.45,1.238883055
2785,0.003520522,7.100835754,0.47608568,0.656892077,0.823634044,28.65,1.253834645
2786,0.003520522,7.104356277,0.47558559,0.65364812,0.821732055,29.2,1.257147432
2787,0.003251859,7.107608135,0.47458541,0.65364812,0.833777983,29.4,1.275576198
2788,0.001639878,7.109248013,0.47308514,0.660136034,0.850895882,29.05,1.288970512
2789,0.003520522,7.112768536,0.48108658,0.67635582,0.859771829,28.7,1.271182717
2790,0.002714532,7.115483068,0.48058649,0.674733841,0.85786984,28.6,1.271419614
2791,0.002714532,7.1181976,0.47908622,0.681221756,0.868647776,28.5,1.275132171
2792,0.001639878,7.119837478,0.4700846,0.634184376,0.830608002,28.45,1.309726371
2793,0.002714532,7.122552009,0.47208496,0.656892077,0.860405825,29.25,1.309813066
2794,0.002177205,7.124729214,0.46958451,0.65364812,0.866745788,30,1.326012822
2795,0.002983195,7.12771241,0.47158487,0.658514055,0.864843799,29.95,1.313326256
2796,0.002177205,7.129889615,0.48358703,0.658514055,0.891471641,29.15,1.35376251
2797,0.001639878,7.131529493,0.49058829,0.661758013,0.885131678,28.75,1.337545842
2798,0.002177205,7.133706698,0.48458721,0.673111863,0.87815772,28.5,1.304623746
2799,0.002714532,7.136421229,0.47408532,0.640672291,0.823634044,28.65,1.285577752
2800,0.002714532,7.139135761,0.47258505,0.640672291,0.828072017,28.8,1.29250481
2801,0.002983195,7.142118957,0.47308514,0.640672291,0.829974006,29.2,1.295473548
2802,0.001908541,7.144027498,0.47308514,0.645538227,0.842653931,29.05,1.30535094
2803,0.001639878,7.145667376,0.47908622,0.660136034,0.847725901,28.7,1.2841685
2804,0.002983195,7.148650572,0.48558739,0.669867906,0.855333855,28.6,1.276869437
2805,0.002983195,7.151633767,0.48158667,0.686087692,0.880693705,28.65,1.283645977
2806,0.003251859,7.154885626,0.47208496,0.635806355,0.826170029,28.65,1.299405113
2807,0.003520522,7.158406148,0.4750855,0.645538227,0.853431867,29.9,1.322046986
2808,0.002714532,7.16112068,0.4750855,0.661758013,0.885131678,30.4,1.337545842
2809,0.003251859,7.164372539,0.47458541,0.65364812,0.868647776,30.5,1.328922627
2810,0.001908541,7.16628108,0.47908622,0.65364812,0.835679972,29.55,1.278486003
2811,0.003251859,7.169532939,0.49158847,0.668245927,0.875621735,29.05,1.310328577
2812,0.001908541,7.171441481,0.4900882,0.661758013,0.88322969,28.65,1.334671697
2813,0.002177205,7.173618686,0.48058649,0.674733841,0.887033667,28.45,1.314642327
2814,0.00486384,7.178482526,0.47258505,0.637428334,0.828072017,28.8,1.299082538
2815,0.002177205,7.18065973,0.47358523,0.632562398,0.821732055,29.2,1.299052959
2816,0.002177205,7.182836935,0.47408532,0.643916248,0.833777983,29.25,1.294854705
2817,0.002983195,7.185820131,0.4800864,0.668245927,0.859771829,29.25,1.286609906
2818,0.002714532,7.188534663,0.48408712,0.669867906,0.875621735,28.7,1.307155825
2819,0.002714532,7.191249195,0.48658757,0.674733841,0.863575806,28.45,1.279876232
2820,0.002714532,7.193963726,0.48208676,0.677977799,0.887033667,28.45,1.308352086
2821,0.002714532,7.196678258,0.47358523,0.637428334,0.846457908,28.8,1.327926393
2822,0.002983195,7.199661454,0.4750855,0.648782184,0.851529878,30.35,1.312505027
2823,0.002445868,7.202107322,0.47458541,0.648782184,0.845823912,30.85,1.30371014
2824,0.002177205,7.204284527,0.48158667,0.648782184,0.851529878,30,1.312505027
2825,0.002983195,7.207267723,0.4900882,0.66500197,0.881327701,29.35,1.325300888
2826,0.002714532,7.209982254,0.49158847,0.668245927,0.88322969,28.85,1.32171354
2827,0.002177205,7.212159459,0.48908802,0.671489884,0.871183761,28.5,1.297389256
2828,0.002445868,7.214605328,0.48208676,0.690953627,0.909223535,28.55,1.315896609
2829,0.002983195,7.217588523,0.4750855,0.645538227,0.821098059,29.1,1.271958847
2830,0.002445868,7.220034392,0.47358523,0.647160205,0.824902036,29.05,1.274648888
2831,0.002983195,7.223017587,0.47908622,0.660136034,0.842019934,29.3,1.275524878
2832,0.002177205,7.225194792,0.47958631,0.669867906,0.858503837,28.95,1.281601685
2833,0.002983195,7.228177987,0.48708766,0.677977799,0.877523724,28.6,1.294325161
2834,0.002983195,7.231161183,0.48708766,0.694197584,0.891471641,28.45,1.284175659
2835,0.002445868,7.233607051,0.48108658,0.666623948,0.844555919,28.25,1.26691506
2836,0.002445868,7.23605292,0.47458541,0.656892077,0.838849953,29.05,1.276998129
2837,0.002177205,7.238230124,0.47458541,0.661758013,0.824902036,30.3,1.24653124
2838,0.002177205,7.240407329,0.47458541,0.65364812,0.805882149,30.95,1.232899055
2839,0.002714532,7.243121861,0.48558739,0.677977799,0.855333855,29.7,1.261595671
2840,0.002714532,7.245836393,0.49158847,0.684465713,0.862307814,28.8,1.259826165
2841,0.003520522,7.249356916,0.49408892,0.694197584,0.88322969,28.7,1.272303029
