time,Average slip velocity,Average axial shortening,Average normal stress,Average shear stress,Average friction,Average temperature,Rate of temperature,Rate of axial shortening,Power density
1,0.002445868,0.474010307,0.347061726,0.471366716,1.363441528,20.443,0.0325,-0.008126462,0.001152901
2,0.002472735,0.465883844,0.348764803,0.474454278,1.364798085,20.4755,0.021,-0.008081454,0.0011732
3,0.002523781,0.45780239,0.349965067,0.477123402,1.368103083,20.4965,-0.0005,-0.008126462,0.001204155
4,0.002537214,0.449675927,0.350808496,0.479741806,1.373038485,20.496,0,-0.008096457,0.001217208
5,0.002558707,0.44157947,0.351587046,0.482639169,1.378979246,20.496,0,-0.008086455,0.001234932
6,0.00257214,0.433493015,0.352170958,0.485650651,1.385878547,20.496,0.001,-0.00805645,0.001249161
7,0.002609753,0.425436565,0.352592673,0.488662133,1.393452124,20.497,0.0005,-0.005295953,0.001275287
8,0.002641993,0.420140612,0.352965728,0.491800415,1.401369483,20.4975,0.0005,0.000150027,0.001299333
9,0.002668859,0.420290639,0.352868409,0.49426666,1.409357914,20.498,0.0015,0.000175031,0.001319128
10,0.002698412,0.42046567,0.352852189,0.497157683,1.418134708,20.4995,0.0015,0.000275049,0.001341536
11,0.002738711,0.42074072,0.352884629,0.500048706,1.426465393,20.501,0.0005,0.000245044,0.001369489
12,0.002768264,0.420985764,0.352689991,0.50269247,1.434851346,20.5015,0,0.00022004,0.001391585
13,0.002781698,0.421205803,0.352284497,0.505120676,1.443465609,20.5015,0,0.000225041,0.001405093
14,0.002795131,0.421430844,0.351733024,0.507409402,1.452121911,20.5015,-0.0005,0.000255046,0.001418276
15,0.002811251,0.42168589,0.35124643,0.509977087,1.461310014,20.501,0.0005,0.000300054,0.001433674
16,0.002846177,0.421985944,0.350938255,0.512887129,1.470636049,20.5015,0.0015,0.000290052,0.001459768
17,0.002886476,0.422275996,0.350613859,0.515828872,1.479988452,20.503,-0.0005,0.000235042,0.001488928
18,0.002913343,0.422511038,0.350175925,0.518339497,1.488676137,20.5025,0.0005,0.000270049,0.001510101
19,0.002932149,0.422781087,0.349900188,0.5211481,1.497613476,20.503,0.002,0.000345062,0.001528084
20,0.002975135,0.423126149,0.34975421,0.524261022,1.506890233,20.505,0.001,0.000325058,0.001559747
21,0.002985882,0.423451208,0.349543353,0.527272504,1.516059176,20.506,-0.001,0.000330059,0.001574373
22,0.002993942,0.423781267,0.349332496,0.530410785,1.525459946,20.505,0.002,0.000360065,0.001588019
23,0.003026181,0.424141332,0.349235177,0.533726586,1.534952965,20.507,0.001,0.000255046,0.001615153
24,0.003085287,0.424396378,0.348910781,0.536611268,1.544197882,20.508,0.001,0.000260047,0.0016556
25,0.003117527,0.424656424,0.348699924,0.539540331,1.552993242,20.509,0.001,0.000240043,0.001682032
26,0.003141707,0.424896468,0.348489067,0.542469394,1.561591338,20.51,0.0005,0.00022004,0.00170428
27,0.00315514,0.425116507,0.348180891,0.545056098,1.57004807,20.5105,0.001,0.000255046,0.001719728
28,0.003184693,0.425371553,0.347937594,0.548371899,1.580101968,20.5115,-0.0005,0.000265048,0.001746396
29,0.003206186,0.425636601,0.347629418,0.551681359,1.590521575,20.511,0.001,0.000295053,0.001768793
30,0.003235739,0.425931654,0.347321242,0.555333177,1.601564193,20.512,0.001,0.000285051,0.001796913
31,0.003254545,0.426216705,0.347061726,0.559137155,1.612832972,20.513,0.0005,0.000270049,0.001819737
32,0.003313651,0.426486754,0.34675355,0.562554394,1.623303553,20.5135,0.0005,0.00027505,0.001864109
33,0.003206186,0.426761803,0.346429154,0.562516355,1.624590899,20.514,-0.0005,0.00028005,0.001803532
34,0.002999315,0.427041854,0.346153418,0.562890412,1.626709751,20.5135,0.0025,0.000330059,0.001688286
35,0.002816624,0.427371913,0.346153418,0.563029892,1.627095381,20.516,0.0005,0.000315057,0.001585844
36,0.002722592,0.42768697,0.346039879,0.562941132,1.627347257,20.5165,0.0005,0.000290052,0.001532659
37,0.0025802,0.427977022,0.346072319,0.563099631,1.62764059,20.517,0.0015,0.000185033,0.00145291
38,0.00257214,0.428162055,0.345829022,0.562814333,1.627931136,20.5185,0.0005,0.000150027,0.001447637
39,0.002545274,0.428312082,0.345569505,0.562548054,1.628330684,20.519,0.001,0.000150027,0.001431839
40,0.00254796,0.428462109,0.345520846,0.562579754,1.628631689,20.52,0,0.000145026,0.001433431
41,0.002542587,0.428607135,0.345472187,0.562579754,1.628847563,20.52,0.002,0.000145026,0.001430408
42,0.002545274,0.428752162,0.345472187,0.562706553,1.62921118,20.522,-0.001,0.000150027,0.001432242
43,0.0025802,0.428902189,0.345374868,0.562706553,1.629667118,20.521,-0.0005,0.000145026,0.001451895
44,0.002582887,0.429047215,0.345326209,0.562624134,1.629656144,20.5205,0.001,0.000175031,0.001453195
45,0.00259632,0.429222246,0.345358648,0.562598774,1.629433379,20.5215,0,0.000120022,0.001460686
46,0.002585573,0.429342268,0.34522889,0.562522695,1.629809318,20.5215,0,0.000155028,0.001454443
47,0.0025802,0.429497296,0.345147791,0.562522695,1.630184937,20.5215,0.0005,0.000240043,0.001451421
48,0.0025802,0.429737339,0.345147791,0.562731913,1.630765987,20.522,0,0.000285051,0.001451961
49,0.00258826,0.43002239,0.345277549,0.563150351,1.631360508,20.522,0,0.000285051,0.00145758
50,0.002582887,0.430307441,0.345407308,0.563467349,1.631658107,20.522,0.0005,0.00028005,0.001455372
51,0.0025802,0.430587492,0.345569505,0.563816047,1.63189156,20.5225,0.0005,0.000210038,0.001454758
52,0.002582887,0.43079753,0.345893901,0.564462723,1.632227292,20.523,0.0015,0.000150027,0.001457943
53,0.002593633,0.430947557,0.345666824,0.564215465,1.632585324,20.5245,0.0005,0.000140025,0.001463368
54,0.00259632,0.431087582,0.345472187,0.564075985,1.633074346,20.525,0.0005,0.000120022,0.001464522
55,0.00258826,0.431207603,0.345472187,0.564259844,1.633601591,20.5255,0.0015,0.000155028,0.001460451
56,0.002607066,0.431362631,0.345601945,0.564481743,1.633633471,20.527,-0.001,0.000100018,0.001471641
57,0.00259632,0.431462649,0.345488406,0.564538803,1.634352917,20.526,0.001,0.000135024,0.001465723
58,0.002601693,0.431597674,0.345391088,0.564405663,1.634434133,20.527,0.002,0.000145026,0.00146841
59,0.002615126,0.4317427,0.345423527,0.564475403,1.634482031,20.529,0.0005,0.000130023,0.001476174
60,0.002615126,0.431872723,0.345520846,0.564722662,1.634732762,20.5295,0.002,0.000145026,0.001476821
61,0.002628559,0.432017749,0.345423527,0.564621222,1.634909598,20.5315,0.0005,0.000130023,0.00148414
62,0.0026205,0.432147773,0.345391088,0.564652922,1.63516234,20.532,0.0015,0.000210038,0.001479673
63,0.002625873,0.43235781,0.345472187,0.564773381,1.635125053,20.5335,-0.0005,0.000215039,0.001483023
64,0.00261244,0.432572849,0.345585725,0.56500796,1.635262552,20.533,0.001,0.000260047,0.001476049
65,0.002615126,0.432832896,0.345796582,0.565375678,1.635323306,20.534,0.0005,0.000250045,0.001478529
66,0.002607066,0.433082941,0.345893901,0.565515157,1.63525425,20.5345,0.0015,0.000170031,0.001474335
67,0.002609753,0.433252972,0.345764143,0.565445417,1.635662936,20.536,0.0015,0.000120022,0.001475673
68,0.002617813,0.433372993,0.345439747,0.565236198,1.636611364,20.5375,-0.0005,8.50E-05,0.001479683
69,0.00260438,0.433458008,0.345164011,0.565103059,1.637539874,20.537,-0.0005,0.000115021,0.001471743
70,0.00260438,0.433573029,0.34522889,0.565305938,1.637823489,20.5365,-0.0005,0.000100018,0.001472271
71,0.002599007,0.433673047,0.34519645,0.565312278,1.63799961,20.536,0.0005,0.000105019,0.001469251
72,0.002601693,0.433778066,0.345147791,0.565293258,1.638184184,20.5365,0.0005,7.50E-05,0.00147072
73,0.00259632,0.43385308,0.345018033,0.565103059,1.638261957,20.537,0.0015,0.000100018,0.001467188
74,0.002615126,0.433953098,0.345034252,0.565077699,1.638109283,20.5385,0.0025,8.00E-05,0.001477749
75,0.002615126,0.434033112,0.345018033,0.564830441,1.637438591,20.541,-0.0005,8.50E-05,0.001477103
76,0.002623186,0.434118127,0.344839615,0.564456383,1.637194434,20.5405,0.0005,0.00011002,0.001480674
77,0.00261244,0.434228147,0.344742296,0.564392983,1.637474303,20.541,0.001,0.000155028,0.001474443
78,0.00261244,0.434383175,0.344839615,0.564621222,1.637677958,20.542,-0.0015,0.000200036,0.001475039
79,0.002615126,0.434583211,0.344953154,0.56493188,1.6380418,20.5405,0.0005,0.000200036,0.001477368
80,0.002609753,0.434783247,0.345001813,0.565122079,1.638361868,20.541,-0.0005,0.000200036,0.001474829
81,0.002617813,0.434983283,0.345018033,0.565350318,1.638946423,20.5405,0.0005,0.000130023,0.001479981
82,0.002631246,0.435113306,0.344693637,0.564893841,1.639126611,20.541,0.0005,0.000140025,0.001486375
83,0.002639306,0.435253332,0.34448278,0.564602202,1.639269288,20.5415,0.001,0.000100018,0.001490158
84,0.002628559,0.43535335,0.344417901,0.564678282,1.639801207,20.5425,0.0015,9.00E-05,0.00148429
85,0.002615126,0.435443366,0.34445034,0.564855801,1.640168147,20.544,0.001,7.00E-05,0.001477169
86,0.00261244,0.435513378,0.344271923,0.564754361,1.640750158,20.545,0.0015,6.50E-05,0.001475387
87,0.00261244,0.43557839,0.344125944,0.564678282,1.641255841,20.5465,0.001,0.000100018,0.001475188
88,0.002609753,0.435678408,0.343801549,0.564114025,1.641172587,20.5475,0,6.00E-05,0.001472198
89,0.00257214,0.435738419,0.343574472,0.564056965,1.642118888,20.5475,-0.0005,1.00E-05,0.001450833
90,0.00257214,0.435748421,0.343331175,0.563790687,1.642531454,20.547,0,3.50E-05,0.001450149
91,0.002569454,0.435783427,0.343006779,0.563473689,1.643138721,20.547,0.0005,9.50E-05,0.00144782
92,0.00257214,0.435878444,0.342779702,0.56330251,1.643743389,20.5475,0.0005,0.000160029,0.001448893
93,0.0025802,0.436038473,0.342617504,0.563112311,1.643959446,20.548,0.001,0.000150027,0.001452942
94,0.002582887,0.4361885,0.342422867,0.562953812,1.644431161,20.549,0.001,0.000190034,0.001454046
95,0.002553334,0.436378534,0.342293109,0.563112311,1.645514276,20.55,-0.0345,0.000130023,0.001437814
96,0.002553334,0.436508557,0.342049812,0.563036232,1.646439256,20.5155,-0.042,8.50E-05,0.00143762
97,0.00254796,0.436593573,0.341644317,0.562712893,1.64744758,20.4735,-0.0385,9.50E-05,0.00143377
98,0.00254796,0.43668859,0.341546998,0.562776293,1.6480998,20.435,-0.0365,6.50E-05,0.001433931
99,0.002542587,0.436753602,0.341482119,0.562972832,1.648967465,20.3985,-0.0375,0.000100018,0.001431407
100,0.002550647,0.43685362,0.341563218,0.56330251,1.649550743,20.361,-0.039,2.50E-05,0.001436786
101,0.002553334,0.436878624,0.341303702,0.563099631,1.650191894,20.322,-0.0315,4.00E-05,0.001437781
102,0.002553334,0.436918631,0.340995526,0.562605114,1.650252907,20.2905,-0.021,0,0.001436519
103,0.002523781,0.436918631,0.340898207,0.562763613,1.6512014,20.2695,0,4.50E-05,0.001420292
104,0.002531841,0.436963639,0.340995526,0.56334689,1.652426543,20.2695,0.002,-5.00E-06,0.001426305
105,0.002545274,0.436958638,0.340784669,0.563042572,1.652562612,20.2715,0.0015,-4.00E-05,0.001433098
106,0.002550647,0.436918631,0.340541372,0.562662174,1.652640968,20.273,0.0005,5.00E-06,0.001435153
107,0.002545274,0.436923632,0.340492712,0.562484655,1.652361798,20.2735,0.001,9.50E-05,0.001431678
108,0.002550647,0.437018649,0.340330515,0.562148637,1.652183129,20.2745,0,0.000225041,0.001433843
109,0.002545274,0.43724369,0.340476493,0.562389555,1.652168078,20.2745,-0.0005,0.000150027,0.001431436
110,0.002542587,0.437393717,0.340541372,0.562497335,1.65216471,20.274,0,8.00E-05,0.001430198
111,0.002542587,0.437473731,0.340314295,0.562231056,1.652502553,20.274,0.001,8.00E-05,0.001429521
112,0.002545274,0.437553746,0.340216976,0.562142297,1.652724262,20.275,0.0025,0.00011002,0.001430806
113,0.002553334,0.437663765,0.340460273,0.562497335,1.652581522,20.2775,0,8.00E-05,0.001436244
114,0.00256408,0.43774378,0.340719789,0.562903092,1.652512226,20.2775,0.002,7.00E-05,0.001443329
115,0.00257214,0.437813792,0.340784669,0.562852373,1.652019602,20.2795,-0.001,2.00E-05,0.001447735
116,0.002569453,0.437833796,0.340606251,0.562440275,1.651678617,20.2785,0.0005,7.50E-05,0.001445164
117,0.002561394,0.437908809,0.340411613,0.562078897,1.651575553,20.279,0,7.00E-05,0.001439706
118,0.002553334,0.437978822,0.340492712,0.562395895,1.652124699,20.279,-0.0005,5.00E-05,0.001435985
119,0.002561394,0.438028831,0.340330515,0.562250076,1.652500307,20.2785,0,5.00E-06,0.001440144
120,0.00256408,0.438033832,0.340200756,0.562021838,1.652462101,20.2785,0.001,-2.00E-05,0.001441069
121,0.0025802,0.438013828,0.340054778,0.561812619,1.652560988,20.2795,0.0025,-4.50E-05,0.001449589
122,0.002585573,0.43796882,0.339843921,0.561425881,1.652459701,20.282,0.0015,9.00E-05,0.001451608
123,0.00258826,0.438058836,0.339730382,0.561039143,1.651893886,20.2835,0.0005,0.000175032,0.001452115
124,0.002550647,0.438233868,0.339730382,0.561127903,1.652156985,20.284,0,0.000140025,0.001431239
125,0.0025399,0.438373893,0.339584404,0.561127903,1.652853424,20.284,0.0005,5.50E-05,0.001425209
126,0.002531841,0.438428903,0.33916269,0.560785545,1.653884331,20.2845,0,7.00E-05,0.00141982
127,0.002529154,0.438498916,0.339065371,0.560804565,1.654429188,20.2845,0.001,4.00E-05,0.001418361
128,0.002518407,0.438538923,0.338984272,0.560817245,1.654850032,20.2855,0.001,6.50E-05,0.001412366
129,0.002529154,0.438603935,0.339016712,0.560925024,1.655015675,20.2865,0.001,3.00E-05,0.001418666
130,0.002526467,0.43863394,0.338838294,0.560639726,1.655034438,20.2875,0.001,7.00E-05,0.001416438
131,0.0025399,0.438703953,0.338659877,0.560202268,1.654620997,20.2885,0.001,9.50E-05,0.001422858
132,0.002513034,0.43879897,0.338562558,0.560379787,1.655619102,20.2895,0.0005,4.50E-05,0.001408253
133,0.002513034,0.438843978,0.338578778,0.560557306,1.656054983,20.29,0.002,-3.00E-05,0.0014087
134,0.002513034,0.438813972,0.338221942,0.560107169,1.65644002,20.292,-0.0005,-8.00E-05,0.001407568
135,0.002510348,0.438733958,0.337848887,0.559599972,1.656737323,20.2915,0,-9.50E-05,0.001404791
136,0.002496914,0.438638941,0.337524492,0.559213234,1.65714832,20.2915,0,0,0.001396307
137,0.002504974,0.438638941,0.337297415,0.558864536,1.657211303,20.2915,0.0005,0.000150027,0.001399941
138,0.002483481,0.438788968,0.337248755,0.558940616,1.657671019,20.292,0.0005,0.000175032,0.001388118
139,0.002480795,0.438963999,0.337118997,0.558889896,1.658135604,20.2925,-0.001,0.000120022,0.001386491
140,0.002472735,0.439084021,0.337037898,0.558839176,1.658361557,20.2915,0.001,6.50E-05,0.001381861
141,0.002478108,0.439149033,0.336778381,0.558591918,1.658872832,20.2925,-0.0015,6.00E-05,0.001384251
142,0.002464675,0.439209043,0.336745942,0.558522178,1.658821557,20.291,0.0015,7.50E-05,0.001376576
143,0.002443182,0.439284057,0.336989239,0.558629958,1.658027252,20.2925,0.0005,5.50E-05,0.001364835
144,0.002440495,0.439339067,0.337070338,0.558648978,1.657705997,20.293,0.0005,5.00E-05,0.00136338
145,0.002443182,0.439389076,0.337005458,0.558465119,1.657473519,20.2935,-0.001,9.50E-05,0.001364432
146,0.002448555,0.439484093,0.336973019,0.558344659,1.657276926,20.2925,0,8.50E-05,0.001367138
147,0.002440495,0.439569108,0.337054118,0.558350999,1.65691932,20.2925,0.0005,-1.00E-05,0.001362653
148,0.002443182,0.439559106,0.337135217,0.55823054,1.656232183,20.293,0.0015,-7.50E-05,0.001363859
149,0.002443182,0.439484093,0.336973019,0.557729683,1.655547661,20.2945,-0.001,-4.00E-05,0.001362635
150,0.002443182,0.439444086,0.33692436,0.557400005,1.654839691,20.2935,0.0005,8.50E-05,0.00136183
151,0.002448555,0.439529101,0.336940579,0.557292226,1.654462097,20.294,0,0.00016503,0.001364561
152,0.002448555,0.439694131,0.336843261,0.557165426,1.654554369,20.294,0.0235,0.000210038,0.00136425
153,0.002451242,0.439904169,0.336940579,0.557380985,1.654709486,20.3175,0.034,0.00011002,0.001366276
154,0.002440495,0.440014188,0.336940579,0.557488764,1.655021463,20.3515,0.001,5.50E-05,0.001360549
155,0.002435122,0.440069198,0.336632403,0.557108367,1.655416587,20.3525,0.001,4.50E-05,0.001356627
156,0.002432435,0.440114206,0.336405326,0.556918168,1.655960886,20.3535,0.001,8.50E-05,0.001354667
157,0.002443182,0.440199222,0.336518865,0.556886468,1.655315193,20.3545,0,1.50E-05,0.001360575
158,0.002432435,0.440214224,0.336437766,0.55663921,1.654972544,20.3545,-0.0005,1.00E-05,0.001353989
159,0.002427062,0.440224226,0.336210689,0.556277832,1.655009888,20.354,0.0005,4.50E-05,0.001350121
160,0.002437808,0.440269234,0.336032271,0.555910114,1.654798844,20.3545,-0.0005,4.00E-05,0.001355202
161,0.002432435,0.440309241,0.335951172,0.555713575,1.654615639,20.354,0.0005,6.00E-05,0.001351737
162,0.002443182,0.440369252,0.336016051,0.555808674,1.654575876,20.3545,-0.0005,-1.00E-05,0.001357942
163,0.002440495,0.44035925,0.335805194,0.555421937,1.654452193,20.354,-0.0005,-5.00E-05,0.001355504
164,0.002445868,0.440309241,0.335626777,0.555060559,1.654253528,20.3535,-0.0005,-0.00011002,0.001357605
165,0.002432435,0.440199222,0.33536726,0.554623102,1.654223566,20.353,0.001,1.00E-05,0.001349085
166,0.002448555,0.440209223,0.335448359,0.554585062,1.653726562,20.354,-0.001,0.000130023,0.001357932
167,0.002448555,0.440339247,0.335513238,0.554483622,1.65313296,20.353,-0.001,0.000195035,0.001357684
168,0.002448555,0.440534282,0.335853854,0.554762581,1.652304717,20.352,0.0005,0.000125023,0.001358367
169,0.002480795,0.440659304,0.336080931,0.55485768,1.651488639,20.3525,0,6.50E-05,0.001376488
170,0.002486168,0.440724316,0.336032271,0.554610422,1.650996404,20.3525,0.001,6.50E-05,0.001378855
171,0.002488854,0.440789328,0.336324227,0.554743561,1.650045221,20.3535,0.001,4.50E-05,0.001380676
172,0.002483481,0.440834336,0.336599964,0.55479428,1.648906795,20.3545,0.0015,7.50E-05,0.001377821
173,0.002496914,0.440909349,0.336745942,0.554648461,1.647787943,20.356,-0.0005,2.50E-05,0.00138491
174,0.002486168,0.440934354,0.336745942,0.554356823,1.646939788,20.3555,-0.0005,0.000100018,0.001378224
175,0.002494228,0.441034372,0.336956799,0.554585062,1.64660895,20.355,0.001,0.000115021,0.001383262
176,0.002499601,0.441149393,0.337264975,0.555009839,1.646400813,20.356,0.0005,7.50E-05,0.001387303
177,0.002513034,0.441224406,0.337443393,0.554971799,1.645463175,20.3565,0,-1.00E-05,0.001394663
178,0.002523781,0.441214404,0.337329854,0.554635781,1.645015696,20.3565,0.0015,-5.50E-05,0.001399779
179,0.002526467,0.441159394,0.337297415,0.554363163,1.644369251,20.358,0,4.00E-05,0.00140058
180,0.002531841,0.441199402,0.337297415,0.554242704,1.644020571,20.358,0.0005,0.000140025,0.001403254
181,0.002529154,0.441339427,0.337346074,0.554166624,1.643570157,20.3585,0.001,0.000205037,0.001401573
182,0.002523781,0.441544464,0.337508272,0.554756241,1.644521873,20.3595,0.0005,0.000175032,0.001400083
183,0.002521094,0.441719495,0.33762181,0.555282458,1.64552162,20.36,0.0005,4.50E-05,0.001399919
184,0.002526467,0.441764503,0.337394733,0.555035199,1.645924012,20.3605,0,4.50E-05,0.001402278
185,0.002531841,0.441809511,0.337200096,0.55486402,1.646381349,20.3605,0,7.00E-05,0.001404827
186,0.002539901,0.441879524,0.337427173,0.555092259,1.645939396,20.3605,0.0005,4.50E-05,0.001409879
187,0.002539901,0.441924532,0.33762181,0.555161998,1.645181715,20.361,0,1.50E-05,0.001410057
188,0.002534527,0.441939535,0.33765425,0.555206378,1.645153836,20.361,0.0005,5.50E-05,0.001407186
189,0.002537214,0.441994545,0.337735349,0.555282458,1.644970062,20.3615,0.0015,0.000135024,0.00140887
190,0.002542587,0.442129569,0.337897547,0.555599456,1.6451078,20.363,0.001,8.50E-05,0.00141266
191,0.002542587,0.442214584,0.338075964,0.555846714,1.644969814,20.364,0.0005,1.50E-05,0.001413289
192,0.002550647,0.442229587,0.338108404,0.555707235,1.644380431,20.3645,0,-0.000100018,0.001417413
193,0.002542587,0.442129569,0.337929986,0.555409257,1.644370664,20.3645,0.001,-5.50E-05,0.001412176
194,0.00254796,0.442074559,0.337946206,0.555358537,1.644139782,20.3655,0,-3.00E-05,0.001415031
195,0.002545274,0.442044554,0.338075964,0.555364877,1.643527181,20.3655,-0.001,0.000125022,0.001413556
196,0.002545274,0.442169576,0.338238162,0.555510696,1.643165344,20.3645,0.001,0.000200036,0.001413927
197,0.00254796,0.442369612,0.338643657,0.555935474,1.642438742,20.3655,0.0005,0.000190034,0.001416501
198,0.002553334,0.442559646,0.338854514,0.556201752,1.64220177,20.366,-0.0025,9.50E-05,0.001420169
199,0.002582887,0.442654664,0.338789635,0.555922794,1.641693351,20.3635,-0.001,5.00E-05,0.001435886
200,0.002574827,0.442704673,0.338708536,0.555745275,1.641563277,20.3625,0.0005,8.50E-05,0.001430948
201,0.0025802,0.442789688,0.339032932,0.556106653,1.641077029,20.363,0.001,7.50E-05,0.001434866
202,0.00258826,0.442864701,0.339308668,0.556334891,1.640407608,20.364,-0.0005,2.50E-05,0.001439939
203,0.002582887,0.442889706,0.339357327,0.556043253,1.639296965,20.3635,0.0005,5.50E-05,0.001436197
204,0.002582887,0.442944716,0.339422207,0.555694555,1.637990325,20.364,-0.0015,0.000100018,0.001435296
205,0.00257214,0.443044734,0.339714163,0.555973513,1.637407114,20.3625,-0.0005,9.50E-05,0.001430042
206,0.00256408,0.443139751,0.340087218,0.556106653,1.63606321,20.362,0,5.00E-06,0.001425902
207,0.00256408,0.443144752,0.340119657,0.555859394,1.635186935,20.362,-0.0005,-5.00E-05,0.001425268
208,0.002566767,0.443094743,0.340216976,0.555631156,1.634057717,20.3615,0.001,-5.00E-05,0.001426176
209,0.00257214,0.443044734,0.340362954,0.555561416,1.633153064,20.3625,0,5.00E-05,0.001428982
210,0.002569453,0.443094743,0.340525152,0.555580436,1.632436924,20.3625,0.001,0.000185033,0.001427538
211,0.002561394,0.443279776,0.340865767,0.555935474,1.631821417,20.3635,-0.001,0.000190034,0.00142397
212,0.002558707,0.44346981,0.341238823,0.556398291,1.631375208,20.3625,-0.001,0.000125023,0.00142366
213,0.00254796,0.443594833,0.341384801,0.556461691,1.630881445,20.3615,0.0005,6.50E-05,0.001417842
214,0.00254796,0.443659844,0.341352361,0.556353911,1.630720389,20.362,-0.001,6.50E-05,0.001417568
215,0.002542587,0.443724856,0.341611878,0.55658849,1.630167892,20.361,0.0005,9.00E-05,0.001415175
216,0.00254796,0.443814872,0.342049812,0.557140067,1.629679125,20.3615,0.0035,7.50E-05,0.001419571
217,0.002553334,0.443889886,0.342341768,0.557552164,1.629458445,20.365,0.0235,6.50E-05,0.001423617
218,0.002561394,0.443954898,0.342422867,0.557552164,1.62905978,20.3885,0.0555,5.50E-05,0.001428111
219,0.002566767,0.444009907,0.342601285,0.557748703,1.628755195,20.444,0.06,4.00E-05,0.001431611
220,0.002553334,0.444049915,0.342795922,0.557945242,1.628399047,20.504,0.0585,5.50E-05,0.001424621
221,0.002539901,0.444104925,0.343087878,0.558110081,1.627504987,20.5625,0.064,8.50E-05,0.001417544
222,0.00254796,0.44418994,0.343233856,0.55824956,1.627203414,20.6265,0.0625,-5.00E-05,0.001422398
223,0.002542587,0.444139931,0.343250076,0.558420739,1.627620515,20.689,0.065,4.50E-05,0.001419833
224,0.00254796,0.444184939,0.343477153,0.558687017,1.627305106,20.754,0.062,0.000120022,0.001423512
225,0.002550647,0.444304961,0.34368801,0.559054735,1.627347953,20.816,0.06,0.000230041,0.001425951
226,0.00256408,0.444535002,0.344125944,0.559714091,1.627126028,20.876,0.06,0.000240043,0.001435152
227,0.00257214,0.444775045,0.34446656,0.560259328,1.627055285,20.936,0.059,0.000140025,0.001441065
228,0.002569453,0.44491507,0.344596318,0.560506587,1.627158564,20.995,0.06,4.00E-05,0.001440195
229,0.002561394,0.444955078,0.344547659,0.560608026,1.6277002,21.055,0.069,5.00E-05,0.001435938
230,0.00256408,0.445005087,0.344677417,0.561020123,1.628287076,21.124,0.0675,2.50E-05,0.0014385
231,0.002561394,0.445030091,0.344726077,0.561267382,1.628783441,21.1915,0.066,1.00E-05,0.001437627
232,0.002566767,0.445040093,0.344758516,0.561343462,1.628847159,21.2575,0.0645,3.50E-05,0.001440838
233,0.00257214,0.445075099,0.344693637,0.561400521,1.629330991,21.322,0.0605,5.50E-05,0.001444001
234,0.002566767,0.445130109,0.344904494,0.561901378,1.62977686,21.3825,0.061,8.50E-05,0.00144227
235,0.00258826,0.445215124,0.345180231,0.562300796,1.629620742,21.4435,0.065,5.50E-05,0.001455381
236,0.002593633,0.445270134,0.345180231,0.562294456,1.629601486,21.5085,0.068,-3.00E-05,0.001458385
237,0.002593633,0.445240129,0.345082912,0.562205696,1.629814526,21.5765,0.065,-4.00E-05,0.001458155
238,0.002609753,0.445200122,0.345164011,0.562465635,1.630180287,21.6415,0.066,7.00E-05,0.001467896
239,0.002617813,0.445270134,0.34524511,0.562674854,1.630394935,21.7075,0.0625,0.000115021,0.001472978
240,0.002623186,0.445385155,0.345115351,0.562738253,1.631205371,21.77,0.062,0.000180032,0.001476167
241,0.002628559,0.445565187,0.345261329,0.563150351,1.631698592,21.832,0.0615,0.000100018,0.001480274
242,0.002633933,0.445665205,0.34521267,0.563511729,1.632987959,21.8935,0.0625,4.50E-05,0.001484252
243,0.002639306,0.445710213,0.344839615,0.56333421,1.63421688,21.956,0.067,2.00E-05,0.001486811
244,0.002625873,0.445730217,0.344580098,0.56333421,1.635490294,22.023,0.07,1.00E-05,0.001479244
245,0.002617813,0.445740219,0.34445034,0.563587808,1.636875787,22.093,0.0695,0,0.001475367
246,0.002623186,0.445740219,0.344239483,0.563549768,1.63780963,22.1625,0.0675,0,0.001478296
247,0.002663486,0.445740219,0.343979966,0.56331519,1.63835928,22.23,0.064,3.00E-05,0.001500382
248,0.002666172,0.445770224,0.343623131,0.563105971,1.63941011,22.294,0.061,5.00E-05,0.001501337
249,0.002666172,0.445820233,0.343590691,0.563435649,1.640551749,22.355,0.063,4.50E-05,0.001502216
250,0.002676919,0.445865241,0.343574472,0.563701928,1.641385126,22.418,0.0655,-0.000130023,0.001508984
251,0.002676919,0.445735218,0.343233856,0.56327081,1.641763418,22.4835,0.069,-0.000155028,0.00150783
252,0.002671546,0.44558019,0.342812142,0.562693874,1.642142128,22.5525,0.0455,-0.000100018,0.001503263
253,0.002674232,0.445480172,0.342633724,0.562376875,1.642087098,22.598,0.031,-1.50E-05,0.001503926
254,0.002668859,0.445465169,0.342471526,0.562161317,1.642252479,22.629,0.061,0.000105019,0.001500329
255,0.002676919,0.445570188,0.342682383,0.562490995,1.642179117,22.69,0.06,8.50E-05,0.001505743
256,0.002679606,0.445655204,0.342828362,0.562617794,1.641834128,22.75,0.0615,8.50E-05,0.001507594
257,0.002676919,0.445740219,0.34295812,0.563067931,1.642509541,22.8115,0.062,5.00E-05,0.001507287
258,0.002690352,0.445790228,0.34290946,0.563201071,1.643163502,22.8735,0.0735,4.00E-05,0.001515209
259,0.002682292,0.445830235,0.34295812,0.563454669,1.643692745,22.947,0.0725,1.00E-05,0.00151135
260,0.002676919,0.445840237,0.3429419,0.563403949,1.643619644,23.0195,0.0665,1.00E-05,0.001508187
