time,Average slip velocity,Average axial shortening,Average normal stress,Average shear stress,Average friction,Average temperature,Rate of temperature,Rate of axial shortening,Power density
9544,0.003203499,0.598547719,2.677050197,2.265170301,0.846129897,43.4705,-0.0615,1.50E-05,0.007256471
9545,0.003211559,0.598562722,2.677179955,2.264644084,0.845892608,43.409,-0.0325,6.00E-05,0.007273038
9546,0.003216932,0.598622733,2.677244834,2.26378185,0.845549369,43.3765,-0.015,2.00E-05,0.007282432
9547,0.003219619,0.598642736,2.677407032,2.26376917,0.845493711,43.3615,0.0055,5.50E-05,0.007288474
9548,0.003227679,0.598697746,2.677698988,2.264548985,0.845692719,43.367,-0.001,9.00E-05,0.007309237
9549,0.003206186,0.598787762,2.678039604,2.26544292,0.845919325,43.366,-0.0015,0.00016503,0.007263431
9550,0.003208873,0.598952792,2.67833156,2.266368554,0.846171015,43.3645,-0.0045,0.000125023,0.007272489
9551,0.003208873,0.599077815,2.678591076,2.26712301,0.846369689,43.36,-0.005,7.00E-05,0.00727491
9552,0.003238426,0.599147827,2.678753274,2.26699621,0.846270317,43.355,0.0185,-5.00E-05,0.007341499
9553,0.003270665,0.599097818,2.678769494,2.26544292,0.845684341,43.3735,0.0215,-0.000105019,0.007409505
9554,0.003270665,0.598992799,2.678883033,2.264295386,0.845220417,43.395,0.011,-5.50E-05,0.007405752
9555,0.003262605,0.598937789,2.678850593,2.262729416,0.844647958,43.406,-0.008,0.000125023,0.007382392
9556,0.003238426,0.599062812,2.678818153,2.261917901,0.844357807,43.398,-0.0455,1.50E-05,0.007325054
9557,0.003233052,0.599077815,2.678883033,2.261816461,0.844299764,43.3525,-0.048,3.50E-05,0.00731257
9558,0.003235739,0.599112821,2.678964131,2.261727702,0.844241296,43.3045,-0.041,3.00E-05,0.007318361
9559,0.003233052,0.599142826,2.679126329,2.26199398,0.84428891,43.2635,-0.0205,1.50E-05,0.007313144
9560,0.003262605,0.599157829,2.67907767,2.260789387,0.843854491,43.243,-0.0245,3.00E-05,0.007376063
9561,0.003262605,0.599187834,2.679012791,2.259743294,0.843484432,43.2185,0,1.00E-05,0.00737265
9562,0.003251859,0.599197836,2.679012791,2.25865282,0.8430782,43.2185,0.0035,-4.50E-05,0.007344821
9563,0.003233052,0.599152828,2.678915472,2.257511627,0.842683588,43.222,-0.0025,5.00E-05,0.007298652
9564,0.003222306,0.599202837,2.678915472,2.256072455,0.842150677,43.2195,-0.003,2.00E-05,0.007269756
9565,0.003216932,0.599222841,2.678915472,2.25526728,0.84185127,43.2165,-0.0115,1.50E-05,0.007255041
9566,0.003184693,0.599237843,2.67911011,2.254975642,0.841680309,43.205,0.003,-9.00E-05,0.007181405
9567,0.003184693,0.599147827,2.67911011,2.25361889,0.841173964,43.208,0.019,-7.00E-05,0.007177084
9568,0.003192753,0.599077815,2.679223648,2.252851754,0.840853622,43.227,0.012,-1.00E-05,0.007192799
9569,0.003184693,0.599067813,2.679402066,2.251602782,0.840331666,43.239,-0.003,4.50E-05,0.007170664
9570,0.003176633,0.599112821,2.679337187,2.249757853,0.839666388,43.236,-0.0155,8.00E-05,0.007146655
9571,0.003187379,0.599192835,2.679337187,2.248439141,0.839176611,43.2205,-0.034,7.50E-05,0.007166628
9572,0.00315514,0.599267849,2.679499384,2.248255282,0.839057413,43.1865,-0.036,9.00E-05,0.00709356
9573,0.00315514,0.599357865,2.679661582,2.247957304,0.838895809,43.1505,-0.0215,1.00E-05,0.00709262
9574,0.003173946,0.599367867,2.679694022,2.247095069,0.838562859,43.129,-0.029,5.00E-05,0.007132158
9575,0.00317932,0.599417876,2.679758901,2.24684147,0.838447624,43.1,-0.0185,4.50E-05,0.007143428
9576,0.003200813,0.599462884,2.679710242,2.245503738,0.837959178,43.0815,0,6.00E-05,0.007187438
9577,0.003208873,0.599522895,2.679775121,2.244172346,0.837439193,43.0815,-0.0065,6.00E-05,0.007201264
9578,0.003216932,0.599582906,2.679937319,2.242821934,0.836884337,43.075,-0.008,0.00011002,0.007215006
9579,0.003219619,0.599692925,2.680050857,2.2418329,0.836479491,43.067,-0.012,0.000150027,0.007217848
9580,0.003216932,0.599842952,2.680213055,2.241338383,0.836244168,43.055,-0.0075,0.000105019,0.007210233
9581,0.003222306,0.599947971,2.680115736,2.239804112,0.835697893,43.0475,0.019,-3.00E-05,0.007217334
9582,0.003208873,0.599917966,2.680131956,2.239005277,0.835392395,43.0665,0.014,-3.00E-05,0.007184684
9583,0.003206186,0.59988796,2.680034637,2.237388586,0.834814975,43.0805,-0.0005,5.00E-06,0.007173484
9584,0.003206186,0.599892961,2.679969758,2.236317133,0.834434418,43.08,-0.012,0.000115021,0.007170049
9585,0.003211559,0.600007982,2.679985978,2.235277379,0.834040567,43.068,-0.009,6.50E-05,0.007178725
9586,0.003216932,0.600072994,2.679985978,2.234453184,0.833732974,43.059,-0.0355,1.50E-05,0.007188084
9587,0.003233052,0.600087996,2.67984,2.233185191,0.833303642,43.0235,-0.0305,-1.00E-05,0.007220004
9588,0.003241112,0.600077995,2.67985622,2.232779434,0.833146653,42.993,-0.0105,0,0.007236688
9589,0.003238426,0.600077995,2.67980756,2.232189817,0.832940211,42.9825,-0.0155,3.50E-05,0.007228782
9590,0.003267979,0.600113001,2.679742681,2.230737966,0.832414416,42.967,-0.001,7.00E-05,0.007290005
9591,0.003270665,0.600183014,2.679775121,2.229425594,0.831913078,42.966,-0.0015,5.00E-05,0.007291704
9592,0.003265292,0.600233023,2.679775121,2.227631384,0.831241847,42.9645,-0.004,0.000145026,0.007273867
9593,0.003262605,0.600378049,2.67985622,2.226540911,0.83080902,42.9605,-0.0085,0.000105019,0.007264324
9594,0.003254545,0.600483068,2.679872439,2.225501157,0.830416327,42.952,-0.0095,8.00E-05,0.007242994
9595,0.003246485,0.600563082,2.679710242,2.224499443,0.830091818,42.9425,0.013,-4.00E-05,0.007221804
9596,0.003262605,0.600523075,2.679612923,2.223440669,0.829725226,42.9555,0.012,-0.000120022,0.007254209
9597,0.003273352,0.600403053,2.679402066,2.221982478,0.829244784,42.9675,0.004,-0.000100018,0.007273331
9598,0.003278725,0.600303035,2.679158769,2.220283368,0.828684001,42.9715,-0.002,9.00E-05,0.007279699
9599,0.003281412,0.600393051,2.679029011,2.218799817,0.828169138,42.9695,-0.0045,7.00E-05,0.007280796
9600,0.003286785,0.600463064,2.678834373,2.216460371,0.827357716,42.965,-0.0215,6.50E-05,0.007285029
9601,0.003281412,0.600528076,2.678428879,2.214133604,0.826615184,42.9435,-0.032,7.00E-05,0.007265485
9602,0.003297531,0.600598088,2.678218021,2.212307695,0.826000939,42.9115,-0.0305,5.00E-05,0.007295153
9603,0.003310965,0.600648097,2.678153142,2.211730759,0.825806248,42.881,-0.0275,1.00E-05,0.007322963
9604,0.003310965,0.600658099,2.677909845,2.211965337,0.825969083,42.8535,0.0195,0.000145026,0.00732374
9605,0.003332458,0.600803125,2.677780087,2.210063349,0.825296311,42.873,0.0125,8.00E-05,0.007364943
9606,0.003319025,0.60088314,2.677666549,2.208503718,0.824746934,42.8855,-0.002,7.00E-05,0.007330079
9607,0.003327084,0.600953152,2.677844966,2.207254745,0.824228756,42.8835,-0.0075,0.000100018,0.007343722
9608,0.003327084,0.60105317,2.677942285,2.206176952,0.823798402,42.876,-0.0115,9.50E-05,0.007340136
9609,0.003340518,0.601148187,2.678169362,2.205504916,0.823479941,42.8645,-0.0095,3.50E-05,0.007367529
9610,0.003332458,0.601183194,2.678169362,2.204408102,0.823072578,42.855,0.0105,-5.00E-06,0.007346097
9611,0.003343204,0.601178193,2.678055823,2.202201795,0.822285217,42.8655,0.0005,-4.00E-05,0.00736241
9612,0.003340518,0.601138185,2.677909845,2.199545351,0.821342177,42.866,-0.006,-2.00E-05,0.007347621
9613,0.003337831,0.601118182,2.677861186,2.196907927,0.820373212,42.86,-0.0125,0,0.007332907
9614,0.003329771,0.601118182,2.677812527,2.194429001,0.819463572,42.8475,-0.011,5.00E-05,0.007306946
9615,0.003337831,0.601168191,2.677634109,2.191943736,0.818592515,42.8365,-0.0255,-2.50E-05,0.007316338
9616,0.003345891,0.601143186,2.677617889,2.190054427,0.817898048,42.811,-0.019,-1.00E-05,0.007327683
9617,0.003353951,0.601133185,2.677747647,2.189128793,0.817513939,42.792,-0.011,4.50E-05,0.007342231
9618,0.003351264,0.601178193,2.677780087,2.187778381,0.817000458,42.781,-0.0245,6.50E-05,0.007331823
9619,0.003367384,0.601243204,2.678007164,2.186846406,0.816584444,42.7565,-0.008,5.50E-05,0.007363952
9620,0.003372757,0.601298214,2.678120703,2.184887358,0.81581924,42.7485,-0.0075,4.50E-05,0.007369094
9621,0.003343204,0.601343222,2.678153142,2.182757131,0.815013728,42.741,-0.008,2.00E-05,0.007297402
9622,0.003329771,0.601363226,2.678169362,2.181330639,0.814475045,42.733,-0.004,2.50E-05,0.007263332
9623,0.003324398,0.60138823,2.678136922,2.178902434,0.813575688,42.729,-0.0065,2.50E-05,0.007243539
9624,0.003321711,0.601413235,2.678088263,2.176658087,0.812752225,42.7225,-0.008,-7.00E-05,0.007230229
9625,0.003313651,0.601343222,2.678055823,2.174597599,0.811992958,42.7145,-0.006,-6.50E-05,0.007205858
9626,0.003316338,0.601278211,2.678169362,2.172416652,0.811145324,42.7085,-0.01,3.50E-05,0.007204468
9627,0.003310965,0.601313217,2.678266681,2.169855307,0.810162604,42.6985,-0.0125,7.00E-05,0.007184315
9628,0.003308278,0.60138323,2.67831534,2.167452462,0.809251387,42.686,-0.0235,0.000130023,0.007170535
9629,0.003305591,0.601513253,2.678380219,2.165816751,0.808623207,42.6625,-0.0315,0.000115021,0.007159304
9630,0.003289472,0.601628274,2.678461318,2.164200061,0.807999318,42.631,-0.0355,0.000105019,0.007119076
9631,0.003254545,0.601733293,2.678639736,2.163217367,0.807579714,42.5955,-0.0215,6.50E-05,0.007040288
9632,0.003251859,0.601798304,2.678915472,2.16262775,0.80727524,42.574,-0.014,9.00E-05,0.007032561
9633,0.003257232,0.60188832,2.679272307,2.16275455,0.807210154,42.56,0.0205,0.00011002,0.007044593
9634,0.003276038,0.60199834,2.679742681,2.163109588,0.807193818,42.5805,0.025,4.50E-05,0.007086429
9635,0.003305591,0.602043348,2.680018418,2.162019114,0.806700659,42.6055,-0.004,-3.00E-05,0.007146751
9636,0.003302905,0.602013343,2.680131956,2.160586282,0.806128274,42.6015,-0.0095,0,0.007136211
9637,0.003308278,0.602013343,2.680472572,2.159901567,0.805765645,42.592,-0.008,7.50E-05,0.007145555
9638,0.003310965,0.602088356,2.680748308,2.159711368,0.805609878,42.584,-0.0065,7.50E-05,0.007150729
9639,0.003319025,0.60216337,2.680926726,2.158982272,0.805282437,42.5775,-0.003,-5.00E-06,0.007165716
9640,0.003324398,0.602158369,2.681202462,2.158456055,0.805000643,42.5745,-0.0015,-0.000100018,0.007175567
9641,0.003321711,0.602058351,2.681267341,2.157549441,0.80464239,42.573,-0.007,-6.00E-05,0.007166756
9642,0.003321711,0.60199834,2.68138088,2.157054923,0.804422403,42.566,-0.0105,1.50E-05,0.007165113
9643,0.003329771,0.602013343,2.681624176,2.155488953,0.803762656,42.5555,-0.014,0.000125023,0.007177285
9644,0.003356637,0.602138365,2.681916132,2.154810577,0.803420358,42.5415,-0.0165,0.000140025,0.007232917
9645,0.003348578,0.602278391,2.681964792,2.1543541,0.803235485,42.525,-0.0145,0.000105019,0.007214023
9646,0.003351264,0.60238341,2.682208089,2.15429704,0.803141339,42.5105,-0.015,9.50E-05,0.007219618
9647,0.003348578,0.602478427,2.682435166,2.15422096,0.803042954,42.4955,-0.008,9.50E-05,0.007213577
9648,0.003345891,0.602573444,2.682564924,2.153352385,0.802679517,42.4875,0.0005,2.50E-05,0.007204882
9649,0.003348578,0.602598448,2.682548704,2.152458451,0.802352272,42.488,0.002,-9.50E-05,0.007207675
9650,0.003351264,0.602503431,2.682337847,2.150163384,0.801562538,42.49,-0.002,-8.50E-05,0.007205765
9651,0.003351264,0.602418416,2.682272968,2.148026817,0.800784483,42.488,-0.005,-4.50E-05,0.007198605
9652,0.003319025,0.602373408,2.682175649,2.146536926,0.800257404,42.483,-0.025,4.00E-05,0.00712441
9653,0.003278725,0.602413415,2.682175649,2.146137508,0.800108069,42.458,-0.024,5.50E-05,0.007036595
9654,0.003284098,0.602468425,2.682240528,2.145598612,0.79988812,42.434,-0.0125,3.50E-05,0.007046356
9655,0.003292158,0.602503431,2.682224308,2.145395733,0.799817477,42.4215,-0.012,-3.00E-05,0.007062982
9656,0.003281412,0.602473426,2.681981012,2.144495458,0.799556744,42.4095,-0.012,1.00E-05,0.007036973
9657,0.003284098,0.602483428,2.681737715,2.143601523,0.79929912,42.3975,-0.016,7.50E-05,0.007039797
9658,0.003276038,0.602558441,2.681689055,2.143265505,0.79918958,42.3815,-0.01,0.000140025,0.007021419
9659,0.003276038,0.602698466,2.681494418,2.141769274,0.798694815,42.3715,-0.0185,0.000160029,0.007016518
9660,0.003243799,0.602858495,2.681672836,2.141832674,0.798665071,42.353,-0.015,0.000125023,0.006947675
9661,0.003235739,0.602983518,2.681721495,2.142136992,0.798763876,42.338,-0.015,0.000130023,0.006931396
9662,0.003241112,0.603113541,2.681786374,2.142790008,0.798987092,42.323,-0.012,0.000105019,0.006945022
9663,0.003246485,0.60321856,2.681689055,2.142593469,0.798943224,42.311,-0.003,-5.50E-05,0.006955898
9664,0.003246485,0.60316355,2.68136466,2.141762934,0.798730763,42.308,-0.0005,-7.50E-05,0.006953201
9665,0.003259919,0.603088536,2.681316,2.14084364,0.79840343,42.3075,0.0015,-8.00E-05,0.006978977
9666,0.003262605,0.603008522,2.681040264,2.139233289,0.797887967,42.309,-0.0135,1.50E-05,0.006979473
9667,0.003259919,0.603023525,2.680878066,2.138561253,0.797685248,42.2955,-0.0235,5.00E-06,0.006971536
9668,0.003259919,0.603028526,2.680488791,2.137584899,0.797438308,42.272,-0.012,-2.50E-05,0.006968354
9669,0.003267978,0.603003521,2.680229275,2.136843124,0.797239183,42.26,-0.007,-7.00E-05,0.006983156
9670,0.003276038,0.602933509,2.680196835,2.136881163,0.797263153,42.253,-0.0095,-7.00E-05,0.007000504
9671,0.003276038,0.602863496,2.679921099,2.136469066,0.797193352,42.2435,-0.012,1.50E-05,0.006999154
9672,0.003278725,0.602878499,2.679677802,2.135384932,0.796862384,42.2315,-0.0085,0.000125023,0.00700134
9673,0.003310965,0.603003521,2.679466945,2.134402238,0.79655905,42.223,-0.019,0.000200036,0.007066931
9674,0.003289472,0.603203557,2.679548044,2.134294459,0.796494454,42.204,-0.013,0.000100018,0.007020702
9675,0.003281412,0.603303575,2.679466945,2.133375164,0.796174387,42.191,-0.0135,7.50E-05,0.007000483
9676,0.003259919,0.603378589,2.679596703,2.133837981,0.79630942,42.1775,-0.021,7.50E-05,0.006956139
9677,0.003259919,0.603453602,2.679775121,2.134979175,0.796681494,42.1565,0.0005,5.50E-05,0.006959859
9678,0.003257232,0.603508612,2.679645362,2.135961869,0.797088246,42.157,0.037,-2.00E-05,0.006957323
9679,0.003286785,0.603488608,2.679483165,2.135625851,0.797010973,42.194,0.0095,-8.00E-05,0.007019343
9680,0.003284098,0.603408594,2.679337187,2.135074274,0.796848874,42.2035,-0.001,-2.50E-05,0.007011793
9681,0.003281412,0.60338359,2.679548044,2.135587811,0.796977846,42.2025,-0.0255,0.000130023,0.007007743
9682,0.003294845,0.603513613,2.679742681,2.135416632,0.796854368,42.177,-0.019,0.000105019,0.007035867
9683,0.003294845,0.603618632,2.67985622,2.135023554,0.796673382,42.158,-0.0055,6.50E-05,0.007034572
9684,0.003294845,0.603683644,2.67980756,2.134376878,0.796445595,42.1525,-0.0065,4.50E-05,0.007032441
9685,0.003281412,0.603728652,2.679694022,2.133983801,0.796332211,42.146,-0.009,1.00E-05,0.00700248
9686,0.003273352,0.603738653,2.679499384,2.133368824,0.796160821,42.137,-0.007,4.50E-05,0.006983267
9687,0.003249172,0.603783662,2.679499384,2.133330784,0.796146555,42.13,-0.004,0.00011002,0.006931559
9688,0.003254545,0.603893681,2.679580483,2.133007446,0.796001329,42.126,-0.0205,0.000100018,0.006941969
9689,0.003284098,0.603993699,2.679629143,2.132481229,0.795789057,42.1055,-0.012,0.000100018,0.007003277
9690,0.003254545,0.604093717,2.679953538,2.132918687,0.795857496,42.0935,-0.02,8.00E-05,0.00694168
9691,0.003259919,0.604173732,2.680180615,2.133793602,0.796116594,42.0735,-0.0155,2.50E-05,0.006955994
9692,0.003265292,0.604198736,2.680294154,2.134459298,0.796331879,42.058,-0.0105,-5.00E-05,0.006969633
9693,0.003276038,0.604148727,2.680342813,2.134459298,0.796317621,42.0475,-0.0015,-7.50E-05,0.00699257
9694,0.003289472,0.604073714,2.680326593,2.133857001,0.796097865,42.046,0.001,-4.50E-05,0.007019263
9695,0.003321711,0.604028706,2.680440132,2.132925027,0.795715188,42.047,-0.0205,5.00E-05,0.007084961
9696,0.003310965,0.604078715,2.68055367,2.132005732,0.795338053,42.0265,-0.018,9.50E-05,0.007058996
9697,0.003297531,0.604173732,2.680780747,2.130826499,0.794831459,42.0085,-0.0105,0.000175031,0.007026466
9698,0.003302905,0.604348763,2.681121363,2.130376362,0.794564953,41.998,-0.0135,0.000145026,0.007036431
9699,0.003302905,0.604493789,2.681316,2.129951584,0.794349934,41.9845,-0.0155,0.000105019,0.007035028
9700,0.003308278,0.604598808,2.681494418,2.1307314,0.79458825,41.969,-0.0145,0.000125023,0.007049052
9701,0.003316338,0.604723831,2.681689056,2.131295657,0.7947421,41.9545,-0.0125,8.00E-05,0.007068097
9702,0.003305591,0.604803845,2.681818814,2.131200557,0.79466859,41.942,-0.0085,2.00E-05,0.007044877
9703,0.003321711,0.604823849,2.681721495,2.129812105,0.794179223,41.9335,-0.0035,6.50E-05,0.00707462
9704,0.003319025,0.60488886,2.681753935,2.127764297,0.793402478,41.93,-0.038,-5.00E-05,0.007062103
9705,0.003294845,0.604838851,2.681997231,2.128480713,0.79360017,41.892,-0.018,1.00E-05,0.007013014
9706,0.003302905,0.604848853,2.68207833,2.128810391,0.793699983,41.874,-0.0055,-2.00E-05,0.007031258
9707,0.003300218,0.60482885,2.681883693,2.128689932,0.793711822,41.8685,0.0025,-4.00E-05,0.007025141
9708,0.003310965,0.604788842,2.681721495,2.128151035,0.793558776,41.871,0.006,-8.50E-05,0.007046234
9709,0.003305591,0.604703827,2.681267341,2.127149321,0.793319273,41.877,0.0035,-5.00E-05,0.007031486
9710,0.003310965,0.604653818,2.680991605,2.126096887,0.793006873,41.8805,-0.014,-3.00E-05,0.007039432
9711,0.003300218,0.604623813,2.680748308,2.125443871,0.792831657,41.8665,-0.006,1.50E-05,0.007014428
9712,0.003297531,0.604638815,2.680537451,2.124809875,0.792654645,41.8605,0.0015,5.00E-05,0.007006626
9713,0.003297531,0.604688824,2.680326593,2.12389058,0.792370506,41.862,-0.0035,0.000150027,0.007003595
9714,0.003305591,0.604838851,2.680245495,2.123852541,0.792379426,41.8585,-0.019,0.000180032,0.007020588
9715,0.003305591,0.605018884,2.680099516,2.124112479,0.792518638,41.8395,-0.0195,0.000210038,0.007021447
9716,0.003294845,0.605228922,2.679694022,2.123541883,0.792423629,41.82,-0.0235,0.000195035,0.006996741
9717,0.003289472,0.605423957,2.679385846,2.122090031,0.79197225,41.7965,-0.0195,8.00E-05,0.006980556
9718,0.003305591,0.605503971,2.679142549,2.120974198,0.791624344,41.777,-0.0115,5.50E-05,0.007011073
9719,0.003302905,0.605558981,2.678769494,2.119934444,0.791344485,41.7655,-0.0135,4.00E-05,0.007001942
9720,0.003297531,0.605598988,2.678558637,2.121113677,0.791847472,41.752,-0.0025,4.50E-05,0.006994438
9721,0.003305591,0.605643996,2.678509977,2.123085405,0.792598709,41.7495,0.0215,6.50E-05,0.007018052
9722,0.003319025,0.605709008,2.678461318,2.122571868,0.792420337,41.771,0,5.00E-05,0.007044869
9723,0.003321711,0.605759017,2.678396439,2.122869847,0.792550404,41.771,-0.0025,3.00E-05,0.00705156
9724,0.003316338,0.605789022,2.678234241,2.122730367,0.792543761,41.7685,-0.0025,4.00E-05,0.007039691
9725,0.003319025,0.60582903,2.677974725,2.121988592,0.792338863,41.766,-0.001,8.00E-05,0.007042933
9726,0.003316338,0.605909044,2.677796307,2.121297536,0.792130607,41.765,0.0035,-6.00E-05,0.00703494
9727,0.003308278,0.605849033,2.67755301,2.121284856,0.792194711,41.7685,0.0055,-1.00E-05,0.0070178
9728,0.003316338,0.605839031,2.677488131,2.121424335,0.792265402,41.774,-0.0035,2.50E-05,0.00703536
9729,0.003305591,0.605864036,2.677179955,2.120910798,0.792162619,41.7705,-0.0045,7.00E-05,0.007010864
9730,0.003308278,0.605934049,2.676904219,2.120454321,0.792072129,41.766,-0.0035,8.50E-05,0.007015052
9731,0.003335144,0.606019064,2.676644702,2.119484307,0.79178559,41.7625,-0.003,9.50E-05,0.007068785
9732,0.003337831,0.606114081,2.676433845,2.117880296,0.791249569,41.7595,-0.009,3.50E-05,0.007069127
9733,0.003335144,0.606149087,2.67607701,2.115122413,0.790327345,41.7505,-0.0395,3.00E-05,0.007054238
9734,0.003321711,0.606179093,2.675931032,2.113410623,0.789736431,41.711,-0.028,6.00E-05,0.007020139
9735,0.003292158,0.606239103,2.675947251,2.113429643,0.789738605,41.683,0.0305,6.50E-05,0.006957744
9736,0.003327084,0.606304115,2.675995911,2.112326489,0.789312255,41.7135,0.018,5.00E-05,0.007027888
9737,0.003324398,0.606354124,2.675931032,2.110690779,0.788721888,41.7315,0.0075,2.50E-05,0.007016776
9738,0.003324398,0.606379129,2.675833713,2.109162848,0.788180132,41.739,-0.004,2.50E-05,0.007011697
9739,0.003316338,0.606404133,2.675817493,2.107837796,0.787690153,41.735,-0.006,6.00E-05,0.006990303
9740,0.003319025,0.606464144,2.675768834,2.106113326,0.787062455,41.729,-0.0095,9.00E-05,0.006990243
9741,0.003316338,0.60655416,2.675866152,2.104458596,0.786418882,41.7195,-0.005,0.00011002,0.006979096
9742,0.003316338,0.60666418,2.675914812,2.102499548,0.785675501,41.7145,-0.007,0.000150027,0.006972599
9743,0.003321711,0.606814207,2.675963471,2.101434434,0.785266217,41.7075,-0.01,0.00011002,0.006980358
9744,0.003289472,0.606924227,2.675801273,2.10045808,0.784951958,41.6975,-0.01,0.000135024,0.006909398
9745,0.003297532,0.607059251,2.675866152,2.099633885,0.78462644,41.6875,-0.013,7.00E-05,0.00692361
9746,0.003316338,0.607129264,2.675720174,2.098283473,0.784166279,41.6745,-0.015,7.50E-05,0.006958617
9747,0.003319025,0.607204277,2.675622856,2.096578023,0.783562717,41.6595,-0.0205,2.50E-05,0.006958595
9748,0.003321711,0.607229282,2.675525537,2.094834533,0.782943869,41.639,-0.015,7.00E-05,0.006958435
9749,0.003321711,0.607299294,2.675574196,2.094378056,0.782759547,41.624,0,8.00E-05,0.006956919
9750,0.003321711,0.607379309,2.675574196,2.094479495,0.782797496,41.624,0.026,8.00E-05,0.006957256
9751,0.003340518,0.607459323,2.675525537,2.094200537,0.782707496,41.65,0.0075,5.50E-05,0.006995715
9752,0.003343204,0.607514333,2.675444438,2.093769419,0.782569814,41.6575,0.002,5.00E-06,0.006999898
9753,0.003343204,0.607519334,2.675363339,2.093820139,0.782612814,41.6595,-0.007,-1.00E-05,0.007000068
9754,0.003364697,0.607509332,2.675087603,2.093002284,0.782388658,41.6525,-0.006,-1.50E-05,0.007042319
9755,0.003370071,0.607494329,2.674925405,2.091829391,0.781998286,41.6465,-0.004,-2.00E-05,0.007049614
9756,0.003364697,0.607474326,2.674795647,2.090409239,0.78150433,41.6425,-0.0025,3.50E-05,0.007033594
9757,0.003359324,0.607509332,2.674746987,2.089553344,0.781198467,41.64,0,8.00E-05,0.007019487
9758,0.003348578,0.607589346,2.674487471,2.088114173,0.780739854,41.64,-0.0085,5.00E-05,0.006992213
9759,0.003351264,0.607639355,2.674146855,2.087321678,0.780544243,41.6315,-0.0125,9.00E-05,0.006995166
9760,0.003359324,0.607729372,2.673854899,2.086795461,0.780434687,41.619,-0.0125,3.50E-05,0.007010222
9761,0.003364697,0.607764378,2.673676481,2.084906152,0.77978057,41.6065,-0.021,0,0.007015077
9762,0.003364697,0.607764378,2.673449404,2.082433567,0.77892447,41.5855,-0.0135,1.50E-05,0.007006758
9763,0.003359324,0.607779381,2.673465624,2.081552312,0.778589863,41.572,-0.011,5.50E-05,0.006992609
9764,0.003362011,0.607834391,2.673627822,2.082027809,0.778719172,41.561,0.007,5.50E-05,0.0069998
9765,0.003378131,0.6078894,2.673530503,2.081165574,0.778425973,41.568,0.002,8.00E-05,0.00703045
9766,0.00338619,0.607969415,2.673708921,2.080626677,0.778172147,41.57,-0.003,5.50E-05,0.007045397
9767,0.003380817,0.608024425,2.673919778,2.080677397,0.778128641,41.567,-0.008,7.50E-05,0.00703439
9768,0.003388877,0.608099438,2.674195514,2.080772497,0.778082224,41.559,-0.009,7.50E-05,0.007051482
9769,0.003396937,0.608174452,2.674422591,2.080639357,0.777965456,41.55,-0.0035,8.00E-05,0.007067801
9770,0.003396937,0.608254466,2.674390152,2.079479144,0.777542561,41.5465,-0.0025,0.000125022,0.00706386
9771,0.003375444,0.608379489,2.674584789,2.078179452,0.776999444,41.544,0.0005,0.000130023,0.007014778
9772,0.003378131,0.608509512,2.674811866,2.077799054,0.776790506,41.5445,-0.0015,4.50E-05,0.007019077
9773,0.003343204,0.60855452,2.674941625,2.077564476,0.776664503,41.543,-0.007,-5.00E-06,0.006945722
9774,0.003343204,0.608549519,2.674795647,2.07687342,0.776448943,41.536,-0.0085,1.50E-05,0.006943412
9775,0.003351264,0.608564522,2.674795647,2.075935105,0.776096628,41.5275,-0.0085,-5.00E-06,0.006957007
9776,0.003337831,0.608559521,2.674714548,2.074838292,0.775708799,41.519,-0.0065,-5.00E-06,0.00692546
9777,0.003343204,0.60855452,2.67455235,2.072923623,0.775041981,41.5125,-0.0175,-4.50E-05,0.006930207
9778,0.003329771,0.608509512,2.67455235,2.07181413,0.774626151,41.495,-0.0375,-1.50E-05,0.006898667
9779,0.003297532,0.608494509,2.674649668,2.071940929,0.774644639,41.4575,0,0,0.006832292
9780,0.003292158,0.608494509,2.67450369,2.071059674,0.774356439,41.4575,0.001,-3.00E-05,0.006818256
9781,0.003292158,0.608464504,2.674357712,2.069981881,0.773996174,41.4585,-0.002,-0.000120022,0.006814707
9782,0.003286785,0.608344482,2.674163075,2.069360564,0.773821725,41.4565,-0.0085,-0.00011002,0.006801543
9783,0.003278725,0.608234463,2.674049536,2.069645863,0.773962144,41.448,-0.0135,-0.000100018,0.0067858
9784,0.003300218,0.608134445,2.674017097,2.069043566,0.77374555,41.4345,-0.0115,-6.00E-05,0.006828295
9785,0.003300218,0.608074434,2.673968437,2.068162311,0.773428533,41.423,-0.007,8.50E-05,0.006825386
9786,0.003302905,0.608159449,2.674081976,2.067452236,0.773128718,41.416,-0.0065,9.50E-05,0.006828598
9787,0.003292158,0.608254466,2.674130635,2.06676118,0.77285547,41.4095,-0.0105,0.000155028,0.006804104
9788,0.003276038,0.608409494,2.674065756,2.066285683,0.772696754,41.399,-0.0095,0.000190034,0.00676923
9789,0.003254545,0.608599528,2.674227954,2.066311042,0.772658428,41.3895,-0.011,0.000130023,0.006724902
9790,0.003249172,0.608729552,2.674114415,2.066095484,0.772611357,41.3785,-0.014,7.50E-05,0.0067131
9791,0.003238426,0.608804565,2.673935998,2.065302988,0.772368892,41.3645,-0.008,6.00E-05,0.006688331
9792,0.003230366,0.608864576,2.673935998,2.065271289,0.772357083,41.3565,-0.0025,7.00E-05,0.006671582
9793,0.003219619,0.608934589,2.674033317,2.066456862,0.772769583,41.354,0.0015,8.50E-05,0.006653204
